,C,R,RT,S,cond,day,prestim_R,stim
0,d,d,3.1027861651964486,N,practice,1,[],cemmit
1,d,d,2.379760904237628,N,practice,1,[],pluen
2,d,d,4.507020924240351,N,practice,1,[],imorgu
3,d,s,5.158223719568923,N,practice,1,[],onstont
4,d,d,1.591733839130029,N,practice,1,[],menaol
5,d,d,1.031734103569761,N,practice,1,[],fruqoant
6,d,d,0.8512930562719703,N,practice,1,[],mitoun
7,s,s,0.7144654809962958,W,practice,1,[],desk
8,d,d,0.9015030392911285,N,practice,1,[],docint
9,s,s,0.6039815836120397,W,practice,1,[],escape
10,d,d,0.6531264018267393,N,practice,1,[],fruod
11,s,s,0.6469174968078732,W,practice,1,[],device
12,s,s,0.5832089139148593,W,practice,1,[],silence
13,s,s,0.4862079918384552,W,practice,1,[],planet
14,s,s,0.525369405047968,W,practice,1,[],delay
15,s,s,0.5389220891520381,W,practice,1,[],album
16,d,s,1.2996088187210262,N,practice,1,[],daluvory
17,s,s,0.5064052620436996,W,practice,1,[],persuade
18,d,d,1.1898394380696118,N,practice,1,[],berst
19,s,s,0.6576821228954941,W,practice,1,[],seventh
20,s,s,0.4683021029923111,W,practice,1,[],handle
21,d,d,0.8754874742589891,N,practice,1,[],bottir
22,s,s,0.7198649209458381,W,practice,1,[],bold
23,s,s,0.7399341911077499,W,practice,1,[],harm
