,C,R,RT,S,cond,day,prestim_R,stim
0,j,j,1.2461195140640484,W,practice,1,[],album
1,k,k,1.3715113635989837,N,practice,1,[],imorgu
2,j,j,0.5628418026026338,W,practice,1,[],bold
3,k,k,0.8376660506037297,N,practice,1,[],onstont
4,k,k,1.6736467688897392,N,practice,1,[],bottir
5,j,j,0.613279481214704,W,practice,1,[],harm
6,j,j,0.43359252816298977,W,practice,1,[],device
7,j,j,0.6275160172663163,W,practice,1,[],persuade
8,k,j,1.1368784905207576,N,practice,1,[],menaol
9,k,k,0.7274466989911161,N,practice,1,[],mitoun
10,k,k,0.7876018553506583,N,practice,1,[],docint
11,k,k,0.5121718612208497,N,practice,1,[],berst
12,j,j,0.4516098694584798,W,practice,1,[],planet
13,j,j,0.4375421971490141,W,practice,1,[],silence
14,k,k,0.6773689826077316,N,practice,1,[],cemmit
15,j,j,0.4992057094059419,W,practice,1,[],delay
16,j,j,0.7095270102436189,W,practice,1,[],handle
17,k,k,0.9766514318762347,N,practice,1,[],fruqoant
18,k,k,0.6987380589707755,N,practice,1,[],fruod
19,k,k,0.5546371878153877,N,practice,1,[],pluen
20,k,k,0.45345625332265627,N,practice,1,[],daluvory
21,j,j,0.5433683870796813,W,practice,1,[],desk
22,j,j,0.5120603871182539,W,practice,1,[],seventh
23,j,j,0.4855830321321264,W,practice,1,[],escape
