,C,R,RT,S,cond,day,prestim_R,stim
0,d,d,1.3449704954546178,N,practice,1,[],cemmit
1,s,s,0.5160430884425296,W,practice,1,[],silence
2,d,d,0.5754485024663154,N,practice,1,[],daluvory
3,s,s,0.3232568068924593,W,practice,1,[],album
4,s,s,0.3781485764775425,W,practice,1,[],harm
5,d,s,0.3545701776747592,N,practice,1,[],berst
6,s,s,0.7069820869510295,W,practice,1,[],desk
7,s,s,0.5009412189538125,W,practice,1,[],delay
8,s,s,0.4713498356868513,W,practice,1,[],persuade
9,d,d,0.4214155031804694,N,practice,1,[],fruod
10,s,s,0.5093056733603589,W,practice,1,[],planet
11,d,d,0.522732728975825,N,practice,1,[],imorgu
12,d,s,0.4013613045826787,N,practice,1,[],fruqoant
13,s,s,0.3440609759563813,W,practice,1,[],escape
14,s,d,0.32319220606586896,W,practice,1,[],bold
15,d,s,0.3673668494448066,N,practice,1,[],menaol
16,d,d,0.4957094537385274,N,practice,1,[],docint
17,s,s,0.4229370779066812,W,practice,1,[],handle
18,s,s,0.4285627578938147,W,practice,1,[],seventh
19,d,d,0.4363367908226792,N,practice,1,[],mitoun
20,s,s,0.4142490184312919,W,practice,1,[],device
21,d,d,0.3788796174194431,N,practice,1,[],onstont
22,d,s,0.33930815823259763,N,practice,1,[],bottir
23,d,d,0.5455722746410174,N,practice,1,[],pluen
