,C,R,RT,S,cond,day,prestim_R,stim
0,s,s,0.9875518586486578,W,practice,1,[],seventh
1,d,d,0.799774769693613,N,practice,1,[],docint
2,s,s,0.5104745104908943,W,practice,1,[],handle
3,s,s,0.5299073625355959,W,practice,1,[],bold
4,d,d,0.41542585380375385,N,practice,1,[],fruod
5,s,s,0.5971160344779491,W,practice,1,[],harm
6,s,s,0.45428404584527016,W,practice,1,[],device
7,s,s,0.42631335742771626,W,practice,1,[],desk
8,s,s,0.41814059391617775,W,practice,1,[],escape
9,d,d,0.439866928383708,N,practice,1,[],cemmit
10,d,d,0.513790188357234,N,practice,1,[],pluen
11,s,d,0.38919938914477825,W,practice,1,[],album
12,s,s,0.433822987601161,W,practice,1,[],silence
13,d,d,0.585627593100071,N,practice,1,[],onstont
14,d,d,0.6566603370010853,N,practice,1,[],mitoun
15,d,d,0.556375402957201,N,practice,1,[],menaol
16,d,d,0.6781324744224548,N,practice,1,[],berst
17,s,s,0.571921082213521,W,practice,1,[],planet
18,d,d,0.4978728275746107,N,practice,1,[],daluvory
19,d,d,0.43730422481894493,N,practice,1,[],fruqoant
20,s,s,0.5582076646387577,W,practice,1,[],delay
21,s,s,0.7290088385343552,W,practice,1,[],persuade
22,d,d,0.4941848684102297,N,practice,1,[],imorgu
23,d,d,0.5504561569541693,N,practice,1,[],bottir
