,C,R,RT,S,cond,day,prestim_R,stim
0,j,j,0.6025770611595362,W,practice,2,[],harm
1,j,j,0.5076625565998256,W,practice,2,[],device
2,k,k,0.5351073814090341,N,practice,2,[],pluen
3,k,k,0.6877795110922307,N,practice,2,[],menaol
4,k,k,0.5757139439228922,N,practice,2,[],berst
5,j,j,0.5267035681754351,W,practice,2,[],desk
6,k,k,0.8824295429512858,N,practice,2,[],docint
7,j,j,0.5898876606952399,W,practice,2,[],delay
8,k,k,0.5888904044404626,N,practice,2,[],fruod
9,j,j,0.5718793605919927,W,practice,2,[],persuade
10,k,k,0.6648293996695429,N,practice,2,[],imorgu
11,j,j,0.8204689596313983,W,practice,2,[],planet
12,j,j,0.4873625806067139,W,practice,2,[],bold
13,k,k,0.544660187792033,N,practice,2,[],daluvory
14,k,k,0.578407947672531,N,practice,2,[],cemmit
15,j,j,0.5912893477361649,W,practice,2,[],silence
16,k,k,0.4873721955809742,N,practice,2,[],mitoun
17,k,k,0.6796295940876007,N,practice,2,[],bottir
18,k,k,0.4213970478158444,N,practice,2,[],fruqoant
19,k,k,0.5091955487150699,N,practice,2,[],onstont
20,j,j,0.5526057861279696,W,practice,2,[],seventh
21,j,j,0.5313935864251107,W,practice,2,[],escape
22,j,j,0.39396934979595244,W,practice,2,[],handle
23,j,j,0.5394284243229777,W,practice,2,[],album
