,C,R,RT,S,cond,day,prestim_R,stim
0,j,j,0.4302597262139898,W,practice,2,[],persuade
1,k,k,0.6850555268465541,N,practice,2,[],cemmit
2,j,j,0.5708499092579586,W,practice,2,[],harm
3,k,k,0.5197165366553236,N,practice,2,[],onstont
4,k,k,0.7252827422053088,N,practice,2,[],docint
5,k,k,0.5533736764336936,N,practice,2,[],imorgu
6,j,j,0.8361946083750809,W,practice,2,[],bold
7,j,j,0.873217612344888,W,practice,2,[],silence
8,k,k,0.683453721620026,N,practice,2,[],fruqoant
9,j,j,0.4732347391254734,W,practice,2,[],desk
10,k,k,0.4553600831713993,N,practice,2,[],bottir
11,k,k,0.8764668942167191,N,practice,2,[],menaol
12,j,j,0.6965545112616383,W,practice,2,[],album
13,k,k,0.44871969761152286,N,practice,2,[],mitoun
14,j,j,0.6186099058977561,W,practice,2,[],handle
15,k,k,0.5829345095698955,N,practice,2,[],daluvory
16,k,k,0.48588512433343567,N,practice,2,[],pluen
17,j,j,0.6621630229637958,W,practice,2,[],device
18,j,j,1.9378405826573726,W,practice,2,[],delay
19,j,j,0.5896349891263526,W,practice,2,[],planet
20,j,j,0.5085961443692213,W,practice,2,[],seventh
21,j,j,0.4079786786605837,W,practice,2,[],escape
22,k,k,0.4846450849145185,N,practice,2,[],fruod
23,k,k,0.6358229270554148,N,practice,2,[],berst
