C,R,RT,block,cond,count,day,prestim_R,stim
y,y,1.186909934738651,1,single,1,1,[],sparse
y,y,0.5268086222931743,1,single,1,1,[],sparse
y,y,0.4203247053083032,1,single,1,1,[],sparse
n,n,0.7001598796341568,1,single,1,1,[],apathetic
n,n,0.6840676453430206,1,single,1,1,[],audacious
y,y,0.4919929436873645,1,single,1,1,[],sparse
n,n,0.9493102277629076,1,single,1,1,[],toward
y,y,0.7173034562729299,1,single,1,1,[],sparse
n,n,1.1604034341871738,1,single,1,1,[],impediment
n,n,0.9590628603473306,1,single,1,1,[],sacrilege
n,n,2.229989720974117,1,single,1,1,[],heave
y,y,0.7180317938327789,1,single,1,1,[],sparse
n,n,1.7312641614116728,1,single,1,1,[],entities
y,y,0.6233629304915667,1,single,1,1,[],sparse
n,n,1.053810145938769,1,single,1,1,[],posterity
y,y,0.6365643497556448,1,single,1,1,[],sparse
n,n,0.8931050405371934,1,single,1,1,[],audacious
n,n,0.9135204276535659,1,single,1,1,[],toward
n,n,0.6191879096440971,1,single,1,1,[],impediment
n,n,0.7755055620800704,1,single,1,1,[],sacrilege
y,y,0.6590424585156143,1,single,1,1,[],sparse
n,n,0.6227100107353181,1,single,1,1,[],posterity
y,y,0.7000967811327428,1,single,1,1,[],sparse
y,y,0.3480137626174837,1,single,1,1,[],sparse
n,n,0.7650546387303621,1,single,1,1,[],heave
n,n,0.6544425738975406,1,single,1,1,[],apathetic
n,n,0.8240617020055652,1,single,1,1,[],entities
y,y,0.893120965687558,1,single,1,1,[],sparse
y,y,0.6996160303242505,1,single,1,1,[],sparse
y,y,0.6035364635754377,1,single,1,1,[],sparse
y,y,0.30861262208782136,1,single,1,1,[],sparse
y,y,0.3934834818355739,1,single,1,1,[],sparse
n,n,0.8858763501048088,2,multi,2,1,[],cringe
n,n,0.5883979187346995,2,multi,2,1,[],confer
n,n,0.6834297489840537,2,multi,2,1,[],salute
n,n,0.48334243264980614,2,multi,2,1,[],latent
y,y,0.5566602477338165,2,multi,2,1,[],demolish
y,y,0.5354828706476837,2,multi,2,1,[],malaise
y,y,0.5111139088403434,2,multi,2,1,[],maturing
n,n,0.5785392203833908,2,multi,2,1,[],pastry
y,y,0.42346040275879204,2,multi,2,1,[],violet
y,y,0.9432789073325694,2,multi,2,1,[],stumble
n,n,0.6611962222959846,2,multi,2,1,[],phoenix
n,n,0.6968856658786535,2,multi,2,1,[],nostalgic
y,y,0.5709184175357223,2,multi,2,1,[],saviour
y,y,0.6158493950497359,2,multi,2,1,[],cleansing
n,n,0.716151156462729,2,multi,2,1,[],rebellion
y,y,0.9661842831410468,2,multi,2,1,[],impunity
y,y,0.81419519148767,2,multi,2,1,[],malaise
y,y,0.5829909737221897,2,multi,2,1,[],impunity
y,y,0.6460240250453353,2,multi,2,1,[],violet
n,n,0.6785624464973807,2,multi,2,1,[],nostalgic
n,n,0.8123725445475429,2,multi,2,1,[],cringe
y,y,0.637176105286926,2,multi,2,1,[],maturing
y,y,0.5395950935781002,2,multi,2,1,[],saviour
y,y,0.6362978336401284,2,multi,2,1,[],demolish
y,y,0.8128343659918755,2,multi,2,1,[],cleansing
y,y,0.9037350439466536,2,multi,2,1,[],stumble
n,n,0.7662637270987034,2,multi,2,1,[],confer
n,n,0.6017871315125376,2,multi,2,1,[],phoenix
n,n,0.5309268545825034,2,multi,2,1,[],pastry
n,n,0.6516367916483432,2,multi,2,1,[],latent
n,n,0.7311091192532331,2,multi,2,1,[],rebellion
n,n,0.6952339860145003,2,multi,2,1,[],salute
