,C,R,RT,S,cond,day,prestim_R,stim
0,s,d,0.987694263458252,W,practice,1,[],device
1,d,d,0.6680930964648724,N,practice,1,[],fruod
2,d,d,0.5278185345232487,N,practice,1,[],menaol
3,s,s,0.49334144219756126,W,practice,1,[],escape
4,s,s,0.43865145556628704,W,practice,1,[],desk
5,d,d,0.5765922721475363,N,practice,1,[],fruqoant
6,s,s,0.5495100393891335,W,practice,1,[],persuade
7,d,d,0.7603204566985369,N,practice,1,[],onstont
8,s,s,0.5356235336512327,W,practice,1,[],planet
9,s,s,0.4563431106507778,W,practice,1,[],bold
10,s,s,0.3083362616598606,W,practice,1,[],silence
11,d,d,0.7132005039602518,N,practice,1,[],daluvory
12,d,d,0.49231383576989174,N,practice,1,[],imorgu
13,d,d,0.3405354917049408,N,practice,1,[],mitoun
14,s,d,0.25463481806218624,W,practice,1,[],album
15,d,d,0.5111529845744371,N,practice,1,['d'],berst
16,d,d,0.4425945207476616,N,practice,1,[],bottir
17,d,d,0.5165464133024216,N,practice,1,[],pluen
18,d,d,0.4100815989077091,N,practice,1,[],cemmit
19,d,d,0.4067268557846546,N,practice,1,[],docint
20,s,s,0.4524469207972288,W,practice,1,[],seventh
21,s,s,0.5204750541597605,W,practice,1,[],delay
22,s,s,0.37401322089135647,W,practice,1,[],handle
23,s,s,0.404331810772419,W,practice,1,[],harm
