C,R,RT,block,cond,count,day,prestim_R,stim
n,y,0.6809090417409607,1,single,1,1,[],pastry
y,n,1.6898477218364858,1,single,1,1,[],assuring
y,y,0.8047603451796022,1,single,1,1,[],assuring
n,k,1.5965421919891014,1,single,1,1,[],amenities
y,y,1.176686838214664,1,single,1,1,[],assuring
n,n,0.7863887119447099,1,single,1,1,[],noxious
y,y,0.5610840354320317,1,single,1,1,[],assuring
n,n,0.3980262129971379,1,single,1,1,[],retrieve
n,n,0.6645039842314873,1,single,1,1,[],glare
y,y,0.5391779743513325,1,single,1,1,[],assuring
n,n,0.4198313161787155,1,single,1,1,[],shove
n,n,0.6036230664758477,1,single,1,1,[],sketch
y,y,0.4287486629082196,1,single,1,1,[],assuring
y,y,0.37260194944974495,1,single,1,1,[],assuring
y,y,0.30097292165010003,1,single,1,1,[],assuring
n,n,0.2897993461774604,1,single,1,1,[],phoenix
n,n,0.31540749732630496,1,single,1,1,[],sketch
n,n,0.33833125007549825,1,single,1,1,[],noxious
y,y,0.2673584486128675,1,single,1,1,['n'],assuring
n,n,0.315942934749728,1,single,1,1,[],phoenix
y,y,0.3228267009608317,1,single,1,1,[],assuring
y,y,0.4438719156760271,1,single,1,1,[],assuring
y,y,0.24579161809106154,1,single,1,1,[],assuring
y,y,0.25121389853757137,1,single,1,1,[],assuring
n,n,0.3846180426180581,1,single,1,1,[],retrieve
y,y,0.3290446257951771,1,single,1,1,[],assuring
y,y,0.3220623054457974,1,single,1,1,[],assuring
n,n,0.3930342054973153,1,single,1,1,[],shove
y,y,0.3325414948976686,1,single,1,1,[],assuring
n,n,0.34157752725241153,1,single,1,1,[],amenities
n,n,0.3346120332198552,1,single,1,1,[],pastry
n,n,0.3116227780246845,1,single,1,1,[],glare
y,y,0.3127777844547381,1,single,2,1,[],assuring
y,y,0.3036699397862321,1,single,2,1,[],assuring
n,n,0.3085011958701216,1,single,2,1,[],volcano
y,y,0.33141292982236337,1,single,2,1,[],assuring
n,n,0.4593815727794208,1,single,2,1,[],marinate
y,y,0.2724117519801439,1,single,2,1,[],assuring
n,n,0.3599840149990996,1,single,2,1,[],cannon
y,y,0.2702787159123545,1,single,2,1,[],assuring
y,y,0.2778084924821087,1,single,2,1,[],assuring
n,y,0.3333218153193229,1,single,2,1,[],alleviate
n,n,0.3934695864336391,1,single,2,1,['n'],exterior
n,n,0.4680011538048348,1,single,2,1,[],nicotine
n,y,0.3701350912824637,1,single,2,1,[],scrape
n,n,0.4435930795762033,1,single,2,1,[],monotonous
y,n,0.3094524836842538,1,single,2,1,[],assuring
y,y,0.3904183142431066,1,single,2,1,[],assuring
y,y,0.5108553778109126,1,single,2,1,[],assuring
n,n,0.3462279004361335,1,single,2,1,[],exterior
y,y,0.5653486052187873,1,single,2,1,[],assuring
y,y,0.4022565292116269,1,single,2,1,[],assuring
n,n,0.3648095621547327,1,single,2,1,[],scrape
n,n,0.5150956095330912,1,single,2,1,[],nicotine
y,y,0.2705088758821148,1,single,2,1,[],assuring
n,n,0.3351005973345309,1,single,2,1,[],volcano
y,y,0.2481349831141415,1,single,2,1,[],assuring
