,C,R,RT,S,cond,day,prestim_R,stim
0,d,d,0.993545911507681,N,practice,2,[],docint
1,d,d,0.44578971387818456,N,practice,2,[],fruod
2,s,s,0.45565503439866006,W,practice,2,[],persuade
3,d,d,0.48364919191226363,N,practice,2,[],pluen
4,s,s,0.5090040240902454,W,practice,2,[],harm
5,d,d,0.5363771109841764,N,practice,2,[],daluvory
6,d,d,0.6000072713941336,N,practice,2,[],cemmit
7,s,s,0.46615554788149893,W,practice,2,[],seventh
8,s,s,0.44620075658895075,W,practice,2,[],desk
9,s,s,0.5681127170100808,W,practice,2,[],bold
10,s,s,0.4369919621385634,W,practice,2,[],delay
11,d,d,0.6047970582731068,N,practice,2,[],bottir
12,s,s,0.42993543203920126,W,practice,2,[],planet
13,s,s,0.5177392782643437,W,practice,2,[],escape
14,d,d,0.5472913710400462,N,practice,2,[],onstont
15,d,d,0.5719887756276876,N,practice,2,[],menaol
16,s,s,0.5048238900490105,W,practice,2,[],silence
17,d,d,0.500208375742659,N,practice,2,[],mitoun
18,d,d,0.7015296609606594,N,practice,2,[],berst
19,s,s,0.46143757295794785,W,practice,2,[],handle
20,s,s,0.4895041440613568,W,practice,2,[],device
21,d,d,0.48273876891471446,N,practice,2,[],imorgu
22,d,d,0.572028738213703,N,practice,2,[],fruqoant
23,s,s,0.5870609348639846,W,practice,2,[],album
