,stim,S,C,R,RT,block,cond,day,prestim_R
0,trampling,W,j,j,1.2443344183266163,1,multi,1,[]
1,sebocrone,N,k,k,0.839597275480628,1,multi,1,[]
2,chewise,N,k,k,0.7694709599018097,1,multi,1,[]
3,patriarch,W,j,j,1.0769965536892414,1,multi,1,[]
4,colpharent,N,k,k,0.6298862751573324,1,multi,1,[]
5,cornucopia,P,d,d,0.8203053195029497,1,multi,1,[]
6,cavalry,W,j,j,0.815228283405304,1,multi,1,[]
7,pulmonary,W,j,j,0.9541300013661385,1,multi,1,[]
8,parsher,N,k,k,0.7221532985568047,1,multi,1,[]
9,endexing,N,k,k,0.9273154884576797,1,multi,1,[]
10,bicerimal,N,k,k,0.8831440433859825,1,multi,1,[]
11,spleed,N,k,k,0.6385034453123808,1,multi,1,[]
12,precinct,W,j,j,0.7099740598350763,1,multi,1,[]
13,dissection,W,j,j,0.8059194311499596,1,multi,1,[]
14,despondent,W,j,j,0.5826581530272961,1,multi,1,[]
15,phoninet,N,k,k,0.6937474980950356,1,multi,1,[]
16,fable,W,j,j,0.6696005519479513,1,multi,1,[]
17,homicide,W,j,j,0.5373725686222315,1,multi,1,[]
18,alnoo,N,k,k,0.5289903655648232,1,multi,1,[]
19,dakries,N,k,k,0.8555792570114136,1,multi,1,[]
20,daisy,P,d,d,0.6867480557411909,1,multi,1,[]
21,regulate,W,j,j,0.5805215146392584,1,multi,1,[]
22,anscar,N,k,k,0.6595907062292099,1,multi,1,[]
23,diaffodas,N,k,k,0.7992556169629097,1,multi,1,[]
24,bouquet,W,j,j,0.6869977470487356,1,multi,1,[]
25,wrought,W,j,j,1.236812161281705,1,multi,1,[]
26,studdorn,N,k,k,0.6299719102680683,1,multi,1,[]
27,myriad,P,d,j,0.5564013104885817,1,multi,1,[]
28,drucing,N,k,k,0.854188984259963,1,multi,1,[]
29,dispensing,W,j,j,0.6212820261716843,1,multi,1,[]
30,miscleaf,N,k,k,1.1237204875797033,1,multi,1,[]
31,emognance,N,k,k,0.6461167447268963,1,multi,1,[]
32,remiriade,N,k,k,0.7426501363515854,1,multi,1,[]
33,ecocing,N,k,k,0.5099438931792974,1,multi,1,[]
34,tenacity,W,j,j,0.729354053735733,1,multi,1,[]
35,tenure,W,j,j,0.9895042944699526,1,multi,1,[]
36,abdomen,W,j,j,0.8107957541942596,1,multi,1,[]
37,clamp,P,d,d,0.8996100816875696,1,multi,1,[]
38,horrendous,W,j,j,0.6821283344179392,1,multi,1,[]
39,aduncence,N,k,k,0.5919324494898319,1,multi,1,[]
40,tursish,N,k,k,0.7430019862949848,1,multi,1,[]
41,bilinity,N,k,k,0.5902897827327251,1,multi,1,[]
42,procuring,W,j,j,0.7173337638378143,1,multi,1,[]
43,baderaque,N,k,k,0.767334321513772,1,multi,1,[]
44,attosate,N,k,k,0.6039121747016907,1,multi,1,[]
45,initiation,W,j,j,0.6210239231586456,1,multi,1,[]
46,travesty,W,j,j,0.6413975693285465,1,multi,1,[]
47,azalea,P,d,d,0.6739020757377148,1,multi,1,[]
48,glucose,W,j,j,0.725602088496089,1,multi,1,[]
49,phoning,W,j,j,0.7857398893684149,1,multi,1,[]
50,atlintime,N,k,k,1.2724923323839903,1,multi,1,[]
51,cyclical,W,j,j,0.6639309916645288,1,multi,1,[]
52,mamexucate,N,k,k,0.5876387394964695,1,multi,1,[]
53,plaster,W,j,j,0.7866680398583412,1,multi,1,[]
54,intrigue,P,d,d,0.7682910170406103,1,multi,1,[]
55,dellitunt,N,k,k,0.708876445889473,1,multi,1,[]
56,knunties,N,k,k,0.47779544070363045,1,multi,1,[]
57,chameleon,W,j,j,0.6930597219616175,1,multi,1,[]
58,obsolete,W,j,j,0.6609794776886702,1,multi,1,[]
59,grievance,W,j,j,0.6156067550182343,1,multi,1,[]
60,subtlety,W,j,j,0.6759146228432655,1,multi,1,[]
61,descent,W,j,j,0.7697425857186317,1,multi,1,[]
62,elumatize,N,k,k,0.7732478640973568,1,multi,1,[]
63,churple,N,k,k,0.6967858448624611,1,multi,1,[]
64,quintet,W,j,j,0.8807033263146877,1,multi,1,[]
65,debatable,P,d,d,0.7661651913076639,1,multi,1,[]
66,revel,W,j,j,0.617694117128849,1,multi,1,[]
67,clatilup,N,k,k,0.5900040362030268,1,multi,1,[]
68,systinct,N,k,k,0.6290452610701323,1,multi,1,[]
69,bucirious,N,k,k,0.5154554080218077,1,multi,1,[]
70,battalion,W,j,k,0.6628883611410856,1,multi,1,[]
71,cantet,N,k,k,0.9086548183113337,1,multi,1,[]
72,milarclily,N,k,k,0.5743591822683811,1,multi,1,[]
73,protruding,P,d,d,0.7974083293229342,1,multi,1,[]
74,advocating,W,j,j,0.6621768493205309,1,multi,1,[]
75,magjem,N,k,k,0.6088179424405098,1,multi,1,[]
76,debris,W,j,j,0.6691204011440277,1,multi,1,[]
77,wringre,N,k,k,0.6029161177575588,1,multi,1,[]
78,lenient,W,j,j,0.652086777612567,1,multi,1,[]
79,spacious,W,j,j,0.6526192091405392,1,multi,1,[]
80,dozzle,N,k,k,0.7261654697358608,1,multi,1,[]
81,oyster,W,j,j,0.5383307635784149,1,multi,1,[]
82,remiturst,N,k,k,0.6909936927258968,1,multi,1,[]
83,intrigue,P,d,d,0.5869602784514427,1,multi,1,[]
84,taning,N,k,k,0.8979761265218258,1,multi,1,[]
85,ruflex,N,k,k,0.7525064442306757,1,multi,1,[]
86,stalk,W,j,j,0.6408510133624077,1,multi,1,[]
87,detriment,W,j,j,0.7923309914767742,1,multi,1,[]
88,eclipsing,W,j,j,0.5899658761918545,1,multi,1,[]
89,redaration,N,k,k,0.6849776897579432,1,multi,1,[]
90,mynsosiom,N,k,k,0.538820831105113,1,multi,1,[]
91,chisel,W,j,j,0.7555135432630777,1,multi,1,[]
92,ariectic,N,k,k,0.5969388745725155,1,multi,1,[]
93,surpass,W,j,j,0.6220791731029749,1,multi,1,[]
94,neciert,N,k,k,0.6663593854755163,1,multi,1,[]
95,hospice,W,j,j,0.725029993802309,1,multi,1,[]
96,bumbling,W,j,j,0.6502292733639479,1,multi,1,[]
97,anscelymal,N,k,k,0.458757683634758,1,multi,1,[]
98,futility,W,j,j,0.6478492524474859,1,multi,1,[]
99,plundafy,N,k,k,0.4963930118829012,1,multi,1,[]
100,consill,N,k,k,0.5718036871403456,1,multi,1,[]
101,debatable,P,d,d,0.7127765417098999,1,multi,1,[]
102,hygeash,N,k,k,0.5227565206587315,1,multi,1,[]
103,shining,W,j,j,0.5602662526071072,1,multi,1,[]
104,pigment,W,j,j,0.6991063728928566,1,multi,1,[]
105,deter,W,j,j,0.5310119241476059,1,multi,1,[]
106,myriad,P,d,j,0.48372671380639076,1,multi,1,[]
107,reminisce,W,j,j,0.7410387191921473,1,multi,1,[]
108,invart,N,k,k,0.5712778642773628,1,multi,1,[]
109,revive,W,j,j,0.688202628865838,1,multi,1,[]
110,seenfer,N,k,k,0.6140166707336903,1,multi,1,[]
111,strung,W,j,j,0.70633958093822,1,multi,1,[]
112,ploming,N,k,k,0.5483484230935574,1,multi,1,[]
113,thwart,W,j,j,0.7351990900933743,1,multi,1,[]
114,atrienes,N,k,k,0.4304789826273918,1,multi,1,[]
115,benvacutta,N,k,k,0.5732360258698463,1,multi,1,[]
116,enthusiast,W,j,j,0.7621683459728956,1,multi,1,[]
117,daisy,P,d,d,0.5635723192244768,1,multi,1,[]
118,fetingly,N,k,k,0.6943947076797485,1,multi,1,[]
119,rewranime,N,k,k,0.550298472866416,1,multi,1,[]
120,chist,N,k,k,0.7531248107552528,1,multi,1,[]
121,orsial,N,k,k,0.5785321034491062,1,multi,1,[]
122,protruding,P,d,d,0.7754542119801044,1,multi,1,[]
123,entulging,N,k,k,0.5149647407233715,1,multi,1,[]
124,myrille,N,k,k,0.8304071091115475,1,multi,1,[]
125,stain,W,j,j,0.47542594000697136,1,multi,1,[]
126,applaud,W,j,j,0.6245072670280933,1,multi,1,[]
127,tyseritany,N,k,k,0.5408390872180462,1,multi,1,[]
128,snight,N,k,k,0.5884800534695387,1,multi,1,[]
129,swade,N,k,k,0.5144247971475124,1,multi,1,[]
130,ingell,N,k,k,0.46186904795467854,1,multi,1,[]
131,illaxuous,N,k,k,0.5848672054708004,1,multi,1,[]
132,deodorant,W,j,j,0.6729375682771206,1,multi,1,[]
133,pompous,W,j,j,0.525703826919198,1,multi,1,[]
134,ruthless,W,j,j,0.6282814666628838,1,multi,1,[]
135,sociology,W,j,j,0.5387270841747522,1,multi,1,[]
136,secrecy,W,j,j,0.5063665024936199,1,multi,1,[]
137,clamp,P,d,j,0.4217821881175041,1,multi,1,[]
138,dormant,W,j,j,0.5656149126589298,1,multi,1,[]
139,pinnacle,W,j,k,0.4905305467545986,1,multi,1,[]
140,arcane,W,j,j,0.6960256583988667,1,multi,1,[]
141,aerial,W,j,j,0.7119232062250376,1,multi,1,[]
142,uritous,N,k,k,0.6259705536067486,1,multi,1,[]
143,strale,N,k,k,0.8542824275791645,1,multi,1,[]
144,trapeze,W,j,j,0.7504743672907352,1,multi,1,[]
145,enrucking,N,k,k,0.6638853196054697,1,multi,1,[]
146,azalea,P,d,d,0.6825234517455101,1,multi,1,[]
147,charitable,W,j,j,0.9363424964249134,1,multi,1,[]
148,compient,N,k,k,1.276086550205946,1,multi,1,[]
149,inference,W,j,j,1.0356275904923677,1,multi,1,[]
150,mirth,W,j,j,0.7432588879019022,1,multi,1,[]
151,bemiiphy,N,k,k,0.6705560460686684,1,multi,1,[]
152,primate,W,j,j,1.1531782317906618,1,multi,1,[]
153,gimmick,W,j,j,0.6457141153514385,1,multi,1,[]
154,cornucopia,P,d,d,0.8862259592860937,1,multi,1,[]
155,attrition,W,j,j,0.722624134272337,1,multi,1,[]
156,ecoseen,N,k,k,0.5678492058068514,1,multi,1,[]
157,equation,W,j,j,1.052749851718545,1,multi,1,[]
158,revolt,W,j,j,0.6435657572001219,1,multi,1,[]
159,tusein,N,k,k,0.5640858225524426,1,multi,1,[]
160,clite,N,k,k,0.6229105703532696,1,multi,1,[]
161,anagram,W,j,j,0.7253325674682856,1,multi,1,[]
162,reclining,W,j,j,0.5374648123979568,1,multi,1,[]
163,slope,W,j,j,0.5701718349009752,1,multi,1,[]
164,ecintic,N,k,k,0.5649836268275976,1,multi,1,[]
165,intrigue,P,d,d,0.633867496624589,1,multi,1,[]
166,janjon,N,k,k,0.5603723172098398,1,multi,1,[]
167,erplasiant,N,k,k,0.7071409318596125,1,multi,1,[]
168,prechode,N,k,k,0.9091761335730553,1,multi,1,[]
169,oblivion,W,j,j,0.5508609507232904,1,multi,1,[]
170,erpusingly,N,k,k,0.4726003222167492,1,multi,1,[]
171,insmaining,N,k,k,0.7358138505369425,1,multi,1,[]
172,flole,N,k,k,0.5511253643780947,1,multi,1,[]
173,amalor,N,k,k,0.4568070340901613,1,multi,1,[]
174,confidant,W,j,j,0.6619845479726791,1,multi,1,[]
175,plemic,N,k,k,0.6246220450848341,1,multi,1,[]
176,repinchy,N,k,k,0.6689088698476553,1,multi,1,[]
177,astronomy,W,j,j,0.6406316719949245,1,multi,1,[]
178,cough,W,j,j,0.4891480877995491,1,multi,1,[]
179,emmorho,N,k,k,0.48938936553895473,1,multi,1,[]
180,physange,N,k,k,0.6187160164117813,1,multi,1,[]
181,azalea,P,d,d,0.6070367582142353,1,multi,1,[]
182,ladge,N,k,k,0.5292100086808205,1,multi,1,[]
183,evinct,N,k,k,0.5838555246591568,1,multi,1,[]
184,evacuation,W,j,j,0.7108682598918676,1,multi,1,[]
185,certisian,N,k,k,0.7128940243273973,1,multi,1,[]
186,hoseral,N,k,k,0.7229231018573046,1,multi,1,[]
187,realm,W,j,k,0.44389014318585396,1,multi,1,[]
188,arejusity,N,k,k,0.5449419971555471,1,multi,1,[]
189,gumbick,N,k,k,0.6517415381968021,1,multi,1,[]
190,clamp,P,d,d,0.6682971157133579,1,multi,1,[]
