,C,R,RT,S,cond,day,prestim_R,stim
0,d,d,1.6518727513030171,W,practice,1,[],persuade
1,s,s,1.1555599626153708,N,practice,1,[],menaol
2,d,d,0.6653557186946273,W,practice,1,[],seventh
3,d,d,0.5398081503808498,W,practice,1,[],harm
4,s,s,1.0124998316168785,N,practice,1,[],berst
5,d,d,0.5479725068435073,W,practice,1,[],escape
6,s,s,0.5578221967443824,N,practice,1,[],bottir
7,d,d,0.488542047329247,W,practice,1,[],album
8,d,d,0.44978839438408613,W,practice,1,[],silence
9,d,d,0.5237772017717361,W,practice,1,[],bold
10,d,d,0.5054281316697598,W,practice,1,[],delay
11,d,d,0.3726467611268163,W,practice,1,[],planet
12,s,s,0.7549581220373511,N,practice,1,[],fruqoant
13,s,s,0.5565166575834155,N,practice,1,[],imorgu
14,d,d,0.4952350053936243,W,practice,1,[],handle
15,s,s,0.5914744790643454,N,practice,1,[],docint
16,s,s,0.6475727325305343,N,practice,1,[],mitoun
17,s,s,0.5600540842860937,N,practice,1,[],onstont
18,s,s,0.8130154367536306,N,practice,1,[],pluen
19,d,d,0.6518811639398336,W,practice,1,[],desk
20,d,d,0.5562221966683865,W,practice,1,[],device
21,s,s,0.6859967699274421,N,practice,1,[],cemmit
22,s,s,0.5317949298769236,N,practice,1,[],fruod
23,s,s,0.5567456148564816,N,practice,1,[],daluvory
