,C,R,RT,S,cond,day,prestim_R,stim
0,s,s,0.937104825861752,W,practice,2,[],harm
1,d,d,0.6954618589952588,N,practice,2,[],cemmit
2,s,s,0.5271163200959563,W,practice,2,[],seventh
3,s,s,0.43697367142885923,W,practice,2,[],silence
4,d,d,0.5006077000871301,N,practice,2,[],daluvory
5,s,s,0.5580595675855875,W,practice,2,[],persuade
6,s,s,0.520592525601387,W,practice,2,[],device
7,s,s,0.4061761498451233,W,practice,2,[],bold
8,d,d,0.5467444881796837,N,practice,2,[],onstont
9,d,d,0.6114346664398909,N,practice,2,[],berst
10,d,d,0.5357764512300491,N,practice,2,[],docint
11,s,s,0.5437052389606833,W,practice,2,[],escape
12,d,d,0.5360763194039464,N,practice,2,[],menaol
13,s,s,0.5357178589329123,W,practice,2,[],delay
14,s,s,0.5046063475310802,W,practice,2,[],planet
15,d,d,0.4278502156957984,N,practice,2,[],mitoun
16,s,s,0.43569156806916,W,practice,2,[],album
17,d,d,0.5018101781606674,N,practice,2,[],bottir
18,d,d,0.4492956241592765,N,practice,2,[],fruod
19,d,d,0.48297074157744646,N,practice,2,[],fruqoant
20,d,d,0.44316965248435736,N,practice,2,[],imorgu
21,s,s,0.5721606006845832,W,practice,2,[],handle
22,s,s,0.4809660091996193,W,practice,2,[],desk
23,d,d,0.4964011264964938,N,practice,2,[],pluen
