,C,R,RT,S,cond,day,prestim_R,stim
0,s,s,1.0800918955355883,W,practice,2,[],seventh
1,d,d,0.4910924378782511,N,practice,2,[],imorgu
2,s,s,0.7163933347910643,W,practice,2,[],persuade
3,s,s,0.502397894859314,W,practice,2,[],delay
4,s,s,0.497845184057951,W,practice,2,[],silence
5,s,s,0.4292540531605482,W,practice,2,[],harm
6,s,s,0.46802300587296486,W,practice,2,[],album
7,s,s,0.4411231894046068,W,practice,2,[],device
8,s,s,0.45903897285461426,W,practice,2,[],handle
9,d,d,0.4150788113474846,N,practice,2,[],pluen
10,d,d,0.6677140034735203,N,practice,2,[],menaol
11,d,d,0.6953932344913483,N,practice,2,[],mitoun
12,d,d,0.551344646140933,N,practice,2,[],bottir
13,s,s,0.5062045399099588,W,practice,2,[],desk
14,d,d,0.6615552846342325,N,practice,2,[],fruqoant
15,d,d,0.640224065631628,N,practice,2,[],onstont
16,s,s,0.4786400869488716,W,practice,2,[],bold
17,s,s,0.5338630396872759,W,practice,2,[],escape
18,d,d,0.4614748787134886,N,practice,2,[],cemmit
19,d,d,0.6265848632901907,N,practice,2,[],daluvory
20,d,d,0.6569935586303473,N,practice,2,[],fruod
21,d,d,0.5476113129407167,N,practice,2,[],berst
22,s,s,0.6283450126647949,W,practice,2,[],planet
23,d,d,0.5307991560548544,N,practice,2,[],docint
