,C,R,RT,S,cond,day,prestim_R,stim
0,s,s,1.4057722624856979,W,practice,1,[],bold
1,s,s,1.3623372693546116,W,practice,1,[],harm
2,s,s,0.5926187224686146,W,practice,1,[],delay
3,s,s,0.5387811688706279,W,practice,1,[],seventh
4,s,s,0.6205491803120822,W,practice,1,[],device
5,d,d,1.8189480977598578,N,practice,1,[],daluvory
6,s,s,0.4217539436649531,W,practice,1,[],album
7,d,d,2.2855279087089,N,practice,1,[],menaol
8,d,d,0.6950761734042317,N,practice,1,[],pluen
9,d,d,0.6149865856859833,N,practice,1,[],berst
10,s,s,0.5152757274918258,W,practice,1,[],desk
11,d,d,0.8626880676019937,N,practice,1,[],fruqoant
12,d,d,0.5609471164643764,N,practice,1,[],onstont
13,s,s,0.46185131976380944,W,practice,1,[],persuade
14,s,s,0.5858888027723879,W,practice,1,[],escape
15,d,d,0.6968946161214262,N,practice,1,[],docint
16,d,d,0.6167906054761261,N,practice,1,[],bottir
17,d,d,0.517081550322473,N,practice,1,[],fruod
18,s,s,0.38659328408539295,W,practice,1,[],handle
19,d,d,0.619002663064748,N,practice,1,[],mitoun
20,d,s,0.45528755988925695,N,practice,1,[],cemmit
21,s,s,0.7904112918768078,W,practice,1,[],planet
22,s,s,0.5810590535402298,W,practice,1,[],silence
23,d,d,0.5000923944171518,N,practice,1,[],imorgu
