,C,R,RT,S,cond,day,prestim_R,stim
0,d,d,0.44705679453909397,W,practice,2,[],planet
1,d,d,0.48098402470350266,W,practice,2,[],album
2,s,s,0.5361577682197094,N,practice,2,[],docint
3,s,s,0.471804678440094,N,practice,2,[],pluen
4,d,d,0.46298979967832565,W,practice,2,[],desk
5,s,s,0.5070272348821163,N,practice,2,[],onstont
6,s,s,0.5664177667349577,N,practice,2,[],cemmit
7,d,d,0.43538895808160305,W,practice,2,[],escape
8,s,s,0.44317142106592655,N,practice,2,[],berst
9,d,d,0.42117433808743954,W,practice,2,[],handle
10,d,d,0.4199033509939909,W,practice,2,[],bold
11,s,s,0.40959724225103855,N,practice,2,[],menaol
12,d,d,0.45529807545244694,W,practice,2,[],device
13,d,d,0.42738023959100246,W,practice,2,[],persuade
14,d,d,0.42714707367122173,W,practice,2,[],harm
15,d,d,0.4338986277580261,W,practice,2,[],silence
16,s,s,0.4336955100297928,N,practice,2,[],mitoun
17,s,s,0.45761018991470337,N,practice,2,[],bottir
18,s,s,0.40559588745236397,N,practice,2,[],fruqoant
19,s,s,0.411341467872262,N,practice,2,[],daluvory
20,d,d,0.43994798325002193,W,practice,2,[],delay
21,s,s,0.48986320570111275,N,practice,2,[],imorgu
22,d,d,0.4671954717487097,W,practice,2,[],seventh
23,s,s,0.4312112256884575,N,practice,2,[],fruod
