,C,R,RT,S,cond,day,prestim_R,stim
0,j,k,1.3318856740370393,N,practice,2,[],pluen
1,j,j,1.013704688870348,N,practice,2,[],fruqoant
2,k,j,0.6072450273204595,W,practice,2,[],seventh
3,k,k,1.1895826816326007,W,practice,2,[],handle
4,k,k,0.6094465631758794,W,practice,2,[],album
5,k,k,0.50973834854085,W,practice,2,[],desk
6,j,j,1.1792552636470646,N,practice,2,[],daluvory
7,k,k,0.4530110142659396,W,practice,2,[],device
8,k,k,0.5290074218064547,W,practice,2,[],escape
9,k,k,0.4305692894849926,W,practice,2,[],silence
10,j,j,0.7424019667087123,N,practice,2,[],menaol
11,j,j,1.125632073963061,N,practice,2,[],cemmit
12,k,k,0.5760034685954452,W,practice,2,[],planet
13,k,k,0.7168786325491965,W,practice,2,[],delay
14,j,j,0.6389171580085531,N,practice,2,[],onstont
15,j,j,0.5983586582588032,N,practice,2,[],bottir
16,j,j,0.6474904383067042,N,practice,2,[],imorgu
17,j,j,0.5359999350039288,N,practice,2,[],mitoun
18,k,k,0.5606522099114954,W,practice,2,[],bold
19,j,j,0.7015883689746261,N,practice,2,[],fruod
20,j,j,0.6854498817119747,N,practice,2,[],docint
21,j,j,1.1662146111484617,N,practice,2,[],berst
22,k,k,0.7008092530304566,W,practice,2,[],persuade
23,k,k,0.620693716686219,W,practice,2,[],harm
