,C,R,RT,S,cond,day,prestim_R,stim
0,j,j,1.4580867355689406,W,practice,1,[],album
1,k,k,1.6860662903636694,N,practice,1,[],cemmit
2,k,k,0.7797662524972111,N,practice,1,[],imorgu
3,j,j,0.4952953963074833,W,practice,1,[],escape
4,j,j,0.4565918988082558,W,practice,1,[],harm
5,k,k,0.9646257066633552,N,practice,1,[],daluvory
6,j,j,0.5085947844199836,W,practice,1,[],delay
7,j,j,0.5360102376434952,W,practice,1,[],desk
8,j,j,0.480693171499297,W,practice,1,[],planet
9,j,j,0.3828022580128163,W,practice,1,[],bold
10,k,k,0.6472483139950782,N,practice,1,[],fruod
11,j,j,0.6248026289977133,W,practice,1,[],seventh
12,k,k,0.7032122910022736,N,practice,1,[],fruqoant
13,k,k,1.1212464203126729,N,practice,1,[],onstont
14,k,k,0.6334777891170233,N,practice,1,[],docint
15,j,j,0.5198578899726272,W,practice,1,[],silence
16,k,k,0.6773977405391634,N,practice,1,[],pluen
17,j,j,0.4831765531562269,W,practice,1,[],device
18,k,k,0.5954193999059498,N,practice,1,[],mitoun
19,k,j,0.6194918276742101,N,practice,1,[],menaol
20,k,k,0.8999520149081945,N,practice,1,[],berst
21,j,j,0.6184600149281323,W,practice,1,[],persuade
22,j,j,0.5507326500955969,W,practice,1,[],handle
23,k,k,0.6575336907990277,N,practice,1,[],bottir
