C,R,RT,block,cond,count,day,prestim_R,stim
y,n,0.6222893202211708,1,multi,1,2,[],geography
y,y,0.7267416075337678,1,multi,1,2,[],autistic
n,n,0.5708583674859256,1,multi,1,2,[],mantle
n,n,0.5517924167215824,1,multi,1,2,[],obtrusive
n,n,0.6105557112023234,1,multi,1,2,[],mistaking
y,y,0.9108307603746651,1,multi,1,2,[],orchard
n,n,0.5514297508634627,1,multi,1,2,[],cavities
n,n,0.5942348439712077,1,multi,1,2,[],spout
y,y,0.5724141949322075,1,multi,1,2,[],populism
y,y,0.58535598940216,1,multi,1,2,[],parodied
n,n,0.712314295116812,1,multi,1,2,[],glare
y,y,1.2673932402394712,1,multi,1,2,[],resumption
n,n,0.6588786141946912,1,multi,1,2,[],surreal
y,n,0.8444331535138191,1,multi,1,2,[],ruthless
n,n,0.9026646178681405,1,multi,1,2,[],monotonous
y,y,0.6051902386825532,1,multi,1,2,[],patriot
y,y,0.5102886543609202,1,multi,1,2,[],patriot
y,y,0.5696940505877137,1,multi,1,2,[],ruthless
n,n,0.6145967165939511,1,multi,1,2,[],spout
n,n,0.5949397440999746,1,multi,1,2,[],glare
n,n,0.7400082089006901,1,multi,1,2,[],mantle
n,n,0.659310988849029,1,multi,1,2,[],cavities
y,y,0.5749726872891188,1,multi,1,2,[],autistic
y,y,0.4918840357568115,1,multi,1,2,[],resumption
n,n,0.9012037382926792,1,multi,1,2,[],surreal
y,y,0.5077157395426184,1,multi,1,2,[],populism
n,n,0.5830784353893249,1,multi,1,2,[],monotonous
y,y,0.854086616775021,1,multi,1,2,[],geography
y,y,0.5022147560957819,1,multi,1,2,[],orchard
y,y,0.5936994084622711,1,multi,1,2,[],parodied
n,n,0.7707852332387121,1,multi,1,2,[],obtrusive
n,n,0.7353743780404329,1,multi,1,2,[],mistaking
n,n,0.5987719236873089,1,multi,2,2,[],corrosive
n,n,0.5838918047957122,1,multi,2,2,[],strategist
n,n,0.4229129133746028,1,multi,2,2,[],artillery
