,C,R,RT,S,cond,day,prestim_R,stim
0,d,d,1.1821255621034652,W,practice,1,[],handle
1,d,d,0.5668239223305136,W,practice,1,[],harm
2,d,d,0.4667571277823299,W,practice,1,[],escape
3,d,d,0.5027632659766823,W,practice,1,[],delay
4,s,s,1.0661867770832032,N,practice,1,[],onstont
5,d,d,0.7470889782998711,W,practice,1,[],persuade
6,d,d,0.7943957669194788,W,practice,1,[],seventh
7,s,s,1.1541449590586126,N,practice,1,[],berst
8,s,d,0.8237426036503166,N,practice,1,[],fruqoant
9,s,s,1.1107980555389076,N,practice,1,[],menaol
10,d,d,0.8289981121197343,W,practice,1,[],desk
11,s,s,0.8100042454898357,N,practice,1,[],pluen
12,d,d,0.6908152843825519,W,practice,1,[],device
13,d,d,1.522798859514296,W,practice,1,[],bold
14,d,d,0.6151673297863454,W,practice,1,[],silence
15,s,s,0.6984285756479949,N,practice,1,[],fruod
16,s,s,0.755396654130891,N,practice,1,[],bottir
17,d,d,1.4688153427559882,W,practice,1,[],planet
18,d,d,0.8909182250499725,W,practice,1,[],album
19,s,s,1.6633349629119039,N,practice,1,[],imorgu
20,s,s,0.7470255792140961,N,practice,1,[],daluvory
21,s,s,0.6204195332247764,N,practice,1,[],mitoun
22,s,s,0.680717112030834,N,practice,1,[],cemmit
23,s,s,0.6694585273507982,N,practice,1,[],docint
