,C,R,RT,S,cond,day,prestim_R,stim
0,k,k,1.116208005696535,N,practice,1,[],cemmit
1,j,j,0.5804850589483976,W,practice,1,[],device
2,j,j,0.7875444646924734,W,practice,1,[],escape
3,k,k,0.8491866458207369,N,practice,1,[],menaol
4,k,k,0.8253588285297155,N,practice,1,[],fruod
5,j,j,0.45228862948715687,W,practice,1,[],persuade
6,k,k,0.5981724858283997,N,practice,1,[],pluen
7,k,k,1.0793335102498531,N,practice,1,[],onstont
8,k,k,0.6273856125771999,N,practice,1,[],imorgu
9,k,k,1.097803058102727,N,practice,1,[],docint
10,j,j,0.3909583371132612,W,practice,1,[],album
11,k,k,0.5913551393896341,N,practice,1,[],daluvory
12,j,j,0.4944156277924776,W,practice,1,[],seventh
13,j,j,0.3917326480150223,W,practice,1,[],harm
14,j,j,0.6502780690789223,W,practice,1,[],handle
15,j,j,0.4198280293494463,W,practice,1,[],bold
16,k,k,0.6825595889240503,N,practice,1,[],berst
17,j,j,0.49636717699468136,W,practice,1,[],desk
18,j,j,0.9217280484735966,W,practice,1,[],delay
19,j,j,0.3895094748586416,W,practice,1,[],silence
20,k,k,0.6059645563364029,N,practice,1,[],fruqoant
21,j,j,0.4231019429862499,W,practice,1,[],planet
22,k,k,0.5728068668395281,N,practice,1,[],bottir
23,k,k,0.6497402284294367,N,practice,1,[],mitoun
