,C,R,RT,S,cond,day,prestim_R,stim
0,d,d,0.5737749791587703,N,practice,2,[],fruod
1,d,d,0.5888173738785554,N,practice,2,[],berst
2,d,d,0.5158814552414697,N,practice,2,[],mitoun
3,s,s,0.45423446883796714,W,practice,2,[],silence
4,d,d,0.8662779395235702,N,practice,2,[],onstont
5,d,d,0.5646091630333103,N,practice,2,[],pluen
6,d,d,0.5215122500085272,N,practice,2,[],daluvory
7,d,d,0.5190114439756144,N,practice,2,[],bottir
8,s,s,0.5565779190510511,W,practice,2,[],album
9,s,s,0.5353810115775559,W,practice,2,[],planet
10,d,d,0.5841892451862805,N,practice,2,[],menaol
11,s,s,0.5500745614699554,W,practice,2,[],seventh
12,s,s,0.48678100324468687,W,practice,2,[],desk
13,s,s,0.4480610265163705,W,practice,2,[],device
14,d,d,0.7241619685664773,N,practice,2,[],fruqoant
15,s,s,0.5122322555689607,W,practice,2,[],escape
16,d,d,0.4996606199129019,N,practice,2,[],docint
17,s,s,0.5409778533212375,W,practice,2,[],harm
18,s,s,0.6046205568418372,W,practice,2,[],bold
19,s,s,0.49484620027942583,W,practice,2,[],handle
20,s,s,0.5271021809021477,W,practice,2,[],persuade
21,d,d,0.508644952555187,N,practice,2,[],imorgu
22,d,d,0.5760741702688392,N,practice,2,[],cemmit
23,s,s,0.5169919898035005,W,practice,2,[],delay
