C,R,RT,block,cond,count,day,prestim_R,stim
y,y,0.72862483933568,1,single,1,2,[],canoe
n,n,0.4937813375145197,1,single,1,2,[],derision
n,n,0.3831335175782442,1,single,1,2,[],evaluating
n,n,0.39960163831710815,1,single,1,2,[],granite
y,y,0.490165188908577,1,single,1,2,[],canoe
n,n,0.3874623775482178,1,single,1,2,[],posterity
n,n,0.4038887340575457,1,single,1,2,[],bombastic
y,y,0.3504166156053543,1,single,1,2,[],canoe
n,n,0.5226296950131655,1,single,1,2,[],expanse
n,n,0.8161455374211073,1,single,1,2,[],modify
y,y,0.5231107473373413,1,single,1,2,[],canoe
y,y,0.4406018760055304,1,single,1,2,[],canoe
y,y,0.4185131751000881,1,single,1,2,[],canoe
y,y,0.3922434449195862,1,single,1,2,[],canoe
n,n,0.4027307257056236,1,single,1,2,[],accordion
y,y,0.3892967440187931,1,single,1,2,[],canoe
y,y,0.4377465154975653,1,single,1,2,[],canoe
n,n,0.4215340949594975,1,single,1,2,[],accordion
y,y,0.3733616545796393,1,single,1,2,[],canoe
y,y,0.4058075305074453,1,single,1,2,[],canoe
n,n,0.4744665697216988,1,single,1,2,[],modify
n,n,0.4656739365309477,1,single,1,2,[],derision
n,n,0.453714657574892,1,single,1,2,[],granite
n,n,0.5617468915879726,1,single,1,2,[],expanse
y,y,0.4845863748341799,1,single,1,2,[],canoe
y,y,0.6298798099160194,1,single,1,2,[],canoe
n,n,0.4682859163731337,1,single,1,2,[],evaluating
y,y,0.4424407482147217,1,single,1,2,[],canoe
y,y,0.36437161080539227,1,single,1,2,[],canoe
n,n,0.5226958002895117,1,single,1,2,[],posterity
y,y,0.3842143043875694,1,single,1,2,[],canoe
n,n,0.4897087756544352,1,single,1,2,[],bombastic
y,y,0.7019344512373209,2,multi,2,2,[],motive
n,n,0.5748882181942463,2,multi,2,2,[],invasive
n,n,0.5259432699531317,2,multi,2,2,[],filter
n,n,0.5474478583782911,2,multi,2,2,[],concoction
y,y,0.6382908448576927,2,multi,2,2,[],plaster
y,y,0.5727020017802715,2,multi,2,2,[],flurry
n,n,0.4896309543401003,2,multi,2,2,[],ordinate
y,y,0.570910906419158,2,multi,2,2,[],despondent
n,n,0.5518659595400095,2,multi,2,2,[],joking
y,y,0.6587158478796482,2,multi,2,2,[],medication
n,n,0.5733077488839626,2,multi,2,2,[],chandelier
y,y,0.6102594640105963,2,multi,2,2,[],clamour
y,y,0.6145498659461737,2,multi,2,2,[],brutish
n,n,0.8258116357028484,2,multi,2,2,[],convoy
n,n,0.6617767289280891,2,multi,2,2,[],implicit
y,y,0.5684091988950968,2,multi,2,2,[],swirl
n,n,1.0133330263197422,2,multi,2,2,[],invasive
n,n,0.7087394800037146,2,multi,2,2,[],joking
y,y,0.5827511977404356,2,multi,2,2,[],despondent
y,y,0.6628512088209391,2,multi,2,2,[],swirl
y,y,0.5774827692657709,2,multi,2,2,[],brutish
n,n,0.670411616563797,2,multi,2,2,[],convoy
y,y,0.6762536410242319,2,multi,2,2,[],plaster
n,n,0.6420307885855436,2,multi,2,2,[],concoction
y,y,0.5305566769093275,2,multi,2,2,[],medication
n,n,0.5542132258415222,2,multi,2,2,[],implicit
y,y,0.605013869702816,2,multi,2,2,[],clamour
y,y,0.7831807509064674,2,multi,2,2,[],flurry
y,y,0.7488461211323738,2,multi,2,2,[],motive
n,n,0.7881384938955307,2,multi,2,2,[],filter
n,n,0.6028402764350176,2,multi,2,2,[],chandelier
n,n,1.2759906705468893,2,multi,2,2,[],ordinate
