,C,R,RT,S,cond,day,prestim_R,stim
0,k,k,1.7103797420859337,W,practice,2,[],bold
1,j,j,0.6473049242049456,N,practice,2,[],berst
2,j,j,0.5849199872463942,N,practice,2,[],fruqoant
3,j,j,0.49590355157852173,N,practice,2,[],bottir
4,j,j,0.7313212510198355,N,practice,2,[],menaol
5,k,k,0.4794753920286894,W,practice,2,[],planet
6,k,k,0.4946767371147871,W,practice,2,[],silence
7,k,k,0.6629458535462618,W,practice,2,[],harm
8,k,k,0.42663245648145676,W,practice,2,[],device
9,j,j,0.4344440586864948,N,practice,2,[],imorgu
10,k,k,0.5243790280073881,W,practice,2,[],persuade
11,k,k,0.38591676391661167,W,practice,2,[],escape
12,j,k,0.3383419569581747,N,practice,2,[],daluvory
13,j,j,0.680604437366128,N,practice,2,[],cemmit
14,k,k,0.5733401998877525,W,practice,2,[],delay
15,j,j,0.4582544472068548,N,practice,2,[],mitoun
16,j,k,0.535362983122468,N,practice,2,[],pluen
17,j,j,0.5690627191215754,N,practice,2,[],fruod
18,k,k,0.5260150842368603,W,practice,2,[],handle
19,j,j,0.5734075047075748,N,practice,2,[],onstont
20,j,j,0.5695452727377415,N,practice,2,[],docint
21,k,k,0.5104663986712694,W,practice,2,[],seventh
22,k,k,0.4978896528482437,W,practice,2,[],desk
23,k,k,0.4693039059638977,W,practice,2,[],album
