,C,R,RT,S,cond,day,prestim_R,stim
0,k,k,0.5533673665631795,W,practice,2,[],delay
1,k,k,0.5505477566912305,W,practice,2,[],seventh
2,k,k,0.39225628884742036,W,practice,2,[],silence
3,k,k,0.38674446834193077,W,practice,2,[],device
4,k,k,0.41117027030850295,W,practice,2,[],persuade
5,j,j,0.5928118577430723,N,practice,2,[],menaol
6,j,j,0.40202727064024657,N,practice,2,[],fruod
7,j,j,0.49250417652365286,N,practice,2,[],cemmit
8,j,j,0.35778547648806125,N,practice,2,[],docint
9,j,j,0.428112267589313,N,practice,2,[],imorgu
10,k,k,0.38790848887583707,W,practice,2,[],handle
11,j,j,0.4784956672228873,N,practice,2,[],mitoun
12,j,j,0.40561578307824675,N,practice,2,[],fruqoant
13,k,k,0.41821058133791666,W,practice,2,[],harm
14,k,k,0.36686928354902193,W,practice,2,[],bold
15,k,k,0.4051767965138424,W,practice,2,[],escape
16,k,k,0.36287093014107086,W,practice,2,[],desk
17,k,j,0.44011303679144476,W,practice,2,[],planet
18,j,j,0.37313979062309954,N,practice,2,['k'],onstont
19,j,j,0.477545581292361,N,practice,2,[],bottir
20,j,j,0.5556860930519179,N,practice,2,[],daluvory
21,j,j,0.4224688412650721,N,practice,2,[],pluen
22,j,j,0.6702700022869976,N,practice,2,[],berst
23,k,k,0.5309931733208941,W,practice,2,[],album
