,C,R,RT,S,cond,day,prestim_R,stim
0,s,s,1.8986492399126291,W,practice,1,[],silence
1,s,s,0.6592423655092716,W,practice,1,[],planet
2,s,s,0.5738705731928349,W,practice,1,[],device
3,s,s,0.6188069861382246,W,practice,1,[],escape
4,s,s,0.5740229114890099,W,practice,1,[],delay
5,s,s,0.6510140094906092,W,practice,1,[],seventh
6,d,d,0.8034902540966868,N,practice,1,[],bottir
7,s,s,0.6125175589695573,W,practice,1,[],album
8,d,d,0.7116607697680593,N,practice,1,[],pluen
9,s,s,0.76154441293329,W,practice,1,[],bold
10,d,d,0.7240797746926546,N,practice,1,[],fruqoant
11,d,d,0.6082304595038295,N,practice,1,[],menaol
12,d,d,0.7644643755629659,N,practice,1,[],cemmit
13,d,d,0.7738852957263589,N,practice,1,[],docint
14,s,s,0.75348702352494,W,practice,1,[],persuade
15,d,d,0.6427838495001197,N,practice,1,[],mitoun
16,s,s,0.45164769887924194,W,practice,1,[],harm
17,d,d,0.5894366949796677,N,practice,1,[],daluvory
18,d,d,0.5644974270835519,N,practice,1,[],berst
19,d,d,0.5671009952202439,N,practice,1,[],imorgu
20,d,d,0.9481062162667513,N,practice,1,[],onstont
21,d,d,0.5941859157755971,N,practice,1,[],fruod
22,s,s,0.6441221404820681,W,practice,1,[],desk
23,s,s,0.4927131636068225,W,practice,1,[],handle
