,C,R,RT,S,cond,day,prestim_R,stim
0,k,k,1.614864156319527,N,practice,1,[],docint
1,k,k,0.5620834181027021,N,practice,1,[],bottir
2,k,k,0.5728693646669853,N,practice,1,[],cemmit
3,k,k,0.5618033806968015,N,practice,1,[],mitoun
4,j,j,0.5406389239360578,W,practice,1,[],persuade
5,j,j,0.5653359982970869,W,practice,1,[],seventh
6,j,j,0.6091985071543604,W,practice,1,[],delay
7,k,k,0.6412633892905433,N,practice,1,[],daluvory
8,k,k,0.7228813684196211,N,practice,1,[],fruqoant
9,j,j,0.5910062927287072,W,practice,1,[],harm
10,k,k,0.6140321568236686,N,practice,1,[],fruod
11,k,k,0.5623442254436668,N,practice,1,[],pluen
12,j,j,0.5731539090920705,W,practice,1,[],device
13,j,j,0.6020500419544987,W,practice,1,[],album
14,j,j,0.6432152378838509,W,practice,1,[],handle
15,j,j,0.5008231356623583,W,practice,1,[],silence
16,k,k,0.5591823869763175,N,practice,1,[],berst
17,k,k,0.5299932965281187,N,practice,1,[],onstont
18,j,j,0.49657119455514476,W,practice,1,[],escape
19,k,k,0.47598784540605266,N,practice,1,[],imorgu
20,k,k,0.5141507520602318,N,practice,1,[],menaol
21,j,j,0.46957583048788365,W,practice,1,[],bold
22,j,j,0.48475403733027633,W,practice,1,[],planet
23,j,j,0.4450229813955957,W,practice,1,[],desk
