,C,R,RT,S,cond,day,prestim_R,stim
0,s,s,0.5560897223185748,N,practice,2,[],onstont
1,d,d,0.4938845573924482,W,practice,2,[],album
2,d,d,0.4391009733080864,W,practice,2,[],seventh
3,d,d,0.44696694728918374,W,practice,2,[],device
4,s,s,0.6488216212019324,N,practice,2,[],docint
5,s,s,0.6973193970043212,N,practice,2,[],berst
6,d,d,0.5051936041563749,W,practice,2,[],handle
7,d,d,0.5966431018896401,W,practice,2,[],silence
8,d,d,0.7028284934349358,W,practice,2,[],delay
9,s,s,0.62486103316769,N,practice,2,[],mitoun
10,s,s,0.7032404362689704,N,practice,2,[],menaol
11,s,s,1.3111228761263192,N,practice,2,[],pluen
12,d,d,0.525996564887464,W,practice,2,[],escape
13,d,d,0.47549195773899555,W,practice,2,[],harm
14,s,s,0.5466577047482133,N,practice,2,[],fruqoant
15,d,d,1.0763927032239735,W,practice,2,[],planet
16,d,d,0.4612575462087989,W,practice,2,[],desk
17,s,s,0.6104406313970685,N,practice,2,[],cemmit
18,s,s,0.5975913815200329,N,practice,2,[],fruod
19,d,d,0.6035181295592338,W,practice,2,[],bold
20,s,s,0.6137301644776016,N,practice,2,[],bottir
21,s,s,0.6580108602065593,N,practice,2,[],imorgu
22,s,s,0.8206285086926073,N,practice,2,[],daluvory
23,d,d,0.9835451235994697,W,practice,2,[],persuade
