,C,R,RT,S,cond,day,prestim_R,stim
0,s,s,0.7962875214871019,W,practice,1,[],escape
1,d,d,0.844031793254544,N,practice,1,[],mitoun
2,s,s,0.6591635475342628,W,practice,1,[],persuade
3,d,d,1.4308450368698686,N,practice,1,[],menaol
4,s,s,0.8455698956240667,W,practice,1,[],album
5,d,d,1.7017493623279734,N,practice,1,[],docint
6,s,s,0.8456113603897393,W,practice,1,[],seventh
7,s,s,0.8207484269660199,W,practice,1,[],planet
8,d,d,1.5836790483008372,N,practice,1,[],berst
9,s,s,0.647712662408594,W,practice,1,[],handle
10,s,s,0.5762505457241787,W,practice,1,[],silence
11,s,s,0.5811803455726476,W,practice,1,[],delay
12,d,d,1.4772678446461214,N,practice,1,[],fruqoant
13,d,d,2.1313651792734163,N,practice,1,[],daluvory
14,d,d,1.5097233368869638,N,practice,1,[],fruod
15,s,s,0.601106267888099,W,practice,1,[],desk
16,s,s,0.6182411308254814,W,practice,1,[],harm
17,d,d,1.1585555479105096,N,practice,1,[],cemmit
18,s,s,0.6062136450927937,W,practice,1,[],device
19,s,s,0.6393728364346316,W,practice,1,[],bold
20,d,d,1.1417968725436367,N,practice,1,[],imorgu
21,d,d,1.6742957825917983,N,practice,1,[],pluen
22,d,d,2.4619541261490667,N,practice,1,[],onstont
23,d,d,0.953903201414505,N,practice,1,[],bottir
