,C,R,RT,S,cond,day,prestim_R,stim
0,s,s,0.6920928806066513,N,practice,2,[],cemmit
1,s,s,0.5560031216591597,N,practice,2,[],bottir
2,d,d,0.5737611576914787,W,practice,2,[],bold
3,d,d,0.5146588459610939,W,practice,2,[],escape
4,d,d,0.542107317596674,W,practice,2,[],silence
5,d,d,0.4628020506352186,W,practice,2,[],delay
6,s,s,0.6428381502628326,N,practice,2,[],onstont
7,s,s,0.5873886421322823,N,practice,2,[],mitoun
8,s,s,0.6034664548933506,N,practice,2,[],daluvory
9,d,d,0.5725968386977911,W,practice,2,[],desk
10,d,d,0.49752428382635117,W,practice,2,[],seventh
11,s,s,0.8668413180857897,N,practice,2,[],menaol
12,s,s,0.709137000143528,N,practice,2,[],berst
13,d,d,0.5991598274558783,W,practice,2,[],device
14,d,d,0.6163151226937771,W,practice,2,[],harm
15,s,s,0.628576073795557,N,practice,2,[],pluen
16,s,s,0.6030403878539801,N,practice,2,[],docint
17,d,d,0.5251848865300417,W,practice,2,[],album
18,s,s,0.6987452711910009,N,practice,2,[],imorgu
19,d,d,0.5466915778815746,W,practice,2,[],planet
20,d,d,0.5414985660463572,W,practice,2,[],handle
21,s,s,0.6371463593095541,N,practice,2,[],fruqoant
22,s,s,0.7395532093942165,N,practice,2,[],fruod
23,d,d,0.48287640511989594,W,practice,2,[],persuade
