,C,R,RT,S,cond,day,prestim_R,stim
0,k,k,0.5829918757081032,W,practice,2,[],planet
1,j,j,0.5900523029267788,N,practice,2,[],bottir
2,j,j,0.6610411796718836,N,practice,2,[],onstont
3,j,j,0.5277337674051523,N,practice,2,[],fruod
4,k,k,0.5012116432189941,W,practice,2,[],desk
5,k,k,0.5505607202649117,W,practice,2,[],bold
6,j,j,0.6072334367781878,N,practice,2,[],docint
7,j,j,0.5555689428001642,N,practice,2,[],daluvory
8,k,k,0.6532671377062798,W,practice,2,[],silence
9,j,j,0.5429357122629881,N,practice,2,[],mitoun
10,k,k,0.5745369698852301,W,practice,2,[],device
11,k,k,0.7154645845293999,W,practice,2,[],persuade
12,j,j,0.5735003501176834,N,practice,2,[],menaol
13,k,k,0.48237372003495693,W,practice,2,[],album
14,j,j,0.5296474564820528,N,practice,2,[],pluen
15,j,j,0.5991502143442631,N,practice,2,[],imorgu
16,k,k,0.5693115070462227,W,practice,2,[],seventh
17,j,j,0.6942622680217028,N,practice,2,[],cemmit
18,k,k,0.4461389258503914,W,practice,2,[],delay
19,k,k,0.49613160640001297,W,practice,2,[],harm
20,j,j,0.6195421628654003,N,practice,2,[],berst
21,k,k,0.47985218092799187,W,practice,2,[],handle
22,j,j,0.5499597806483507,N,practice,2,[],fruqoant
23,k,k,0.4648239091038704,W,practice,2,[],escape
