,C,R,RT,S,cond,day,prestim_R,stim
0,k,k,0.8154042568057775,W,practice,2,[],album
1,j,j,0.4892278912011534,N,practice,2,[],fruod
2,k,k,0.5305339451879263,W,practice,2,[],silence
3,k,k,0.4272147258743644,W,practice,2,[],delay
4,k,k,0.44194791559129953,W,practice,2,[],desk
5,k,k,0.4038586812093854,W,practice,2,[],harm
6,j,j,0.4554434739984572,N,practice,2,[],bottir
7,k,k,0.5314518774393946,W,practice,2,[],device
8,j,j,0.579054556787014,N,practice,2,[],onstont
9,k,k,0.5231466181576252,W,practice,2,[],escape
10,j,j,0.5846649112645537,N,practice,2,[],cemmit
11,k,k,0.695668320870027,W,practice,2,[],persuade
12,j,j,0.5356082629878074,N,practice,2,[],pluen
13,j,j,0.4322601987514645,N,practice,2,[],mitoun
14,k,k,0.4789942225906998,W,practice,2,[],bold
15,k,k,0.5501831055153161,W,practice,2,[],seventh
16,j,j,0.5199349063914269,N,practice,2,[],docint
17,j,j,0.558508496498689,N,practice,2,[],daluvory
18,j,j,0.5463458178564906,N,practice,2,[],berst
19,j,j,0.6350376126356423,N,practice,2,[],menaol
20,k,k,0.5214258327614516,W,practice,2,[],planet
21,k,k,0.5349228938575834,W,practice,2,[],handle
22,j,j,0.7515942875761539,N,practice,2,[],fruqoant
23,j,j,0.5450252573937178,N,practice,2,[],imorgu
