,C,R,RT,S,cond,day,prestim_R,stim
0,j,j,1.4848554138672512,W,practice,1,[],escape
1,j,j,0.7730247106474621,W,practice,1,[],delay
2,j,j,0.44050845522394866,W,practice,1,[],desk
3,k,k,1.1154558729853647,N,practice,1,[],menaol
4,j,j,0.6186748073987474,W,practice,1,[],bold
5,k,k,0.8389832698339887,N,practice,1,[],fruod
6,k,k,0.9010558513514866,N,practice,1,[],daluvory
7,k,k,0.717686862252549,N,practice,1,[],docint
8,k,k,0.641793264665921,N,practice,1,[],cemmit
9,k,k,0.4433614172565967,N,practice,1,[],fruqoant
10,k,k,0.5882131653906413,N,practice,1,[],pluen
11,j,j,0.5162722497987033,W,practice,1,[],device
12,k,k,0.7377970145307131,N,practice,1,[],onstont
13,k,k,0.5290515366032764,N,practice,1,[],imorgu
14,j,j,0.974631022919823,W,practice,1,[],album
15,j,j,1.2177475571794503,W,practice,1,[],harm
16,k,k,0.5778337319567868,N,practice,1,[],bottir
17,k,k,0.4947468841268119,N,practice,1,[],mitoun
18,j,j,0.4880430994074345,W,practice,1,[],handle
19,j,j,0.48136785933201054,W,practice,1,[],silence
20,k,k,0.6554655481172631,N,practice,1,[],berst
21,j,j,0.6031438169296734,W,practice,1,[],planet
22,j,j,0.6042588608584083,W,practice,1,[],seventh
23,j,j,0.5824537576770012,W,practice,1,[],persuade
