C,R,RT,block,cond,count,day,prestim_R,stim
n,n,0.9491323498077692,1,multi,1,2,[],depress
n,n,0.4809161429293454,1,multi,1,2,[],rhyme
y,y,0.6459963817615062,1,multi,1,2,[],slept
n,n,0.5745447814988438,1,multi,1,2,[],reprieve
y,y,0.7314318233402446,1,multi,1,2,[],obscenity
y,y,0.938768863066798,1,multi,1,2,[],lecturing
y,y,0.7286795245308895,1,multi,1,2,[],equitably
y,y,1.085875028220471,1,multi,1,2,[],juggernaut
n,n,0.7309751100256108,1,multi,1,2,[],anguish
y,y,0.7991326652991121,1,multi,1,2,[],plethora
n,n,0.7498094273614697,1,multi,1,2,[],faint
n,n,0.7571414792910218,1,multi,1,2,[],generosity
n,n,0.5905186310410501,1,multi,1,2,[],cushion
n,n,0.6295853493793402,1,multi,1,2,[],umpiring
y,y,3.12400127761066,1,multi,1,2,[],majorities
y,y,2.4042066303372853,1,multi,1,2,[],epitome
y,y,0.7666765721514821,1,multi,1,2,[],obscenity
y,y,0.7061668620153796,1,multi,1,2,[],majorities
y,y,2.0681903064250946,1,multi,1,2,[],lecturing
y,y,0.669079334998969,1,multi,1,2,[],juggernaut
n,n,0.6428910315153189,1,multi,1,2,[],generosity
n,n,0.7474252034153324,1,multi,1,2,[],depress
n,n,0.6587188529665582,1,multi,1,2,[],anguish
n,n,0.6613578748656437,1,multi,1,2,[],reprieve
y,y,1.3829580421734136,1,multi,1,2,[],equitably
y,y,0.919353137665894,1,multi,1,2,[],slept
n,n,0.7060827306122519,1,multi,1,2,[],rhyme
n,n,0.5332068157149479,1,multi,1,2,[],cushion
n,n,0.6528167344513349,1,multi,1,2,[],umpiring
n,n,0.6442581668088678,1,multi,1,2,[],faint
y,y,0.8448295392445289,1,multi,1,2,[],epitome
y,y,0.9548716139688622,1,multi,1,2,[],plethora
y,y,0.5667031336342916,2,single,2,2,[],ignite
n,n,0.5235788778518327,2,single,2,2,[],eternity
n,n,0.4891072365862783,2,single,2,2,[],temporal
y,y,0.4743827384081669,2,single,2,2,[],ignite
y,y,0.4096216881007422,2,single,2,2,[],ignite
y,y,0.3902888922311831,2,single,2,2,[],ignite
n,n,0.438696299737785,2,single,2,2,[],hostility
n,n,0.40650792472297326,2,single,2,2,[],prototype
y,y,0.47519701020792127,2,single,2,2,[],ignite
y,y,0.4504004805057775,2,single,2,2,[],ignite
n,n,0.46833098618662916,2,single,2,2,[],mutilation
n,n,0.506434700335376,2,single,2,2,[],gradual
n,n,0.5029594723891933,2,single,2,2,[],removable
n,n,0.40129147717379965,2,single,2,2,[],feather
y,y,0.5569282662472688,2,single,2,2,[],ignite
y,y,0.4466674498980865,2,single,2,2,[],ignite
n,n,0.489634860685328,2,single,2,2,[],eternity
y,y,0.6019142298318911,2,single,2,2,[],ignite
y,y,0.48413176540634595,2,single,2,2,[],ignite
y,y,0.41344485952868126,2,single,2,2,[],ignite
y,y,0.39409073028946295,2,single,2,2,[],ignite
n,n,0.5406344168877695,2,single,2,2,[],removable
y,y,0.4933417504944373,2,single,2,2,[],ignite
n,n,0.5325088255340233,2,single,2,2,[],hostility
y,y,0.421245042613009,2,single,2,2,[],ignite
n,n,0.5010572012397461,2,single,2,2,[],temporal
y,y,0.4724813686334528,2,single,2,2,[],ignite
n,n,0.5186253409192432,2,single,2,2,[],gradual
n,n,0.5561407362110913,2,single,2,2,[],prototype
y,y,0.5109817023330834,2,single,2,2,[],ignite
n,n,0.48135032106074505,2,single,2,2,[],feather
n,n,0.47152467438718304,2,single,2,2,[],mutilation
