,C,R,RT,S,cond,day,prestim_R,stim
0,k,k,0.5886385943740606,N,practice,2,[],daluvory
1,k,k,0.5476915407925844,N,practice,2,[],fruod
2,j,j,0.42840672843158245,W,practice,2,[],delay
3,k,k,0.6042020041495562,N,practice,2,[],berst
4,j,j,0.4212874099612236,W,practice,2,[],persuade
5,j,j,0.4840945079922676,W,practice,2,[],device
6,k,k,0.5083318632096052,N,practice,2,[],imorgu
7,j,j,0.5197779424488544,W,practice,2,[],bold
8,j,j,0.4852912761271,W,practice,2,[],harm
9,k,k,0.5725481621921062,N,practice,2,[],pluen
10,j,j,0.45745369605720043,W,practice,2,[],handle
11,k,k,0.6774275731295347,N,practice,2,[],onstont
12,j,j,0.48326641507446766,W,practice,2,[],planet
13,j,j,0.4664764888584614,W,practice,2,[],album
14,j,j,0.4864916503429413,W,practice,2,[],escape
15,k,k,0.34172494150698185,N,practice,2,[],mitoun
16,k,k,0.5667701382189989,N,practice,2,[],menaol
17,j,j,0.4527489487081766,W,practice,2,[],seventh
18,k,k,0.6088289301842451,N,practice,2,[],cemmit
19,k,k,0.5709950365126133,N,practice,2,[],bottir
20,j,j,0.4959450177848339,W,practice,2,[],desk
21,j,j,0.3793334811925888,W,practice,2,[],silence
22,k,k,0.4837889317423105,N,practice,2,[],fruqoant
23,k,k,0.5720343608409166,N,practice,2,[],docint
