,C,R,RT,S,cond,day,prestim_R,stim
0,d,d,2.0560922101140022,W,practice,1,[],desk
1,d,d,1.1108374167233706,W,practice,1,[],persuade
2,d,d,0.7420326806604862,W,practice,1,[],album
3,s,s,1.3173869270831347,N,practice,1,[],mitoun
4,d,d,0.7002860773354769,W,practice,1,[],escape
5,s,s,0.8602123651653528,N,practice,1,[],bottir
6,s,s,0.838483327999711,N,practice,1,[],berst
7,s,s,1.3955026362091303,N,practice,1,[],fruqoant
8,s,s,0.8779767118394375,N,practice,1,[],onstont
9,d,d,0.6664802748709917,W,practice,1,[],planet
10,d,d,0.7421417515724897,W,practice,1,[],silence
11,s,s,0.6214215978980064,N,practice,1,[],imorgu
12,s,s,1.066771188750863,N,practice,1,[],cemmit
13,s,s,0.683695062994957,N,practice,1,[],menaol
14,d,d,0.8255264908075333,W,practice,1,[],device
15,d,d,0.7003885377198458,W,practice,1,[],handle
16,s,s,0.6603140439838171,N,practice,1,[],fruod
17,d,d,0.6079783011227846,W,practice,1,[],delay
18,d,d,0.65927922911942,W,practice,1,[],harm
19,d,d,0.6288681291043758,W,practice,1,[],seventh
20,d,d,0.47523637115955353,W,practice,1,[],bold
21,s,s,0.6174298636615276,N,practice,1,[],docint
22,s,s,0.7417054697871208,N,practice,1,[],daluvory
23,s,s,0.8370221443474293,N,practice,1,[],pluen
