,C,R,RT,S,cond,day,prestim_R,stim
0,j,j,0.853456312790513,W,practice,1,[],desk
1,j,j,0.5006422530859709,W,practice,1,[],device
2,k,k,0.8160761278122663,N,practice,1,[],cemmit
3,j,j,0.6989333629608154,W,practice,1,[],persuade
4,k,k,0.5948919616639614,N,practice,1,[],berst
5,j,j,0.5160413049161434,W,practice,1,[],delay
6,j,j,0.48749942518770695,W,practice,1,[],silence
7,j,j,0.4946617130190134,W,practice,1,[],bold
8,j,j,0.43997269310057163,W,practice,1,[],album
9,k,k,0.4979052785784006,N,practice,1,[],fruod
10,k,k,0.5813374910503626,N,practice,1,[],daluvory
11,k,k,0.4443592429161072,N,practice,1,[],fruqoant
12,k,k,0.45429306104779243,N,practice,1,[],onstont
13,j,j,0.6183396838605404,W,practice,1,[],handle
14,k,k,0.4946379754692316,N,practice,1,[],bottir
15,k,k,0.5279525090008974,N,practice,1,[],menaol
16,k,k,0.48549229092895985,N,practice,1,[],docint
17,k,k,0.4788029417395592,N,practice,1,[],pluen
18,j,j,0.46097669936716557,W,practice,1,[],planet
19,k,k,0.3700243402272463,N,practice,1,[],imorgu
20,j,j,0.46330293267965317,W,practice,1,[],escape
21,j,j,0.4433313384652138,W,practice,1,[],harm
22,k,k,0.41432883962988853,N,practice,1,[],mitoun
23,j,j,0.5309842433780432,W,practice,1,[],seventh
