,C,R,RT,S,cond,day,prestim_R,stim
0,j,k,5.117246868088841,N,practice,1,[],menaol
1,k,k,1.3135331831872463,W,practice,1,[],album
2,k,k,0.7594157420098782,W,practice,1,[],bold
3,j,j,1.409866463392973,N,practice,1,[],berst
4,k,k,0.6304502561688423,W,practice,1,[],planet
5,j,k,1.9168768711388111,N,practice,1,[],onstont
6,j,j,0.8027269430458546,N,practice,1,[],bottir
7,k,k,0.7395360674709082,W,practice,1,[],delay
8,j,j,2.8108077738434076,N,practice,1,[],pluen
9,j,k,2.8445952869951725,N,practice,1,[],docint
10,k,k,0.8217058088630438,W,practice,1,[],desk
11,k,k,0.5126442145556211,W,practice,1,[],device
12,k,k,0.7320946361869574,W,practice,1,[],seventh
13,k,k,0.5953154377639294,W,practice,1,[],handle
14,j,j,0.780509615316987,N,practice,1,[],fruod
15,k,k,0.6271649207919836,W,practice,1,[],persuade
16,k,k,0.5125621855258942,W,practice,1,[],harm
17,j,j,0.9570737015455961,N,practice,1,[],daluvory
18,j,j,1.349058011546731,N,practice,1,[],mitoun
19,k,k,0.49615684151649475,W,practice,1,[],silence
20,k,k,0.5374879464507103,W,practice,1,[],escape
21,j,k,2.9531138129532337,N,practice,1,[],cemmit
22,j,j,0.8441800363361835,N,practice,1,[],imorgu
23,j,j,1.5883670765906572,N,practice,1,[],fruqoant
