,C,R,RT,S,cond,day,prestim_R,stim
0,k,k,1.5640087483916432,W,practice,1,[],harm
1,k,k,0.5448685763403773,W,practice,1,[],silence
2,k,k,0.4186133297625929,W,practice,1,[],bold
3,k,k,0.40831024979706854,W,practice,1,[],desk
4,k,k,0.5579912569373846,W,practice,1,[],seventh
5,j,j,0.801836526254192,N,practice,1,[],docint
6,j,j,0.8986175725003704,N,practice,1,[],berst
7,j,j,1.1131130355643108,N,practice,1,[],onstont
8,k,k,0.5773751093074679,W,practice,1,[],handle
9,j,j,0.8143104943446815,N,practice,1,[],fruod
10,j,j,0.8011721894145012,N,practice,1,[],daluvory
11,j,j,0.6259540263563395,N,practice,1,[],imorgu
12,k,k,0.6083405370591208,W,practice,1,[],escape
13,j,j,1.2835828877286986,N,practice,1,[],cemmit
14,k,k,0.7801132227759808,W,practice,1,[],persuade
15,j,j,1.2107810660963878,N,practice,1,[],fruqoant
16,j,j,0.8407631791196764,N,practice,1,[],pluen
17,k,k,0.5897595377173275,W,practice,1,[],planet
18,j,j,0.8447744394652545,N,practice,1,[],mitoun
19,k,k,0.6209379979409277,W,practice,1,[],album
20,j,j,1.083347981213592,N,practice,1,[],menaol
21,k,k,0.614326178911142,W,practice,1,[],delay
22,j,k,0.9946098877117038,N,practice,1,[],bottir
23,k,k,0.7720486363396049,W,practice,1,[],device
