,stim,S,C,R,RT,block,cond,day,prestim_R
0,ignite,W,j,-1,-1,1,multi,2,-1
1,vacation,W,j,-1,-1,1,multi,2,-1
2,mandate,P,d,-1,-1,1,multi,2,-1
3,inteblent,N,k,-1,-1,1,multi,2,-1
4,arcane,W,j,-1,-1,1,multi,2,-1
5,mageing,N,k,-1,-1,1,multi,2,-1
6,tenacity,W,j,-1,-1,1,multi,2,-1
7,shalloan,N,k,-1,-1,1,multi,2,-1
8,cibgring,N,k,-1,-1,1,multi,2,-1
9,pendulum,W,j,-1,-1,1,multi,2,-1
10,shrug,W,j,-1,-1,1,multi,2,-1
11,spusal,N,k,-1,-1,1,multi,2,-1
12,extinseard,N,k,-1,-1,1,multi,2,-1
13,beware,W,j,-1,-1,1,multi,2,-1
14,imbravetu,N,k,-1,-1,1,multi,2,-1
15,crant,N,k,-1,-1,1,multi,2,-1
16,libel,P,d,-1,-1,1,multi,2,-1
17,bembling,N,k,-1,-1,1,multi,2,-1
18,crage,N,k,-1,-1,1,multi,2,-1
19,fossil,W,j,-1,-1,1,multi,2,-1
20,vilified,W,j,-1,-1,1,multi,2,-1
21,pancake,W,j,-1,-1,1,multi,2,-1
22,altitude,W,j,-1,-1,1,multi,2,-1
23,plepsily,N,k,-1,-1,1,multi,2,-1
24,fursing,N,k,-1,-1,1,multi,2,-1
25,coppage,N,k,-1,-1,1,multi,2,-1
26,citrus,W,j,-1,-1,1,multi,2,-1
27,capsicum,P,d,-1,-1,1,multi,2,-1
28,conumpham,N,k,-1,-1,1,multi,2,-1
29,espousing,W,j,-1,-1,1,multi,2,-1
30,papmarine,N,k,-1,-1,1,multi,2,-1
31,epopma,N,k,-1,-1,1,multi,2,-1
32,medieval,P,d,-1,-1,1,multi,2,-1
33,despicable,W,j,-1,-1,1,multi,2,-1
34,stellar,W,j,-1,-1,1,multi,2,-1
35,rulding,N,k,-1,-1,1,multi,2,-1
36,revank,N,k,-1,-1,1,multi,2,-1
37,languish,W,j,-1,-1,1,multi,2,-1
38,melodic,W,j,-1,-1,1,multi,2,-1
39,terrentous,N,k,-1,-1,1,multi,2,-1
40,balloas,N,k,-1,-1,1,multi,2,-1
41,mischief,W,j,-1,-1,1,multi,2,-1
42,moddle,N,k,-1,-1,1,multi,2,-1
43,rendidnous,N,k,-1,-1,1,multi,2,-1
44,staunch,W,j,-1,-1,1,multi,2,-1
45,oblivion,P,d,-1,-1,1,multi,2,-1
46,seviant,N,k,-1,-1,1,multi,2,-1
47,fivish,N,k,-1,-1,1,multi,2,-1
48,steeple,W,j,-1,-1,1,multi,2,-1
49,fulebram,N,k,-1,-1,1,multi,2,-1
50,quandies,N,k,-1,-1,1,multi,2,-1
51,derivative,W,j,-1,-1,1,multi,2,-1
52,adspedate,N,k,-1,-1,1,multi,2,-1
53,deseave,N,k,-1,-1,1,multi,2,-1
54,saloon,W,j,-1,-1,1,multi,2,-1
55,diaffodas,N,k,-1,-1,1,multi,2,-1
56,scenic,W,j,-1,-1,1,multi,2,-1
57,adquocing,N,k,-1,-1,1,multi,2,-1
58,fictitious,W,j,-1,-1,1,multi,2,-1
59,attic,W,j,-1,-1,1,multi,2,-1
60,instigate,P,d,-1,-1,1,multi,2,-1
61,pogari,N,k,-1,-1,1,multi,2,-1
62,maxculent,N,k,-1,-1,1,multi,2,-1
63,assuring,W,j,-1,-1,1,multi,2,-1
64,geography,P,d,-1,-1,1,multi,2,-1
65,parrot,W,j,-1,-1,1,multi,2,-1
66,fliset,N,k,-1,-1,1,multi,2,-1
67,infarfible,N,k,-1,-1,1,multi,2,-1
68,detriment,W,j,-1,-1,1,multi,2,-1
69,curtiff,N,k,-1,-1,1,multi,2,-1
70,repeal,W,j,-1,-1,1,multi,2,-1
71,pafoncaise,N,k,-1,-1,1,multi,2,-1
72,twenties,W,j,-1,-1,1,multi,2,-1
73,lansvastre,N,k,-1,-1,1,multi,2,-1
74,comsticant,N,k,-1,-1,1,multi,2,-1
75,tesibinary,N,k,-1,-1,1,multi,2,-1
76,strell,N,k,-1,-1,1,multi,2,-1
77,descent,P,d,-1,-1,1,multi,2,-1
78,volley,W,j,-1,-1,1,multi,2,-1
79,altruism,W,j,-1,-1,1,multi,2,-1
80,swantet,N,k,-1,-1,1,multi,2,-1
81,vatidy,N,k,-1,-1,1,multi,2,-1
82,exploling,N,k,-1,-1,1,multi,2,-1
83,medieval,P,d,-1,-1,1,multi,2,-1
84,constegent,N,k,-1,-1,1,multi,2,-1
85,bensanfy,N,k,-1,-1,1,multi,2,-1
86,fisel,N,k,-1,-1,1,multi,2,-1
87,ilcanulate,N,k,-1,-1,1,multi,2,-1
88,brilleight,N,k,-1,-1,1,multi,2,-1
89,tragedies,W,j,-1,-1,1,multi,2,-1
90,sprave,N,k,-1,-1,1,multi,2,-1
91,surkeena,N,k,-1,-1,1,multi,2,-1
92,wallet,W,j,-1,-1,1,multi,2,-1
93,dylurality,N,k,-1,-1,1,multi,2,-1
94,sulsceny,N,k,-1,-1,1,multi,2,-1
95,echlinest,N,k,-1,-1,1,multi,2,-1
96,plung,N,k,-1,-1,1,multi,2,-1
97,tound,N,k,-1,-1,1,multi,2,-1
98,hyling,N,k,-1,-1,1,multi,2,-1
99,rhinoceros,W,j,-1,-1,1,multi,2,-1
100,setymer,N,k,-1,-1,1,multi,2,-1
101,libel,P,d,-1,-1,1,multi,2,-1
102,believable,W,j,-1,-1,1,multi,2,-1
103,attrition,W,j,-1,-1,1,multi,2,-1
104,stacaring,N,k,-1,-1,1,multi,2,-1
105,chist,N,k,-1,-1,1,multi,2,-1
106,clamour,W,j,-1,-1,1,multi,2,-1
107,musel,N,k,-1,-1,1,multi,2,-1
108,acoustic,W,j,-1,-1,1,multi,2,-1
109,oblivion,P,d,-1,-1,1,multi,2,-1
110,dysotty,N,k,-1,-1,1,multi,2,-1
111,shudder,W,j,-1,-1,1,multi,2,-1
112,acant,N,k,-1,-1,1,multi,2,-1
113,geography,P,d,-1,-1,1,multi,2,-1
114,briging,N,k,-1,-1,1,multi,2,-1
115,saupour,N,k,-1,-1,1,multi,2,-1
116,illuminate,W,j,-1,-1,1,multi,2,-1
117,leggaring,N,k,-1,-1,1,multi,2,-1
118,tetturn,N,k,-1,-1,1,multi,2,-1
119,tynic,N,k,-1,-1,1,multi,2,-1
120,walfing,N,k,-1,-1,1,multi,2,-1
121,nimble,W,j,-1,-1,1,multi,2,-1
122,grimbling,N,k,-1,-1,1,multi,2,-1
123,umbter,N,k,-1,-1,1,multi,2,-1
124,edquitic,N,k,-1,-1,1,multi,2,-1
125,clinch,W,j,-1,-1,1,multi,2,-1
126,capsicum,P,d,-1,-1,1,multi,2,-1
127,altinime,N,k,-1,-1,1,multi,2,-1
128,pedisating,N,k,-1,-1,1,multi,2,-1
129,mosquito,W,j,-1,-1,1,multi,2,-1
130,navigation,W,j,-1,-1,1,multi,2,-1
131,pewrery,N,k,-1,-1,1,multi,2,-1
132,benvacutta,N,k,-1,-1,1,multi,2,-1
133,descent,P,d,-1,-1,1,multi,2,-1
134,matrix,W,j,-1,-1,1,multi,2,-1
135,aerial,W,j,-1,-1,1,multi,2,-1
136,relet,N,k,-1,-1,1,multi,2,-1
137,ascertain,W,j,-1,-1,1,multi,2,-1
138,centurion,W,j,-1,-1,1,multi,2,-1
139,edexit,N,k,-1,-1,1,multi,2,-1
140,blenonic,N,k,-1,-1,1,multi,2,-1
141,lendin,N,k,-1,-1,1,multi,2,-1
142,quantum,W,j,-1,-1,1,multi,2,-1
143,abolish,W,j,-1,-1,1,multi,2,-1
144,grumbling,W,j,-1,-1,1,multi,2,-1
145,ferridied,N,k,-1,-1,1,multi,2,-1
146,revolt,W,j,-1,-1,1,multi,2,-1
147,mandate,P,d,-1,-1,1,multi,2,-1
148,accusation,W,j,-1,-1,1,multi,2,-1
149,goblet,W,j,-1,-1,1,multi,2,-1
150,notify,W,j,-1,-1,1,multi,2,-1
151,snooker,W,j,-1,-1,1,multi,2,-1
152,slelf,N,k,-1,-1,1,multi,2,-1
153,dictum,W,j,-1,-1,1,multi,2,-1
154,shrundour,N,k,-1,-1,1,multi,2,-1
155,bepidity,N,k,-1,-1,1,multi,2,-1
156,tyranny,W,j,-1,-1,1,multi,2,-1
157,lalligra,N,k,-1,-1,1,multi,2,-1
158,emptiness,W,j,-1,-1,1,multi,2,-1
159,interdilk,N,k,-1,-1,1,multi,2,-1
160,brittle,W,j,-1,-1,1,multi,2,-1
161,instigate,P,d,-1,-1,1,multi,2,-1
162,edotnably,N,k,-1,-1,1,multi,2,-1
163,distrength,N,k,-1,-1,1,multi,2,-1
164,nemesis,W,j,-1,-1,1,multi,2,-1
165,oblivion,P,d,-1,-1,1,multi,2,-1
166,insult,W,j,-1,-1,1,multi,2,-1
167,trimulite,N,k,-1,-1,1,multi,2,-1
168,catalyst,W,j,-1,-1,1,multi,2,-1
169,locinlate,N,k,-1,-1,1,multi,2,-1
170,ingell,N,k,-1,-1,1,multi,2,-1
171,anagram,W,j,-1,-1,1,multi,2,-1
172,libel,P,d,-1,-1,1,multi,2,-1
173,provoking,W,j,-1,-1,1,multi,2,-1
174,raffle,W,j,-1,-1,1,multi,2,-1
175,substrift,N,k,-1,-1,1,multi,2,-1
176,disduch,N,k,-1,-1,1,multi,2,-1
177,adoring,W,j,-1,-1,1,multi,2,-1
178,caerfoon,N,k,-1,-1,1,multi,2,-1
179,repinchy,N,k,-1,-1,1,multi,2,-1
180,enmubating,N,k,-1,-1,1,multi,2,-1
181,epmactic,N,k,-1,-1,1,multi,2,-1
182,bimolity,N,k,-1,-1,1,multi,2,-1
183,sobnonary,N,k,-1,-1,1,multi,2,-1
184,confining,W,j,-1,-1,1,multi,2,-1
185,militant,W,j,-1,-1,1,multi,2,-1
186,slavel,N,k,-1,-1,1,multi,2,-1
187,stetch,N,k,-1,-1,1,multi,2,-1
188,crave,W,j,-1,-1,1,multi,2,-1
189,quandary,W,j,-1,-1,1,multi,2,-1
190,fencing,W,j,-1,-1,1,multi,2,-1
191,geography,P,d,-1,-1,1,multi,2,-1
192,ensuing,W,j,-1,-1,1,multi,2,-1
193,cornucopia,W,j,-1,-1,1,multi,2,-1
194,gauging,W,j,-1,-1,1,multi,2,-1
195,roodow,N,k,-1,-1,1,multi,2,-1
196,tantert,N,k,-1,-1,1,multi,2,-1
197,canon,W,j,-1,-1,1,multi,2,-1
198,rerivetion,N,k,-1,-1,1,multi,2,-1
199,dinter,N,k,-1,-1,1,multi,2,-1
200,forbid,W,j,-1,-1,1,multi,2,-1
201,instigate,P,d,-1,-1,1,multi,2,-1
202,stiargenar,N,k,-1,-1,1,multi,2,-1
203,omamiette,N,k,-1,-1,1,multi,2,-1
204,olvedious,N,k,-1,-1,1,multi,2,-1
205,clatilup,N,k,-1,-1,1,multi,2,-1
206,archetypal,W,j,-1,-1,1,multi,2,-1
207,preserving,W,j,-1,-1,1,multi,2,-1
208,mandate,P,d,-1,-1,1,multi,2,-1
209,plang,N,k,-1,-1,1,multi,2,-1
210,staught,N,k,-1,-1,1,multi,2,-1
211,dellitunt,N,k,-1,-1,1,multi,2,-1
212,atlemen,N,k,-1,-1,1,multi,2,-1
213,wombat,W,j,-1,-1,1,multi,2,-1
214,hospitable,W,j,-1,-1,1,multi,2,-1
215,introrth,N,k,-1,-1,1,multi,2,-1
216,renade,N,k,-1,-1,1,multi,2,-1
217,lurge,N,k,-1,-1,1,multi,2,-1
218,hevidity,N,k,-1,-1,1,multi,2,-1
219,agile,W,j,-1,-1,1,multi,2,-1
220,sanghies,N,k,-1,-1,1,multi,2,-1
221,capsicum,P,d,-1,-1,1,multi,2,-1
222,populism,W,j,-1,-1,1,multi,2,-1
223,whistling,W,j,-1,-1,1,multi,2,-1
224,collide,W,j,-1,-1,1,multi,2,-1
225,descent,P,d,-1,-1,1,multi,2,-1
226,fundennies,N,k,-1,-1,1,multi,2,-1
227,bluff,W,j,-1,-1,1,multi,2,-1
228,primitive,W,j,-1,-1,1,multi,2,-1
229,flare,W,j,-1,-1,1,multi,2,-1
230,interrore,N,k,-1,-1,1,multi,2,-1
231,statistic,W,j,-1,-1,1,multi,2,-1
232,orclack,N,k,-1,-1,1,multi,2,-1
233,supremacy,W,j,-1,-1,1,multi,2,-1
234,burtasion,N,k,-1,-1,1,multi,2,-1
235,jusar,N,k,-1,-1,1,multi,2,-1
236,sebocrone,N,k,-1,-1,1,multi,2,-1
237,swivel,W,j,-1,-1,1,multi,2,-1
238,illaxuous,N,k,-1,-1,1,multi,2,-1
239,spetter,N,k,-1,-1,1,multi,2,-1
240,medieval,P,d,-1,-1,1,multi,2,-1
241,divulge,W,j,-1,-1,1,multi,2,-1
242,beath,N,k,-1,-1,1,multi,2,-1
243,feminine,W,j,-1,-1,1,multi,2,-1
244,behold,W,j,-1,-1,1,multi,2,-1
245,marmefen,N,k,-1,-1,1,multi,2,-1
246,goozing,N,k,-1,-1,1,multi,2,-1
247,subterpose,N,k,-1,-1,1,multi,2,-1
248,calcium,W,j,-1,-1,1,multi,2,-1
249,geography,P,d,-1,-1,1,multi,2,-1
250,immunology,W,j,-1,-1,1,multi,2,-1
251,corseal,N,k,-1,-1,1,multi,2,-1
252,emexole,N,k,-1,-1,1,multi,2,-1
253,spadment,N,k,-1,-1,1,multi,2,-1
254,aggregate,W,j,-1,-1,1,multi,2,-1
255,alnoo,N,k,-1,-1,1,multi,2,-1
256,urnard,N,k,-1,-1,1,multi,2,-1
