C,R,RT,block,cond,count,day,prestim_R,stim
y,y,0.4390141230542213,1,single,1,1,[],turbulence
y,y,0.4468308412469924,1,single,1,1,[],turbulence
n,n,0.6327794976532459,1,single,1,1,[],expel
n,n,0.4711397385690361,1,single,1,1,[],carving
y,y,0.39832542254589504,1,single,1,1,[],turbulence
n,n,0.5368500503245741,1,single,1,1,[],iridium
y,y,0.5594048057682812,1,single,1,1,[],turbulence
n,n,0.5152682156767696,1,single,1,1,[],singular
n,n,0.4717316636815667,1,single,1,1,[],bungalow
y,y,0.4378480003215373,1,single,1,1,[],turbulence
n,n,0.4915428305976093,1,single,1,1,[],mundane
n,n,0.6128406310454011,1,single,1,1,[],litany
n,n,0.5910247308202088,1,single,1,1,[],malaria
y,y,0.7660317842382938,1,single,1,1,[],turbulence
y,y,0.5434171152301133,1,single,1,1,[],turbulence
y,y,0.4881370069924742,1,single,1,1,[],turbulence
n,n,0.3923626020550728,1,single,1,1,[],carving
n,n,0.411916566779837,1,single,1,1,[],malaria
n,n,0.4245813630986959,1,single,1,1,[],expel
y,y,0.4803455281071365,1,single,1,1,[],turbulence
y,y,0.4144852817989886,1,single,1,1,[],turbulence
y,y,0.4361680743750185,1,single,1,1,[],turbulence
y,y,0.4140802489127964,1,single,1,1,[],turbulence
n,n,0.4907114310190082,1,single,1,1,[],mundane
y,y,0.5960056164767593,1,single,1,1,[],turbulence
n,n,0.4301830190233886,1,single,1,1,[],litany
y,y,0.4699345547705889,1,single,1,1,[],turbulence
n,n,0.5161194463726133,1,single,1,1,[],bungalow
y,y,0.5275433028582484,1,single,1,1,[],turbulence
n,n,0.4770061082672328,1,single,1,1,[],iridium
y,y,0.5482189210597426,1,single,1,1,[],turbulence
n,n,0.444898821413517,1,single,1,1,[],singular
n,n,0.5196406501345336,2,multi,2,1,[],infect
y,n,0.8302036912646145,2,multi,2,1,[],crippling
y,y,0.5893204666208476,2,multi,2,1,[],epiphany
y,y,0.6682905049528927,2,multi,2,1,[],mound
n,n,0.5519850077107549,2,multi,2,1,[],condoning
n,n,0.5606935201212764,2,multi,2,1,[],terrified
n,n,0.5575232645496726,2,multi,2,1,[],mercenary
n,n,0.6393002902623266,2,multi,2,1,[],apron
n,n,0.7587438924238086,2,multi,2,1,[],stubble
n,n,0.5041255988180637,2,multi,2,1,[],potency
y,y,1.1624849804211408,2,multi,2,1,[],daisy
y,y,0.6101087608840317,2,multi,2,1,[],furnish
y,y,0.8143980856984854,2,multi,2,1,[],anonymity
y,y,0.6892870245501399,2,multi,2,1,[],carton
y,y,0.5751031436957419,2,multi,2,1,[],bridging
n,n,0.5400097891688347,2,multi,2,1,[],larvae
n,n,0.4596122198272497,2,multi,2,1,[],larvae
n,n,0.8167378429789096,2,multi,2,1,[],condoning
y,y,0.6505799216683954,2,multi,2,1,[],furnish
n,n,0.6440786593593657,2,multi,2,1,[],mercenary
n,n,0.5166038032621145,2,multi,2,1,[],stubble
y,y,0.6581394376698881,2,multi,2,1,[],daisy
n,n,0.5578234337735921,2,multi,2,1,[],terrified
y,y,0.6645899205468595,2,multi,2,1,[],anonymity
y,y,0.7151905142236501,2,multi,2,1,[],mound
y,y,0.7171964498702437,2,multi,2,1,[],epiphany
n,n,0.6482614977285266,2,multi,2,1,[],potency
y,y,0.7127960715442896,2,multi,2,1,[],carton
y,y,0.6347956489771605,2,multi,2,1,[],bridging
n,n,0.6012052439618856,2,multi,2,1,[],apron
y,y,0.6753930067643523,2,multi,2,1,[],crippling
n,n,0.6480938354507089,2,multi,2,1,[],infect
y,y,0.6133189790416509,2,multi,3,1,[],epiphany
y,y,0.5456228631082922,2,multi,3,1,[],anonymity
n,n,0.6204010487999767,2,multi,3,1,[],theology
y,y,0.5457373419776559,2,multi,3,1,[],daisy
n,n,0.5043281151447445,2,multi,3,1,[],tedious
n,n,0.627691344358027,2,multi,3,1,[],eradicate
y,y,0.6421033719088882,2,multi,3,1,[],furnish
y,y,0.667725021019578,2,multi,3,1,[],carton
y,y,0.6863319054245949,2,multi,3,1,[],mound
n,n,0.6360780536197126,2,multi,3,1,[],noxious
n,n,0.7145066452212632,2,multi,3,1,[],prototype
n,n,0.540531404549256,2,multi,3,1,[],liqueur
n,n,0.7092051585204899,2,multi,3,1,[],proximity
y,y,0.759193996200338,2,multi,3,1,[],crippling
n,n,0.6165925958193839,2,multi,3,1,[],automation
y,y,0.5488757477141917,2,multi,3,1,[],bridging
y,y,0.5596704208292067,2,multi,3,1,[],mound
y,y,0.49953892920166254,2,multi,3,1,[],carton
y,y,0.6368003827519715,2,multi,3,1,[],epiphany
y,y,0.5712637424003333,2,multi,3,1,[],anonymity
y,y,0.6321184642147273,2,multi,3,1,[],crippling
y,y,0.5025165837723762,2,multi,3,1,[],furnish
n,n,0.9459253759123385,2,multi,3,1,[],proximity
n,n,0.5838101536501199,2,multi,3,1,[],prototype
y,y,0.6147735526319593,2,multi,3,1,[],bridging
n,n,0.6911156829446554,2,multi,3,1,[],eradicate
n,n,0.6590528653468937,2,multi,3,1,[],automation
n,n,0.8946763686835766,2,multi,3,1,[],tedious
n,n,0.5811732320580631,2,multi,3,1,[],theology
y,y,0.8681941742543131,2,multi,3,1,[],daisy
n,n,0.5504420960787684,2,multi,3,1,[],liqueur
n,n,0.6572599629871547,2,multi,3,1,[],noxious
