C,R,RT,block,cond,count,day,prestim_R,stim
n,n,1.2168585716281086,1,multi,1,1,[],burrow
n,n,0.7279205124359578,1,multi,1,1,[],friction
y,y,0.5880206350702792,1,multi,1,1,[],polymer
y,y,0.6990273497067392,1,multi,1,1,[],espousing
n,n,0.7148990586865693,1,multi,1,1,[],prolific
y,y,0.5979745939839631,1,multi,1,1,[],quirk
n,n,0.7431359959300607,1,multi,1,1,[],aberration
y,y,0.5664030446205288,1,multi,1,1,[],erupt
y,y,0.867363075260073,1,multi,1,1,[],trapeze
y,y,0.5656086027156562,1,multi,1,1,[],chalk
y,y,0.8345034122467041,1,multi,1,1,[],chutney
n,n,0.7594617146532983,1,multi,1,1,[],rabble
n,n,0.9848545261193068,1,multi,1,1,[],mysteries
n,y,0.990131674800068,1,multi,1,1,[],botanical
n,n,0.8635423029772937,1,multi,1,1,[],condoning
y,y,0.7538179929833859,1,multi,1,1,[],cough
y,y,0.9152405124623328,1,multi,1,1,[],chalk
y,y,0.7638777170795947,1,multi,1,1,[],espousing
y,y,0.749361727386713,1,multi,1,1,[],chutney
n,n,0.7165615574922413,1,multi,1,1,[],burrow
n,n,0.814586479915306,1,multi,1,1,[],prolific
n,n,0.8793007349595428,1,multi,1,1,[],mysteries
n,n,0.8197073845658451,1,multi,1,1,[],condoning
y,y,0.6465458157472312,1,multi,1,1,[],trapeze
n,n,0.6631590840406716,1,multi,1,1,[],rabble
y,y,0.6268148743547499,1,multi,1,1,[],polymer
n,n,0.6870554364286363,1,multi,1,1,[],aberration
n,n,0.7829960009548813,1,multi,1,1,[],botanical
y,y,0.5965353443752974,1,multi,1,1,[],erupt
y,y,0.5907425896730274,1,multi,1,1,[],cough
n,n,0.7657742816954851,1,multi,1,1,[],friction
y,y,0.6391608724370599,1,multi,1,1,[],quirk
n,n,1.1577396627981216,1,multi,2,1,[],placate
y,y,0.5323712495155632,1,multi,2,1,[],quirk
y,y,0.5090590100735426,1,multi,2,1,[],chalk
y,y,0.5044359839521348,1,multi,2,1,[],cough
y,y,0.5798412498552352,1,multi,2,1,[],erupt
n,n,0.4988502529449761,1,multi,2,1,[],satire
n,n,0.5561465125065297,1,multi,2,1,[],sedentary
n,n,0.7109412723220885,1,multi,2,1,[],squalor
y,y,0.6009528494905679,1,multi,2,1,[],espousing
n,n,0.6111546957399696,1,multi,2,1,[],repressive
y,y,0.5503639739472419,1,multi,2,1,[],trapeze
y,y,0.7030350139830261,1,multi,2,1,[],chutney
n,n,0.7509698409121484,1,multi,2,1,[],pituitary
n,n,0.8163986126892269,1,multi,2,1,[],precede
n,n,0.6592640958260745,1,multi,2,1,[],covenant
y,y,0.6298739560879767,1,multi,2,1,[],polymer
n,n,0.7722905674017966,1,multi,2,1,[],pituitary
y,y,0.7896604184061289,1,multi,2,1,[],chutney
n,n,0.7083530265372247,1,multi,2,1,[],placate
y,y,0.5663222181610763,1,multi,2,1,[],chalk
y,y,0.6272781984880567,1,multi,2,1,[],polymer
y,y,0.6736719165928662,1,multi,2,1,[],erupt
n,n,0.5594303454272449,1,multi,2,1,[],precede
y,y,0.7322980551980436,1,multi,2,1,[],quirk
y,y,0.6356018092483282,1,multi,2,1,[],trapeze
n,n,0.5401116483844817,1,multi,2,1,[],repressive
y,y,0.6997076130937785,1,multi,2,1,[],espousing
n,n,0.4596681070979685,1,multi,2,1,[],covenant
n,n,0.6087043657898903,1,multi,2,1,[],sedentary
y,y,0.5639524140860885,1,multi,2,1,[],cough
n,n,0.5746728710364549,1,multi,2,1,[],squalor
n,n,0.5556465312838554,1,multi,2,1,[],satire
y,y,0.8196241543628275,2,single,3,1,[],culpable
n,n,0.5344976731576025,2,single,3,1,[],hinge
y,y,0.5410491139627993,2,single,3,1,[],culpable
y,y,0.41270169406197965,2,single,3,1,[],culpable
y,y,0.48236288130283356,2,single,3,1,[],culpable
y,y,0.4895609326194972,2,single,3,1,[],culpable
n,n,0.5948319819290191,2,single,3,1,[],espionage
n,n,0.46794724836945534,2,single,3,1,[],summon
y,y,0.6191345693077892,2,single,3,1,[],culpable
n,n,0.5743696971330792,2,single,3,1,[],canvass
n,n,0.5552396951243281,2,single,3,1,[],charisma
n,n,0.4220820562914014,2,single,3,1,[],badger
n,n,0.4117705386597663,2,single,3,1,[],gallop
y,y,0.5204275802243501,2,single,3,1,[],culpable
n,n,0.5110156687442213,2,single,3,1,[],irritation
y,y,0.6024104277603328,2,single,3,1,[],culpable
y,y,0.5875522026326507,2,single,3,1,[],culpable
y,y,0.483575576916337,2,single,3,1,[],culpable
y,y,0.48380934237502515,2,single,3,1,[],culpable
n,n,0.5710038361139596,2,single,3,1,[],hinge
n,n,0.6158816847018898,2,single,3,1,[],canvass
y,y,0.612222264520824,2,single,3,1,[],culpable
n,n,0.6223727306351066,2,single,3,1,[],gallop
n,n,0.5408616208005697,2,single,3,1,[],summon
y,y,0.5883842033799738,2,single,3,1,[],culpable
y,y,0.48446166212670505,2,single,3,1,[],culpable
y,y,0.38872241182252765,2,single,3,1,[],culpable
n,n,0.5181983958464116,2,single,3,1,[],irritation
n,n,0.49972371803596616,2,single,3,1,[],espionage
n,n,0.8630988097283989,2,single,3,1,[],badger
n,n,0.8493318906985223,2,single,3,1,[],charisma
y,y,0.6783763701096177,2,single,3,1,[],culpable
