C,R,RT,block,cond,count,day,prestim_R,stim
y,y,0.7305727582424879,1,single,1,2,[],repetition
n,n,0.4147418830543757,1,single,1,2,[],nicotine
y,y,0.4523988447617739,1,single,1,2,[],repetition
y,y,0.3364187562838197,1,single,1,2,[],repetition
n,n,0.4094692412763834,1,single,1,2,[],paradox
n,n,0.4311679585371167,1,single,1,2,[],temporal
y,y,0.5029306309297681,1,single,1,2,[],repetition
n,n,0.4733079276047647,1,single,1,2,[],dingy
n,n,0.5764657736290246,1,single,1,2,[],sparkle
y,y,0.4453603427391499,1,single,1,2,[],repetition
y,y,0.4072734091896564,1,single,1,2,[],repetition
n,n,0.40395592362619936,1,single,1,2,[],lilac
y,y,0.4874792788177729,1,single,1,2,[],repetition
y,y,0.5128136791754514,1,single,1,2,[],repetition
n,n,0.5903072091750801,1,single,1,2,[],marmalade
n,n,0.6852871724404395,1,single,1,2,[],plausible
n,n,0.507084924262017,1,single,1,2,[],lilac
n,n,0.5435574348084629,1,single,1,2,[],paradox
y,y,0.5751836695708334,1,single,1,2,[],repetition
y,y,0.4280845387838781,1,single,1,2,[],repetition
y,y,0.3718822891823947,1,single,1,2,[],repetition
n,n,0.476295196916908,1,single,1,2,[],nicotine
y,y,0.5314842630177736,1,single,1,2,[],repetition
y,y,0.43510411120951176,1,single,1,2,[],repetition
y,y,0.41088235029019415,1,single,1,2,[],repetition
y,y,0.3755326950922608,1,single,1,2,[],repetition
y,y,0.3498386326245964,1,single,1,2,[],repetition
n,n,0.4569873169530183,1,single,1,2,[],dingy
n,n,0.5260610859841108,1,single,1,2,[],temporal
n,n,0.5555693104397506,1,single,1,2,[],marmalade
n,n,0.5023329968098551,1,single,1,2,[],plausible
n,n,0.43375440151430666,1,single,1,2,[],sparkle
n,n,0.574949603760615,2,multi,2,2,[],linger
n,n,0.4918559200596064,2,multi,2,2,[],sorrow
n,n,0.7571303704753518,2,multi,2,2,[],aspiration
y,y,0.7174906095024198,2,multi,2,2,[],safari
n,n,0.5525432804133743,2,multi,2,2,[],flask
n,n,0.6662797618191689,2,multi,2,2,[],groovy
y,y,0.725964454934001,2,multi,2,2,[],invoke
n,n,0.7460778942331672,2,multi,2,2,[],pluck
y,y,3.2253922105301167,2,multi,2,2,[],eucalypt
y,y,0.6743945460766554,2,multi,2,2,[],assassin
y,y,0.6241911733523011,2,multi,2,2,[],grazing
n,n,1.230592739302665,2,multi,2,2,[],resurrect
y,y,0.8626733447890729,2,multi,2,2,[],mischief
y,y,0.6569450709503144,2,multi,2,2,[],complicity
n,n,0.995574382133782,2,multi,2,2,[],potency
y,n,0.8728286186233163,2,multi,2,2,[],protruding
y,y,0.871296824188903,2,multi,2,2,[],assassin
n,n,1.24154666159302,2,multi,2,2,[],potency
n,n,0.715770120266825,2,multi,2,2,[],aspiration
y,y,0.6857622149400413,2,multi,2,2,[],complicity
n,n,0.8755505729932338,2,multi,2,2,[],resurrect
n,n,0.6239072293974459,2,multi,2,2,[],sorrow
n,n,0.8143488087225705,2,multi,2,2,[],groovy
y,y,0.6571968644857407,2,multi,2,2,[],safari
y,y,0.5318394182249904,2,multi,2,2,[],invoke
y,n,0.6525299695786089,2,multi,2,2,[],protruding
y,y,0.6422518037725239,2,multi,2,2,[],mischief
y,y,0.8187711210921407,2,multi,2,2,[],eucalypt
n,n,0.6296522093471141,2,multi,2,2,[],pluck
y,y,0.5800518791656941,2,multi,2,2,[],grazing
n,n,0.6270720765460283,2,multi,2,2,[],linger
n,n,0.6073396324645728,2,multi,2,2,[],flask
y,y,0.6165027555543929,2,multi,3,2,[],protruding
y,y,0.539714427664876,2,multi,3,2,[],invoke
y,y,0.5324289395939559,2,multi,3,2,[],safari
n,n,0.628017954993993,2,multi,3,2,[],privy
n,n,0.49148363806307316,2,multi,3,2,[],lizard
n,n,0.6197288983967155,2,multi,3,2,[],heinous
n,n,0.520031561376527,2,multi,3,2,[],reign
n,n,0.5335346681531519,2,multi,3,2,[],kiosk
n,n,0.47822841885499656,2,multi,3,2,[],duress
n,n,0.7163524304050952,2,multi,3,2,[],accordion
y,y,1.2394289514049888,2,multi,3,2,[],grazing
y,y,0.6815874893218279,2,multi,3,2,[],assassin
y,y,1.3493101065978408,2,multi,3,2,[],complicity
y,y,0.7853976550977677,2,multi,3,2,[],mischief
n,n,0.8390618376433849,2,multi,3,2,[],epileptic
y,y,0.6930552148260176,2,multi,3,2,[],eucalypt
y,y,0.5969535983167589,2,multi,3,2,[],safari
n,n,0.6621035342104733,2,multi,3,2,[],duress
n,n,0.6257875685114413,2,multi,3,2,[],lizard
y,y,0.7041789020877331,2,multi,3,2,[],mischief
y,y,0.6742148650810122,2,multi,3,2,[],assassin
y,y,0.6719655492343009,2,multi,3,2,[],complicity
n,n,0.9097686593886465,2,multi,3,2,[],accordion
n,n,1.0303447318729013,2,multi,3,2,[],reign
y,y,0.6030068600084633,2,multi,3,2,[],grazing
y,y,0.9881044058129191,2,multi,3,2,[],protruding
n,n,0.8654067174065858,2,multi,3,2,[],heinous
n,n,0.6986334340181202,2,multi,3,2,[],kiosk
n,n,1.1715892110951245,2,multi,3,2,[],epileptic
n,n,0.58029405772686,2,multi,3,2,[],privy
y,y,0.7483425342943519,2,multi,3,2,[],invoke
y,y,0.9417443405836821,2,multi,3,2,[],eucalypt
