,stim,S,C,R,RT,block,cond,day,prestim_R
0,ingiliogy,N,k,k,4.319217468844727,1,multi,1,[]
1,wromicable,N,k,k,0.6710193702019751,1,multi,1,[]
2,frequency,W,j,k,0.5637982729822397,1,multi,1,[]
3,idirible,N,k,k,2.0906955662649125,1,multi,1,[]
4,registry,W,j,k,0.5027656729798764,1,multi,1,[]
5,strepe,N,k,k,1.5342741238418967,1,multi,1,[]
6,cosmetic,W,j,k,4.654903980437666,1,multi,1,[]
7,barilitess,N,k,j,1.1884981414768845,1,multi,1,[]
8,entrant,W,j,k,1.5624058966059238,1,multi,1,[]
9,refind,N,k,d,0.9212928728666157,1,multi,1,[]
10,futility,W,j,j,2.686107754940167,1,multi,1,[]
11,quirk,P,d,d,0.7658767418470234,1,multi,1,[]
12,mayonnaise,W,j,k,0.7832234564702958,1,multi,1,[]
13,atlemen,N,k,k,0.888015256728977,1,multi,1,[]
14,clite,N,k,j,0.846548039233312,1,multi,1,[]
15,asikeing,N,k,k,1.0646905177272856,1,multi,1,[]
16,chutney,P,d,d,0.865560557693243,1,multi,1,[]
17,unanimous,W,j,k,0.7078527444973588,1,multi,1,[]
18,etuping,N,k,d,0.8639257021714002,1,multi,1,[]
19,cemassial,N,k,k,0.684280899586156,1,multi,1,[]
20,ebude,N,k,j,0.6659654704853892,1,multi,1,[]
21,scoft,N,k,j,0.8499463510233909,1,multi,1,[]
22,bramp,N,k,k,0.5421812834683806,1,multi,1,[]
23,sognathous,N,k,k,0.5898219507653266,1,multi,1,[]
24,stund,N,k,j,0.6848641110118479,1,multi,1,[]
25,paselle,N,k,k,0.7678276915103197,1,multi,1,[]
26,chone,N,k,k,0.6822755648754537,1,multi,1,[]
27,parlake,N,k,k,0.5202307726722211,1,multi,1,[]
28,rhinsting,N,k,k,0.62964559905231,1,multi,1,[]
29,receipt,W,j,j,0.8040174595080316,1,multi,1,[]
30,clamp,W,j,j,0.763684515375644,1,multi,1,[]
31,chalk,P,d,d,0.8291550520807505,1,multi,1,[]
32,utbiate,N,k,k,0.9392137851100415,1,multi,1,[]
33,scribe,W,j,j,0.8650749986991286,1,multi,1,[]
34,etiquette,W,j,j,0.8033068489748985,1,multi,1,[]
35,cough,P,d,j,0.5550215542316437,1,multi,1,[]
36,salamander,W,j,k,0.5978538051713258,1,multi,1,[]
37,adquocing,N,k,k,0.810044881189242,1,multi,1,[]
38,fowshess,N,k,k,0.5548635071609169,1,multi,1,[]
39,slope,W,j,j,0.7166477921418846,1,multi,1,[]
40,fisel,N,k,k,0.9356487125623971,1,multi,1,[]
41,setturing,N,k,k,0.6375557633582503,1,multi,1,[]
42,rurple,N,k,k,1.3079588706605136,1,multi,1,[]
43,dinghies,W,j,j,0.8907936995383352,1,multi,1,[]
44,extraneous,W,j,k,0.511190842371434,1,multi,1,[]
45,amparing,N,k,j,0.7267243426758796,1,multi,1,[]
46,mitery,N,k,k,0.5419967952184379,1,multi,1,[]
47,spipy,N,k,k,0.6946353844832629,1,multi,1,[]
48,trapeze,P,d,d,0.7266083615832031,1,multi,1,[]
49,czell,N,k,k,0.9067378218751401,1,multi,1,[]
50,ericemity,N,k,k,0.5563394143246114,1,multi,1,[]
51,rirlon,N,k,k,0.7021122716832906,1,multi,1,[]
52,anscar,N,k,k,0.6379959515761584,1,multi,1,[]
53,langiant,N,k,j,0.7964266946073622,1,multi,1,[]
54,magisy,N,k,k,0.663187027676031,1,multi,1,[]
55,exposition,W,j,k,0.2589444562327117,1,multi,1,[]
56,lissily,N,k,k,0.5415475929621607,1,multi,1,[]
57,erupt,P,d,j,0.5411780152935535,1,multi,1,[]
58,cantet,N,k,j,0.7168385903351009,1,multi,1,[]
59,emeon,N,k,k,0.4979175948537886,1,multi,1,['k']
60,exchanging,W,j,j,1.0512174579780549,1,multi,1,[]
61,innirtion,N,k,k,0.5939651269000024,1,multi,1,[]
62,platinum,W,j,k,0.7849917204584926,1,multi,1,[]
63,hospoll,N,k,k,0.5857211407274008,1,multi,1,[]
64,aspespany,N,k,k,0.7377885372843593,1,multi,1,[]
65,polymer,P,d,d,1.0640246768016368,1,multi,1,[]
66,boggling,W,j,k,0.5587759225163609,1,multi,1,[]
67,allocate,W,j,k,0.6387783742975444,1,multi,1,[]
68,shuttle,W,j,k,0.7933402701746672,1,multi,1,[]
69,reaut,N,k,k,0.7721872059628367,1,multi,1,[]
70,deshies,N,k,k,0.5357037587091327,1,multi,1,[]
71,relintrect,N,k,k,0.5603711160365492,1,multi,1,[]
72,apimogy,N,k,k,0.5252771605737507,1,multi,1,[]
73,tracing,W,j,j,1.0507796737365425,1,multi,1,[]
74,inception,W,j,j,0.6575979914050549,1,multi,1,[]
75,ruggling,N,k,k,0.7401790737640113,1,multi,1,[]
76,espousing,P,d,d,1.555472859647125,1,multi,1,[]
77,ascerlern,N,k,k,0.5501824903767556,1,multi,1,[]
78,stampill,N,k,k,0.5130414350423962,1,multi,1,[]
79,composure,W,j,k,0.6364175844937563,1,multi,1,[]
80,vubcoming,N,k,k,0.4869729874189943,1,multi,1,['k']
81,brafing,N,k,k,0.9102145563811064,1,multi,1,[]
82,inhibit,W,j,j,0.7747442026156932,1,multi,1,[]
