,stim,S,C,R,RT,block,cond,day,prestim_R
0,blonified,N,s,-1,-1,1,multi,1,-1
1,maesmic,N,s,-1,-1,1,multi,1,-1
2,commagrous,N,s,-1,-1,1,multi,1,-1
3,trupor,N,s,-1,-1,1,multi,1,-1
4,wallet,P,j,-1,-1,1,multi,1,-1
5,tuxedo,W,d,-1,-1,1,multi,1,-1
6,arranging,W,d,-1,-1,1,multi,1,-1
7,pragmatist,W,d,-1,-1,1,multi,1,-1
8,dignified,W,d,-1,-1,1,multi,1,-1
9,composure,W,d,-1,-1,1,multi,1,-1
10,mabrik,N,s,-1,-1,1,multi,1,-1
11,educating,W,d,-1,-1,1,multi,1,-1
12,spetter,N,s,-1,-1,1,multi,1,-1
13,refrain,W,d,-1,-1,1,multi,1,-1
14,badcatton,N,s,-1,-1,1,multi,1,-1
15,flole,N,s,-1,-1,1,multi,1,-1
16,microchike,N,s,-1,-1,1,multi,1,-1
17,aspespany,N,s,-1,-1,1,multi,1,-1
18,fivish,N,s,-1,-1,1,multi,1,-1
19,attossin,N,s,-1,-1,1,multi,1,-1
20,vellicle,N,s,-1,-1,1,multi,1,-1
21,clarified,P,j,-1,-1,1,multi,1,-1
22,diffuse,W,d,-1,-1,1,multi,1,-1
23,linen,W,d,-1,-1,1,multi,1,-1
24,hedging,W,d,-1,-1,1,multi,1,-1
25,platypus,W,d,-1,-1,1,multi,1,-1
26,rewranime,N,s,-1,-1,1,multi,1,-1
27,tabloid,P,j,-1,-1,1,multi,1,-1
28,stare,W,d,-1,-1,1,multi,1,-1
29,uneft,N,s,-1,-1,1,multi,1,-1
30,fright,W,d,-1,-1,1,multi,1,-1
31,beath,N,s,-1,-1,1,multi,1,-1
32,ominous,W,d,-1,-1,1,multi,1,-1
33,brack,N,s,-1,-1,1,multi,1,-1
34,dedearting,N,s,-1,-1,1,multi,1,-1
35,castartus,N,s,-1,-1,1,multi,1,-1
36,consating,N,s,-1,-1,1,multi,1,-1
37,momamanrer,N,s,-1,-1,1,multi,1,-1
38,enshand,N,s,-1,-1,1,multi,1,-1
39,enthusiast,W,d,-1,-1,1,multi,1,-1
40,insanity,P,j,-1,-1,1,multi,1,-1
41,extinct,W,d,-1,-1,1,multi,1,-1
42,rescail,N,s,-1,-1,1,multi,1,-1
43,sparse,W,d,-1,-1,1,multi,1,-1
44,tweam,N,s,-1,-1,1,multi,1,-1
45,sprang,P,j,-1,-1,1,multi,1,-1
46,probramp,N,s,-1,-1,1,multi,1,-1
47,hadfozard,N,s,-1,-1,1,multi,1,-1
48,hetfilment,N,s,-1,-1,1,multi,1,-1
49,centism,N,s,-1,-1,1,multi,1,-1
50,attentive,W,d,-1,-1,1,multi,1,-1
51,quirk,W,d,-1,-1,1,multi,1,-1
52,sarian,N,s,-1,-1,1,multi,1,-1
53,shone,P,j,-1,-1,1,multi,1,-1
54,sloping,W,d,-1,-1,1,multi,1,-1
55,stain,W,d,-1,-1,1,multi,1,-1
56,degroning,N,s,-1,-1,1,multi,1,-1
57,posiration,N,s,-1,-1,1,multi,1,-1
58,shrint,N,s,-1,-1,1,multi,1,-1
59,resilience,W,d,-1,-1,1,multi,1,-1
60,pharmacy,W,d,-1,-1,1,multi,1,-1
61,smath,N,s,-1,-1,1,multi,1,-1
62,symmetry,W,d,-1,-1,1,multi,1,-1
63,microscope,W,d,-1,-1,1,multi,1,-1
64,evoking,W,d,-1,-1,1,multi,1,-1
65,namified,N,s,-1,-1,1,multi,1,-1
66,acrid,P,j,-1,-1,1,multi,1,-1
67,fossut,N,s,-1,-1,1,multi,1,-1
68,irrabory,N,s,-1,-1,1,multi,1,-1
69,grazing,W,d,-1,-1,1,multi,1,-1
70,utmost,W,d,-1,-1,1,multi,1,-1
71,adjunct,W,d,-1,-1,1,multi,1,-1
72,termite,W,d,-1,-1,1,multi,1,-1
73,inplise,N,s,-1,-1,1,multi,1,-1
74,madinition,N,s,-1,-1,1,multi,1,-1
75,posia,N,s,-1,-1,1,multi,1,-1
76,barilitess,N,s,-1,-1,1,multi,1,-1
77,haste,W,d,-1,-1,1,multi,1,-1
78,juffernarm,N,s,-1,-1,1,multi,1,-1
79,conserving,W,d,-1,-1,1,multi,1,-1
80,fisking,N,s,-1,-1,1,multi,1,-1
81,quotation,P,j,-1,-1,1,multi,1,-1
82,edigagic,N,s,-1,-1,1,multi,1,-1
83,huople,N,s,-1,-1,1,multi,1,-1
84,canopies,W,d,-1,-1,1,multi,1,-1
85,demolish,W,d,-1,-1,1,multi,1,-1
86,crumbling,W,d,-1,-1,1,multi,1,-1
87,tabloid,P,j,-1,-1,1,multi,1,-1
88,adequacy,W,d,-1,-1,1,multi,1,-1
89,remetiest,N,s,-1,-1,1,multi,1,-1
90,tidal,W,d,-1,-1,1,multi,1,-1
91,recoitism,N,s,-1,-1,1,multi,1,-1
92,inept,W,d,-1,-1,1,multi,1,-1
93,ospemerate,N,s,-1,-1,1,multi,1,-1
94,preclude,W,d,-1,-1,1,multi,1,-1
95,regiment,W,d,-1,-1,1,multi,1,-1
96,ambience,W,d,-1,-1,1,multi,1,-1
97,clarified,P,j,-1,-1,1,multi,1,-1
98,interpuse,N,s,-1,-1,1,multi,1,-1
99,disduch,N,s,-1,-1,1,multi,1,-1
100,blimry,N,s,-1,-1,1,multi,1,-1
101,myrille,N,s,-1,-1,1,multi,1,-1
102,ecintic,N,s,-1,-1,1,multi,1,-1
103,mirage,W,d,-1,-1,1,multi,1,-1
104,ridicule,W,d,-1,-1,1,multi,1,-1
105,innate,W,d,-1,-1,1,multi,1,-1
106,minuscule,W,d,-1,-1,1,multi,1,-1
107,chaspling,N,s,-1,-1,1,multi,1,-1
108,bracing,W,d,-1,-1,1,multi,1,-1
109,shone,P,j,-1,-1,1,multi,1,-1
110,analogies,W,d,-1,-1,1,multi,1,-1
111,droene,N,s,-1,-1,1,multi,1,-1
112,sanaying,N,s,-1,-1,1,multi,1,-1
113,insanity,P,j,-1,-1,1,multi,1,-1
114,iltudition,N,s,-1,-1,1,multi,1,-1
115,stast,N,s,-1,-1,1,multi,1,-1
116,prowess,W,d,-1,-1,1,multi,1,-1
117,pessimism,W,d,-1,-1,1,multi,1,-1
118,citrus,W,d,-1,-1,1,multi,1,-1
119,obnoxious,W,d,-1,-1,1,multi,1,-1
120,tesibinary,N,s,-1,-1,1,multi,1,-1
121,remedies,W,d,-1,-1,1,multi,1,-1
122,sprang,P,j,-1,-1,1,multi,1,-1
123,fulebram,N,s,-1,-1,1,multi,1,-1
124,deceive,W,d,-1,-1,1,multi,1,-1
125,bilinity,N,s,-1,-1,1,multi,1,-1
126,propulsion,W,d,-1,-1,1,multi,1,-1
127,botunious,N,s,-1,-1,1,multi,1,-1
128,cosmology,W,d,-1,-1,1,multi,1,-1
129,adadation,N,s,-1,-1,1,multi,1,-1
130,hoseral,N,s,-1,-1,1,multi,1,-1
131,immenis,N,s,-1,-1,1,multi,1,-1
132,ewrareen,N,s,-1,-1,1,multi,1,-1
133,adwording,N,s,-1,-1,1,multi,1,-1
134,mynsosiom,N,s,-1,-1,1,multi,1,-1
135,rirlon,N,s,-1,-1,1,multi,1,-1
136,crumple,W,d,-1,-1,1,multi,1,-1
137,wallet,P,j,-1,-1,1,multi,1,-1
138,burciusing,N,s,-1,-1,1,multi,1,-1
139,igreedable,N,s,-1,-1,1,multi,1,-1
140,adaving,N,s,-1,-1,1,multi,1,-1
141,quirel,N,s,-1,-1,1,multi,1,-1
142,cyclical,W,d,-1,-1,1,multi,1,-1
143,obtinatua,N,s,-1,-1,1,multi,1,-1
144,suffice,W,d,-1,-1,1,multi,1,-1
145,quotation,P,j,-1,-1,1,multi,1,-1
146,scribe,W,d,-1,-1,1,multi,1,-1
147,canon,W,d,-1,-1,1,multi,1,-1
148,ferment,W,d,-1,-1,1,multi,1,-1
149,earalyll,N,s,-1,-1,1,multi,1,-1
150,chambseur,N,s,-1,-1,1,multi,1,-1
151,centaur,W,d,-1,-1,1,multi,1,-1
152,reinforce,W,d,-1,-1,1,multi,1,-1
153,calon,N,s,-1,-1,1,multi,1,-1
154,umakaa,N,s,-1,-1,1,multi,1,-1
155,loneliness,W,d,-1,-1,1,multi,1,-1
156,monastery,W,d,-1,-1,1,multi,1,-1
157,slelf,N,s,-1,-1,1,multi,1,-1
158,weign,N,s,-1,-1,1,multi,1,-1
