,stim,S,C,R,RT,block,cond,day,prestim_R
0,splendour,W,k,k,3.7219321858137846,1,single,2,[]
1,cauldron,W,k,k,0.9259280078113079,1,single,2,[]
2,remorse,W,k,k,0.5126889701932669,1,single,2,[]
3,dimmirable,N,j,j,0.8441129196435213,1,single,2,[]
4,juncture,W,k,k,0.5632312092930079,1,single,2,[]
5,spear,W,k,k,0.43005630373954773,1,single,2,[]
6,goozing,N,j,k,0.5578486043959856,1,single,2,[]
7,finesse,W,k,k,0.8048457875847816,1,single,2,[]
8,glancing,P,d,d,0.8216720707714558,1,single,2,[]
9,pafoncaise,N,j,j,0.8405742924660444,1,single,2,[]
10,protocol,W,k,k,0.7896294221282005,1,single,2,[]
11,burtasion,N,j,j,0.940307267010212,1,single,2,[]
12,borilation,N,j,j,0.6181624084711075,1,single,2,[]
13,defunct,W,k,j,1.3334145601838827,1,single,2,[]
14,osoque,N,j,j,0.6975857596844435,1,single,2,[]
15,ominous,W,k,k,0.569501705467701,1,single,2,[]
16,glancing,P,d,d,0.5903999451547861,1,single,2,[]
17,poterral,N,j,j,0.5974519606679678,1,single,2,[]
18,junglin,N,j,j,1.8796449173241854,1,single,2,[]
19,turtle,W,k,k,1.3480182699859142,1,single,2,[]
20,exciees,N,j,j,0.6231309697031975,1,single,2,[]
21,babband,N,j,j,0.6754489839076996,1,single,2,[]
22,substrift,N,j,j,0.49725205823779106,1,single,2,[]
23,cushy,W,k,j,0.5887046977877617,1,single,2,[]
24,strand,W,k,k,1.216943945735693,1,single,2,[]
25,moddle,N,j,j,1.4069493133574724,1,single,2,[]
26,scrab,N,j,k,1.043549720197916,1,single,2,[]
27,glancing,P,d,j,0.4903034046292305,1,single,2,[]
28,achievable,W,k,k,0.6696931943297386,1,single,2,[]
29,premise,W,k,k,0.5533929448574781,1,single,2,[]
30,envam,N,j,j,0.6031350363045931,1,single,2,[]
31,sigulir,N,j,j,0.7493094466626644,1,single,2,[]
32,predetance,N,j,j,0.6926412377506495,1,single,2,[]
33,collebient,N,j,j,0.4605632536113262,1,single,2,[]
34,varridin,N,j,j,0.45659645833075047,1,single,2,[]
35,contradict,W,k,k,0.7656919341534376,1,single,2,[]
36,glancing,P,d,d,0.5612240750342607,1,single,2,[]
37,trotintic,N,j,j,0.5741391479969025,1,single,2,[]
38,shrunk,W,k,k,0.5790611356496811,1,single,2,[]
39,sibbletic,N,j,j,0.7140947449952364,1,single,2,[]
40,ranchel,N,j,j,0.6441040262579918,1,single,2,[]
41,connern,N,j,j,0.6446547862142324,1,single,2,[]
42,arscrilas,N,j,j,0.48623625189065933,1,single,2,[]
43,stosier,N,j,j,0.398485092446208,1,single,2,[]
44,synthetic,W,k,k,0.6100909020751715,1,single,2,[]
45,glancing,P,d,d,0.6223984248936176,1,single,2,[]
46,hadoy,N,j,j,0.47576008923351765,1,single,2,[]
47,devegent,N,j,j,0.7629829030483961,1,single,2,[]
48,oblivion,W,k,k,0.6443792544305325,1,single,2,[]
49,ithneraty,N,j,j,0.6769065596163273,1,single,2,[]
50,syncesty,N,j,j,0.5627276226878166,1,single,2,[]
51,selinant,N,j,j,0.5975348893553019,1,single,2,[]
52,pentunom,N,j,j,0.5506724957376719,1,single,2,[]
53,intrusion,W,k,k,0.5833806823939085,1,single,2,[]
54,glacier,W,k,k,0.9344141613692045,1,single,2,[]
55,cabsicep,N,j,j,0.5222102403640747,1,single,2,[]
56,extying,N,j,j,0.503749405965209,1,single,2,[]
57,glancing,P,d,d,0.5471639167517424,1,single,2,[]
58,imbasation,N,j,j,0.7318849302828312,1,single,2,[]
59,forlorn,W,k,j,0.43517720326781273,1,single,2,[]
60,eltique,N,j,k,0.4311764556914568,1,single,2,[]
61,ferridied,N,j,j,1.3471676409244537,1,single,2,[]
62,tecament,N,j,j,0.399304473772645,1,single,2,[]
63,remamlocal,N,j,j,0.45787825994193554,1,single,2,[]
64,glancing,P,d,d,0.5899206977337599,1,single,2,[]
65,misalyst,N,j,j,0.4609427470713854,1,single,2,[]
66,dejest,N,j,j,0.4660411085933447,1,single,2,[]
67,aerial,W,k,k,0.8300852105021477,1,single,2,[]
68,divyard,N,j,j,0.5070801097899675,1,single,2,[]
69,extridete,N,j,j,1.2385203447192907,1,single,2,[]
70,stringack,N,j,j,3.9458145685493946,1,single,2,[]
71,fiemning,N,j,j,0.663588859140873,1,single,2,[]
72,suspense,W,k,k,0.6912891250103712,1,single,2,[]
73,interfere,W,k,k,0.5792104694992304,1,single,2,[]
74,glancing,P,d,d,0.6262438297271729,1,single,2,[]
75,cronesque,N,j,j,0.504655921831727,1,single,2,[]
76,stumble,W,k,k,0.4760233014822006,1,single,2,[]
77,corchadity,N,j,j,0.6193162091076374,1,single,2,[]
78,poharities,N,j,j,0.6305183079093695,1,single,2,[]
79,swirl,W,k,j,0.5169643461704254,1,single,2,[]
80,scuffle,W,k,k,0.693653516471386,1,single,2,[]
81,procorel,N,j,j,2.413539506494999,1,single,2,[]
82,fanciful,W,k,k,0.898097038269043,1,single,2,[]
83,instruct,W,k,k,0.48971718922257423,1,single,2,[]
84,sabotage,W,k,k,0.489967780187726,1,single,2,[]
85,vitamin,W,k,k,0.8592532686889172,1,single,2,[]
86,repinchy,N,j,j,0.6535543873906136,1,single,2,[]
87,colcalomy,N,j,j,0.558094086125493,1,single,2,[]
88,furve,N,j,j,0.9688975214958191,1,single,2,[]
89,convame,N,j,j,0.6190283615142107,1,single,2,[]
90,glancing,P,d,d,0.5753163862973452,1,single,2,[]
91,caupexity,N,j,j,0.4362624976783991,1,single,2,[]
92,rannation,N,j,j,0.6440664678812027,1,single,2,[]
93,mutton,W,k,j,0.5006046947091818,1,single,2,[]
94,academies,W,k,k,1.395192550495267,1,single,2,[]
95,devise,W,k,k,0.5416551101952791,1,single,2,[]
96,reserhawk,N,j,j,0.430357675999403,1,single,2,[]
97,glancing,P,d,d,0.47716598585247993,1,single,2,[]
98,coananct,N,j,j,1.2123191226273775,1,single,2,[]
99,etceasing,N,j,j,0.4743205402046442,1,single,2,[]
100,deviating,W,k,k,0.6495277974754572,1,single,2,[]
101,default,W,k,k,0.46816242299973965,1,single,2,[]
102,glancing,P,d,d,0.5863327942788601,1,single,2,[]
103,peddle,W,k,k,1.1383826397359371,1,single,2,[]
104,atrocities,W,k,k,0.8208106253296137,1,single,2,[]
105,stove,W,k,k,0.6158689241856337,1,single,2,[]
106,arpling,N,j,j,0.9709632471203804,1,single,2,[]
107,dwell,W,k,k,0.85204260610044,1,single,2,[]
108,soseon,N,j,j,0.923180814832449,1,single,2,[]
109,guice,N,j,j,0.7888674307614565,1,single,2,[]
110,blimry,N,j,j,0.4904960058629513,1,single,2,[]
