C,R,RT,block,cond,count,day,prestim_R,stim
y,y,1.1599220819771292,1,single,1,2,[],glancing
y,y,0.5814865250140429,1,single,1,2,[],glancing
n,n,0.4205055870115757,1,single,1,2,[],exacerbate
n,n,0.4363267999142408,1,single,1,2,[],trough
y,y,0.5342755857855082,1,single,1,2,[],glancing
n,n,0.43791177310049534,1,single,1,2,[],simulation
n,n,0.3956150114536285,1,single,1,2,[],privy
n,n,0.623219907283783,1,single,1,2,[],corollary
n,n,0.42163565196096897,1,single,1,2,[],cologne
n,n,0.4124031327664852,1,single,1,2,[],badger
n,n,0.4340922087430954,1,single,1,2,[],incoming
y,y,0.6360430363565683,1,single,1,2,[],glancing
y,y,0.8984326627105474,1,single,1,2,[],glancing
y,y,0.4489335902035237,1,single,1,2,[],glancing
y,y,0.4348542001098393,1,single,1,2,[],glancing
y,y,0.4107111897319555,1,single,1,2,[],glancing
y,y,0.3924186192452908,1,single,1,2,[],glancing
y,y,0.35495850816369057,1,single,1,2,[],glancing
n,n,0.4381043761968613,1,single,1,2,[],incoming
y,y,0.4299325123429297,1,single,1,2,[],glancing
n,n,0.6777601931244135,1,single,1,2,[],corollary
n,n,0.6275547780096531,1,single,1,2,[],exacerbate
n,n,0.6089211739599705,1,single,1,2,[],privy
y,y,1.0191098470240831,1,single,1,2,[],glancing
y,y,0.4286338835954666,1,single,1,2,[],glancing
n,n,0.460451178252697,1,single,1,2,[],badger
y,y,0.5764873158186674,1,single,1,2,[],glancing
n,n,0.5984654445201159,1,single,1,2,[],simulation
y,y,0.5196018647402525,1,single,1,2,[],glancing
n,n,0.5011178962886333,1,single,1,2,[],cologne
y,y,0.6384527999907732,1,single,1,2,[],glancing
n,n,0.4528826586902142,1,single,1,2,[],trough
y,y,1.0158608742058275,2,multi,2,2,[],utopia
y,y,0.4093870222568512,2,multi,2,2,[],remnant
n,n,0.5190841574221849,2,multi,2,2,[],botanical
y,y,0.6046208571642637,2,multi,2,2,[],elusive
n,n,0.7897658366709948,2,multi,2,2,[],pituitary
n,n,0.7164630442857742,2,multi,2,2,[],automation
y,y,0.6144855655729771,2,multi,2,2,[],goblet
n,n,0.7707957047969103,2,multi,2,2,[],glide
n,n,1.6862941216677427,2,multi,2,2,[],adjective
y,y,0.6680865846574306,2,multi,2,2,[],abusive
n,n,0.5907217487692833,2,multi,2,2,[],biologist
y,y,0.7428102940320969,2,multi,2,2,[],liberties
n,n,0.6370538137853146,2,multi,2,2,[],derelict
y,y,0.7165384609252214,2,multi,2,2,[],hereditary
n,n,1.3126725628972054,2,multi,2,2,[],intersect
y,n,0.9035616740584372,2,multi,2,2,[],charitable
y,y,1.8353172820061443,2,multi,2,2,[],liberties
y,y,0.6082571353763342,2,multi,2,2,[],utopia
n,n,1.2046096809208393,2,multi,2,2,[],automation
n,n,0.538613460958004,2,multi,2,2,[],pituitary
y,y,1.07531563565135,2,multi,2,2,[],elusive
n,n,0.4922113865613938,2,multi,2,2,[],glide
n,n,0.5015310421586037,2,multi,2,2,[],botanical
y,y,0.5988287106156349,2,multi,2,2,[],charitable
y,y,0.7599929329007864,2,multi,2,2,[],remnant
n,n,0.6574052013456821,2,multi,2,2,[],adjective
y,y,0.7011006493121386,2,multi,2,2,[],hereditary
y,y,0.9010166972875596,2,multi,2,2,[],abusive
y,y,0.6435571722686291,2,multi,2,2,[],goblet
n,n,0.6360649708658457,2,multi,2,2,[],derelict
n,n,0.6744964960962534,2,multi,2,2,[],biologist
n,n,0.8941825237125158,2,multi,2,2,[],intersect
y,y,0.9132352825254202,2,multi,3,2,[],abusive
n,n,0.7949242908507586,2,multi,3,2,[],expedient
y,y,0.6507110446691513,2,multi,3,2,[],goblet
n,n,0.5642600171267986,2,multi,3,2,[],extradite
y,y,0.6091798767447472,2,multi,3,2,[],remnant
y,y,0.5804126467555761,2,multi,3,2,[],charitable
y,y,0.5965364314615726,2,multi,3,2,[],utopia
n,n,0.5096680521965027,2,multi,3,2,[],upholstery
y,y,0.6090867333114147,2,multi,3,2,[],elusive
n,n,0.54939129576087,2,multi,3,2,[],competency
y,y,0.6562150437384844,2,multi,3,2,[],liberties
n,n,0.6508531682193279,2,multi,3,2,[],portray
n,n,0.4833808932453394,2,multi,3,2,[],pluck
n,n,0.46658075228333473,2,multi,3,2,[],burrow
y,y,0.8306176401674747,2,multi,3,2,[],hereditary
n,n,0.5716443508863449,2,multi,3,2,[],crimson
n,n,0.6976281255483627,2,multi,3,2,[],competency
y,y,0.8276514075696468,2,multi,3,2,[],goblet
y,y,0.5826225988566875,2,multi,3,2,[],utopia
y,y,0.9415995851159096,2,multi,3,2,[],hereditary
n,n,0.5555010363459587,2,multi,3,2,[],portray
n,n,0.5103158615529537,2,multi,3,2,[],crimson
y,y,0.665747432038188,2,multi,3,2,[],liberties
n,n,0.6044111289083958,2,multi,3,2,[],upholstery
y,y,0.6545594558119774,2,multi,3,2,[],abusive
n,n,0.9031130727380514,2,multi,3,2,[],pluck
n,n,0.717632470652461,2,multi,3,2,[],burrow
y,y,0.8727187979966402,2,multi,3,2,[],charitable
n,n,0.6531295236200094,2,multi,3,2,[],extradite
y,y,0.7816919256001711,2,multi,3,2,[],elusive
n,n,0.660321855917573,2,multi,3,2,[],expedient
y,y,0.6789822019636631,2,multi,3,2,[],remnant
