C,R,RT,block,cond,count,day,prestim_R,stim
y,y,0.5596716227009892,1,single,1,2,[],inertia
n,n,0.3395649739541113,1,single,1,2,[],magnitude
n,n,0.316541786538437,1,single,1,2,[],ornament
y,y,0.4674490697216242,1,single,1,2,[],inertia
n,n,0.3354848963208497,1,single,1,2,[],allusion
y,y,0.3855521564837545,1,single,1,2,[],inertia
y,y,0.425959016662091,1,single,1,2,[],inertia
y,y,0.4407150817569345,1,single,1,2,[],inertia
n,n,0.39569901721552014,1,single,1,2,[],joking
n,n,0.3581998022273183,1,single,1,2,[],asylum
n,n,0.3714165610726923,1,single,1,2,[],expedient
n,n,0.4577423969749361,1,single,1,2,[],pronounce
y,y,0.4857503764797002,1,single,1,2,[],inertia
y,y,0.4470604001544416,1,single,1,2,[],inertia
n,n,0.3449439818505198,1,single,1,2,[],hello
y,n,0.2761322222650051,1,single,1,2,[],inertia
n,n,0.3848406444303691,1,single,1,2,[],magnitude
n,n,0.3682279770728201,1,single,1,2,[],pronounce
y,y,0.3654771773144603,1,single,1,2,[],inertia
y,y,0.32378641050308943,1,single,1,2,[],inertia
y,y,0.31469840509817004,1,single,1,2,[],inertia
y,y,0.2874920789618045,1,single,1,2,[],inertia
y,y,0.3040707930922508,1,single,1,2,[],inertia
y,y,0.3088852185755968,1,single,1,2,[],inertia
n,n,0.4507147122640162,1,single,1,2,[],hello
n,n,0.3166520588565618,1,single,1,2,[],asylum
y,n,0.3236262602731585,1,single,1,2,[],inertia
n,n,0.7036858315113932,1,single,1,2,[],ornament
y,y,0.2897113477811217,1,single,1,2,[],inertia
n,n,0.5393235166557133,1,single,1,2,[],expedient
n,n,0.4680509103927761,1,single,1,2,[],allusion
n,n,0.4021633216179907,1,single,1,2,[],joking
y,y,0.3642215146683157,1,single,2,2,[],inertia
n,n,0.3705539128277451,1,single,2,2,[],secession
y,y,0.3789207912050188,1,single,2,2,[],inertia
y,y,0.33032282744534314,1,single,2,2,[],inertia
y,y,0.3644336462020874,1,single,2,2,[],inertia
n,n,0.3776320768520236,1,single,2,2,[],pastry
n,n,0.3700359032955021,1,single,2,2,[],dodge
y,y,0.3764106675516814,1,single,2,2,[],inertia
n,n,0.3506544081028551,1,single,2,2,[],quadruple
n,n,0.4188225616235286,1,single,2,2,[],astrologer
n,n,0.36745336628519,1,single,2,2,[],memoir
n,n,0.3897755581419915,1,single,2,2,[],affinities
y,y,0.3341979847755283,1,single,2,2,[],inertia
y,y,0.3591931548435241,1,single,2,2,[],inertia
n,n,0.3634249696042389,1,single,2,2,[],weave
y,y,0.3766639635432512,1,single,2,2,[],inertia
y,y,0.4789708794560283,1,single,2,2,[],inertia
y,y,0.5181446119677275,1,single,2,2,[],inertia
n,n,0.33963498333469033,1,single,2,2,[],quadruple
n,n,0.3487010546959937,1,single,2,2,[],pastry
n,n,0.4307815546635537,1,single,2,2,[],memoir
y,y,0.3905799153726548,1,single,2,2,[],inertia
n,n,0.3829855446238071,1,single,2,2,[],dodge
n,n,0.7434415735770017,1,single,2,2,[],affinities
y,y,0.3906937935389577,1,single,2,2,[],inertia
y,y,0.4470958556048572,1,single,2,2,[],inertia
y,y,0.5210056840442121,1,single,2,2,[],inertia
y,y,0.4225198407657445,1,single,2,2,[],inertia
n,n,0.3642100966535509,1,single,2,2,[],astrologer
n,n,0.4894527636934072,1,single,2,2,[],weave
n,n,0.5307541217189282,1,single,2,2,[],secession
y,y,0.4434454496949911,1,single,2,2,[],inertia
n,n,0.48174391384236515,2,multi,3,2,[],marmalade
n,n,0.5230332531500608,2,multi,3,2,[],virulent
y,y,0.7765629454515874,2,multi,3,2,[],autonomy
y,y,0.5400338270701468,2,multi,3,2,[],furnace
y,y,0.5967444712296128,2,multi,3,2,[],typography
n,n,0.5818619083147496,2,multi,3,2,[],chariot
y,y,0.8048819110263139,2,multi,3,2,[],scuba
n,n,0.5816596923395991,2,multi,3,2,[],admissible
y,y,0.6377228244673461,2,multi,3,2,[],bracing
n,n,0.6702111070044339,2,multi,3,2,[],amiable
n,n,0.5400254137348384,2,multi,3,2,[],capsule
y,y,0.6516492930240929,2,multi,3,2,[],cauldron
y,y,0.764141830150038,2,multi,3,2,[],surgical
n,n,0.5575779499486089,2,multi,3,2,[],pillar
n,n,0.5363413551822305,2,multi,3,2,[],concise
y,y,0.5930282624904066,2,multi,3,2,[],hysterical
y,y,0.6420790336560458,2,multi,3,2,[],surgical
y,y,0.610655315220356,2,multi,3,2,[],scuba
y,y,0.6208322227466851,2,multi,3,2,[],hysterical
y,y,0.729091442655772,2,multi,3,2,[],bracing
y,y,0.6532474912237376,2,multi,3,2,[],typography
n,n,0.5508071666117758,2,multi,3,2,[],concise
n,n,0.5845405955333263,2,multi,3,2,[],capsule
n,n,0.5925610321573913,2,multi,3,2,[],amiable
n,n,0.5457235204521567,2,multi,3,2,[],virulent
y,y,0.6524960165843368,2,multi,3,2,[],cauldron
y,y,0.7810369390062988,2,multi,3,2,[],autonomy
y,y,0.5717168506234884,2,multi,3,2,[],furnace
n,n,0.712547883624211,2,multi,3,2,[],admissible
n,n,0.5866162399761379,2,multi,3,2,[],chariot
n,n,0.5856162768322974,2,multi,3,2,[],marmalade
n,n,0.5526757873594761,2,multi,3,2,[],pillar
