C,R,RT,block,cond,count,day,prestim_R,stim
n,n,0.5694116472732276,1,multi,1,1,[],coinciding
n,n,0.4292443518061191,1,multi,1,1,[],ration
y,y,0.4370460466016084,1,multi,1,1,[],crate
y,y,0.3669536851812154,1,multi,1,1,[],lobster
y,n,0.35725512565113604,1,multi,1,1,[],shaky
n,n,0.5016211841721088,1,multi,1,1,[],bungalow
y,n,0.33702810877002776,1,multi,1,1,[],excursion
y,y,0.687290103174746,1,multi,1,1,['y'],bouquet
n,n,0.4701208458282054,1,multi,1,1,[],cascade
n,n,0.4271798247937113,1,multi,1,1,[],epileptic
n,n,0.4509767217095941,1,multi,1,1,[],capricious
y,n,0.39900899096392095,1,multi,1,1,[],epiphany
n,n,0.5475861318409443,1,multi,1,1,[],cannon
y,y,0.4122579002287239,1,multi,1,1,[],abate
n,n,0.4339436972513795,1,multi,1,1,[],humility
y,n,0.4118775057140738,1,multi,1,1,[],ligament
n,n,0.5305317742750049,1,multi,1,1,[],bungalow
n,n,0.5392438920680434,1,multi,1,1,[],coinciding
y,y,0.4108580122701824,1,multi,1,1,[],bouquet
y,y,0.41654109535738826,1,multi,1,1,[],lobster
n,n,0.5982354017905891,1,multi,1,1,[],capricious
y,y,0.4713422551285476,1,multi,1,1,[],ligament
n,y,0.5174883860163391,1,multi,1,1,[],cannon
n,y,0.5981040964834392,1,multi,1,1,[],cascade
y,y,0.5703485119156539,1,multi,1,1,[],epiphany
y,y,0.3752319249324501,1,multi,1,1,[],crate
y,y,0.3836531881242991,1,multi,1,1,[],shaky
n,n,0.5681196278892457,1,multi,1,1,[],ration
y,y,0.4849520286079496,1,multi,1,1,[],abate
n,n,0.4462452258449048,1,multi,1,1,[],humility
n,y,0.4402105931658298,1,multi,1,1,[],epileptic
y,y,0.5652065742760897,1,multi,1,1,[],excursion
y,y,0.5005929770413786,1,multi,2,1,[],crate
n,n,0.4938600526656956,1,multi,2,1,[],sleek
n,n,0.4871688936837018,1,multi,2,1,[],cancel
y,y,0.4804606081452221,1,multi,2,1,[],excursion
y,y,0.5105995181947947,1,multi,2,1,[],ligament
y,y,0.4259662278927863,1,multi,2,1,[],bouquet
y,y,0.5137893040664494,1,multi,2,1,[],abate
n,n,0.5092341839335859,1,multi,2,1,[],obesity
y,y,0.5206036556046456,1,multi,2,1,[],epiphany
n,n,0.4541352589149028,1,multi,2,1,[],flutter
n,n,0.5551952256355435,1,multi,2,1,[],insulation
n,n,0.5089448317885399,1,multi,2,1,[],audition
n,n,0.4243379826657474,1,multi,2,1,[],modify
y,y,0.3980024175252765,1,multi,2,1,[],lobster
n,n,0.406454629264772,1,multi,2,1,[],scrupulous
y,y,0.4990909290499985,1,multi,2,1,[],shaky
y,y,0.4054183091502637,1,multi,2,1,[],bouquet
n,n,0.5140633322298527,1,multi,2,1,[],scrupulous
n,n,0.5094664471689612,1,multi,2,1,[],flutter
n,n,0.6168687273748219,1,multi,2,1,[],obesity
n,n,0.4691199813969433,1,multi,2,1,[],modify
y,n,0.4971754350699484,1,multi,2,1,[],abate
n,n,0.5276974437292665,1,multi,2,1,['y'],sleek
y,y,0.4292091967072338,1,multi,2,1,[],epiphany
y,y,0.5010010146070272,1,multi,2,1,[],excursion
n,n,0.5284083550795913,1,multi,2,1,[],insulation
y,y,0.3659329898655415,1,multi,2,1,[],lobster
n,n,0.6282210722565651,1,multi,2,1,[],audition
y,y,0.4346320733893663,1,multi,2,1,[],crate
y,y,0.5885326352436095,1,multi,2,1,[],ligament
y,y,0.4595259851776064,1,multi,2,1,[],shaky
n,n,0.36650628596544266,1,multi,2,1,[],cancel
y,y,0.43709201854653656,1,multi,3,1,[],lobster
n,n,0.4587558812927455,1,multi,3,1,[],arrow
y,y,0.4958473590668291,1,multi,3,1,[],shaky
n,y,0.4592600695323199,1,multi,3,1,[],filter
n,n,0.5383806428872049,1,multi,3,1,[],irritation
y,y,0.490017646458,1,multi,3,1,[],crate
n,n,0.4193030125461519,1,multi,3,1,[],tentative
y,y,0.4660612002480775,1,multi,3,1,[],ligament
y,y,0.5810293068643659,1,multi,3,1,[],epiphany
y,y,0.5250842592213303,1,multi,3,1,[],bouquet
y,y,0.5226044831797481,1,multi,3,1,[],abate
n,n,0.4081399634014815,1,multi,3,1,[],dynamism
n,n,0.5007474182639271,1,multi,3,1,[],surreal
