,stim,S,C,R,RT,block,cond,day,prestim_R
0,caliratend,N,j,k,0.9856276346836239,1,multi,1,[]
1,sacation,N,j,k,0.9439119286835194,1,multi,1,[]
2,oppressive,W,k,k,0.9027923545800149,1,multi,1,[]
3,anchor,W,k,k,0.813296263338998,1,multi,1,[]
4,ferridied,N,j,j,1.0860587183851749,1,multi,1,[]
5,subtlety,W,k,k,1.1770667729433626,1,multi,1,[]
6,excitable,W,k,k,0.946839104173705,1,multi,1,[]
7,burciusing,N,j,j,1.2154127114918083,1,multi,1,[]
8,sledging,W,k,k,0.8776129968464375,1,multi,1,[]
9,revel,W,k,k,1.0649411093909293,1,multi,1,[]
10,abate,P,d,d,0.6167542485054582,1,multi,1,[]
11,tetturn,N,j,j,0.8370318645611405,1,multi,1,[]
12,deubirasm,N,j,j,0.755072453757748,1,multi,1,[]
13,cathode,W,k,k,0.9005144943948835,1,multi,1,[]
14,regiment,W,k,k,0.9710109871812165,1,multi,1,[]
15,belell,N,j,j,0.8531547661405057,1,multi,1,[]
16,probramp,N,j,j,0.7572754973080009,1,multi,1,[]
17,spaling,N,j,k,1.0946599629241973,1,multi,1,[]
18,welcoming,W,k,j,1.412777412449941,1,multi,1,[]
19,scenic,W,k,k,1.3084645608905703,1,multi,1,[]
20,lobster,P,d,d,0.5393475540913641,1,multi,1,[]
21,relativity,W,k,k,0.8359946431592107,1,multi,1,[]
22,certisian,N,j,k,1.275126550346613,1,multi,1,[]
23,anmizity,N,j,j,0.9918170091696084,1,multi,1,[]
24,quarries,W,k,k,0.9080451654735953,1,multi,1,[]
25,stigma,W,k,k,0.8776959264650941,1,multi,1,[]
26,durability,W,k,k,0.9300834133755416,1,multi,1,[]
27,essant,N,j,j,1.091740299249068,1,multi,1,[]
28,pompous,W,k,k,0.8717784769833088,1,multi,1,[]
29,canon,W,k,k,0.7231346317566931,1,multi,1,[]
30,ligament,P,d,d,0.5901635847985744,1,multi,1,[]
31,retlisied,N,j,j,1.4051869476679713,1,multi,1,[]
32,vicinity,W,k,k,1.0348274388816208,1,multi,1,[]
33,emapsacy,N,j,j,0.8384257431607693,1,multi,1,[]
34,revensict,N,j,j,0.8823688307311386,1,multi,1,[]
35,sognathous,N,j,j,0.6307555339299142,1,multi,1,[]
36,excursion,P,d,d,1.1091936805751175,1,multi,1,[]
37,rastring,N,j,j,1.149413948878646,1,multi,1,[]
38,urnard,N,j,j,0.6179035450331867,1,multi,1,[]
39,prelitism,N,j,j,0.6211441103368998,1,multi,1,[]
40,stroll,W,k,k,0.7934493406210095,1,multi,1,[]
41,devath,N,j,j,0.8880939795635641,1,multi,1,[]
42,bramp,N,j,j,0.7666002730838954,1,multi,1,[]
43,affidavit,W,k,k,1.794105265988037,1,multi,1,[]
44,discrowing,N,j,k,0.8908096244558692,1,multi,1,[]
45,hedging,W,k,k,0.7633756324648857,1,multi,1,[]
46,cling,W,k,k,0.9407708188518882,1,multi,1,[]
47,afflyll,N,j,j,0.6426502265967429,1,multi,1,[]
48,codnin,N,j,j,1.132190426811576,1,multi,1,[]
49,niquodan,N,j,j,0.5986031766515225,1,multi,1,[]
50,crate,P,d,d,0.7277005687355995,1,multi,1,[]
51,mandate,W,k,k,0.7728821919299662,1,multi,1,[]
52,utbosis,N,j,j,1.0323795124422759,1,multi,1,[]
53,pigment,W,k,k,0.63492665393278,1,multi,1,[]
54,vullem,N,j,j,0.7933210399933159,1,multi,1,[]
55,assassin,W,k,k,0.6640112160239369,1,multi,1,[]
56,epiphany,P,d,d,0.7786445992533118,1,multi,1,[]
57,reclining,W,k,k,0.7591957990080118,1,multi,1,[]
58,conducive,W,k,k,0.9365846754517406,1,multi,1,[]
59,stimbanist,N,j,j,0.7024515019729733,1,multi,1,[]
60,tabling,W,k,j,1.4314134423620999,1,multi,1,[]
61,jurtfure,N,j,j,0.7622476692777127,1,multi,1,[]
62,fortuitous,W,k,k,0.7817652772646397,1,multi,1,[]
63,etceasing,N,j,j,0.8033693465404212,1,multi,1,[]
64,bouquet,P,d,d,0.8041586806066334,1,multi,1,[]
65,dissociate,W,k,k,1.220972301904112,1,multi,1,[]
66,stacaring,N,j,j,0.6450383593328297,1,multi,1,[]
67,fathom,W,k,k,0.9426208105869591,1,multi,1,[]
68,incarrity,N,j,j,0.8844432733021677,1,multi,1,[]
69,ditefivity,N,j,j,0.7309798947535455,1,multi,1,[]
70,applaud,W,k,k,0.6070920454803854,1,multi,1,[]
71,furbour,N,j,k,1.0812617200426757,1,multi,1,[]
72,debatable,W,k,k,0.6223297636024654,1,multi,1,[]
73,erode,W,k,k,0.8106019520200789,1,multi,1,[]
74,illucilory,N,j,j,0.747391547774896,1,multi,1,[]
75,blult,N,j,k,0.7167790974490345,1,multi,1,[]
76,shaky,P,d,d,0.7309552561491728,1,multi,1,[]
77,fosty,N,j,j,1.3590543379541487,1,multi,1,[]
78,tadle,N,j,k,0.617096483707428,1,multi,1,[]
79,astronomy,W,k,k,0.7285064284224063,1,multi,1,[]
80,pseudonym,W,k,j,0.7145081479102373,1,multi,1,[]
81,deflect,W,k,k,1.169729003449902,1,multi,1,[]
82,gratyvos,N,j,j,0.6834909645840526,1,multi,1,[]
83,plolding,N,j,j,0.8913748080376536,1,multi,1,[]
84,bouquet,P,d,d,0.6898807524703443,1,multi,1,[]
85,hamphe,N,j,j,0.9297802394721657,1,multi,1,[]
86,pestilence,W,k,j,2.012525077909231,1,multi,1,[]
87,spashees,N,j,j,0.727994428249076,1,multi,1,[]
88,osmosis,W,k,k,0.821166465524584,1,multi,1,[]
89,gambit,W,k,k,0.7600443253759295,1,multi,1,[]
90,gloom,W,k,k,0.6355609453748912,1,multi,1,[]
91,timid,W,k,k,0.5518458902370185,1,multi,1,[]
92,amputation,W,k,k,1.1066300733946264,1,multi,1,[]
93,blimry,N,j,j,0.7628978856373578,1,multi,1,[]
94,splankle,N,j,k,0.7344109578989446,1,multi,1,[]
95,ascissibly,N,j,j,0.9837448915932328,1,multi,1,[]
96,cansender,N,j,j,1.4050225906539708,1,multi,1,[]
97,bauterimal,N,j,j,0.529583191499114,1,multi,1,[]
98,berbert,N,j,j,0.71911945566535,1,multi,1,[]
99,circling,W,k,k,0.6821761094033718,1,multi,1,[]
100,cabsicep,N,j,j,0.5999628019053489,1,multi,1,[]
101,epiphany,P,d,d,0.8250818855594844,1,multi,1,[]
102,enshand,N,j,j,0.7139639973174781,1,multi,1,[]
103,priscing,N,j,k,0.8529167941305786,1,multi,1,[]
104,inplise,N,j,j,1.1052470116410404,1,multi,1,[]
105,scoundrel,W,k,j,1.038355854107067,1,multi,1,[]
106,blucer,N,j,j,0.8770649402868003,1,multi,1,[]
107,penance,W,k,k,1.0713396109640598,1,multi,1,[]
108,detriment,W,k,k,1.128219419857487,1,multi,1,[]
109,maquianct,N,j,j,0.7705559560563415,1,multi,1,[]
110,leddind,N,j,j,0.9180967770516872,1,multi,1,[]
111,crate,P,d,d,0.7347003100439906,1,multi,1,[]
112,traction,W,k,k,0.9558652129489928,1,multi,1,[]
113,embassies,W,k,j,1.9009438655339181,1,multi,1,[]
114,languish,W,k,j,1.1435373632702976,1,multi,1,[]
115,deficient,W,k,k,0.8071222128346562,1,multi,1,[]
116,termite,W,k,k,0.8079082414042205,1,multi,1,[]
117,ligament,P,d,d,0.6987977907992899,1,multi,1,[]
118,symptom,W,k,k,0.7808269103989005,1,multi,1,[]
119,authentic,W,k,k,0.9304067187476903,1,multi,1,[]
120,conserving,W,k,k,0.9981959799770266,1,multi,1,[]
121,wiping,W,k,k,0.6994666364043951,1,multi,1,[]
122,obtinatua,N,j,j,0.7793182523455471,1,multi,1,[]
123,retrodrice,N,j,j,0.8148526961449534,1,multi,1,[]
124,juffernarm,N,j,j,0.7377344528213143,1,multi,1,[]
125,lobster,P,d,d,0.6570361133199185,1,multi,1,[]
126,shone,W,k,j,1.196698559448123,1,multi,1,[]
127,salcelain,N,j,j,0.9167398561257869,1,multi,1,[]
128,spear,W,k,k,0.6053430116735399,1,multi,1,[]
129,fortified,W,k,k,0.7435368224978447,1,multi,1,[]
130,vuquiphous,N,j,j,0.7588036861270666,1,multi,1,[]
131,stape,N,j,k,0.5202073361724615,1,multi,1,[]
132,atrienes,N,j,j,0.6328200611751527,1,multi,1,[]
133,insignia,W,k,j,0.9672316799405962,1,multi,1,[]
134,patio,W,k,k,0.7794125997461379,1,multi,1,[]
135,crage,N,j,k,0.6389030695427209,1,multi,1,[]
136,revoyed,N,j,j,0.8734689191915095,1,multi,1,[]
137,shaky,P,d,d,0.6997376601211727,1,multi,1,[]
138,distrength,N,j,j,1.5796549587976187,1,multi,1,[]
139,imnilerate,N,j,j,0.7956028068438172,1,multi,1,[]
140,chabing,N,j,j,0.69828609097749,1,multi,1,[]
141,surkeena,N,j,j,0.586215112823993,1,multi,1,[]
142,smitter,N,j,k,0.8732267406303436,1,multi,1,[]
143,hocignaphy,N,j,j,0.6087392203044146,1,multi,1,[]
144,vantage,W,k,k,0.6279566590674222,1,multi,1,[]
145,goblet,W,k,k,0.9372958873864263,1,multi,1,[]
146,lethargic,W,k,k,0.7831877006683499,1,multi,1,[]
147,strive,W,k,k,0.6927965101785958,1,multi,1,[]
148,vilified,W,k,j,0.7636355387512594,1,multi,1,[]
149,abate,P,d,d,0.7452023257501423,1,multi,1,[]
150,assimilate,W,k,k,1.0575705885421485,1,multi,1,[]
151,sturirt,N,j,j,0.8792412418406457,1,multi,1,[]
152,academies,W,k,j,1.6836408991366625,1,multi,1,[]
153,renade,N,j,k,0.6274575788993388,1,multi,1,[]
154,sposter,N,j,j,1.5319010145030916,1,multi,1,[]
155,awrirut,N,j,j,0.5725167007185519,1,multi,1,[]
156,lapring,N,j,j,0.5854164646007121,1,multi,1,[]
157,anathey,N,j,j,0.6164354502689093,1,multi,1,[]
158,excursion,P,d,d,0.7407063981518149,1,multi,1,[]
159,atflirant,N,j,j,0.7879901072010398,1,multi,1,[]
160,mound,W,k,k,0.7456139691639692,1,multi,1,[]
161,compile,W,k,k,0.6969342781230807,1,multi,1,[]
162,enhancing,W,k,k,0.824815368745476,1,multi,1,[]
163,atlegitous,N,j,j,0.8276800466701388,1,multi,1,[]
164,introrth,N,j,j,0.622568937484175,1,multi,1,[]
165,bercolies,N,j,j,0.5708626152481884,1,multi,1,[]
166,robot,W,k,k,0.5037716454826295,1,multi,1,[]
167,poudly,N,j,j,1.0591699886135757,1,multi,1,[]
168,abate,P,d,d,0.6360459034331143,1,multi,1,[]
169,adlar,N,j,j,0.8104475105646998,1,multi,1,[]
170,churple,N,j,j,0.7493340841028839,1,multi,1,[]
171,sininchies,N,j,j,0.6547273041214794,1,multi,1,[]
172,fluke,W,k,k,0.8312291943002492,1,multi,1,[]
173,microphone,W,k,k,0.7812890328932554,1,multi,1,[]
174,porcelain,W,k,k,0.706871410831809,1,multi,1,[]
175,janide,N,j,j,0.7249101069755852,1,multi,1,[]
176,shrine,W,k,k,0.8020842378027737,1,multi,1,[]
177,mutiny,W,k,k,0.882863403763622,1,multi,1,[]
178,sprunk,N,j,j,0.7981916533317417,1,multi,1,[]
179,cheetah,W,k,j,0.6368514625355601,1,multi,1,[]
180,epiphany,P,d,d,0.8324755425564945,1,multi,1,[]
181,amoesaa,N,j,j,1.3334843693301082,1,multi,1,[]
182,tapestry,W,k,k,0.8385065696202219,1,multi,1,[]
183,vacation,W,k,k,0.5805146023631096,1,multi,1,[]
184,inference,W,k,k,1.3795085097663105,1,multi,1,[]
185,lobster,P,d,d,0.8039068868383765,1,multi,1,[]
186,slole,N,j,j,0.9236176067497581,1,multi,1,[]
187,prononsion,N,j,j,0.7332757834810764,1,multi,1,[]
188,pristand,N,j,j,1.1485747371334583,1,multi,1,[]
189,pastiym,N,j,j,0.5530126141384244,1,multi,1,[]
190,elumatize,N,j,j,0.8998519585002214,1,multi,1,[]
191,cibgring,N,j,j,0.5703061455860734,1,multi,1,[]
192,strepe,N,j,j,0.503242818871513,1,multi,1,[]
193,dediding,N,j,j,0.4826720645651221,1,multi,1,[]
194,atwansion,N,j,j,0.7479008438531309,1,multi,1,[]
195,ludied,N,j,j,0.6533214065711945,1,multi,1,[]
196,sotton,N,j,j,0.557782870484516,1,multi,1,[]
197,brape,N,j,j,0.5686499567236751,1,multi,1,[]
198,raving,W,k,k,0.7254915158264339,1,multi,1,[]
199,coherence,W,k,k,0.8826593849807978,1,multi,1,[]
200,miraculous,W,k,k,0.6631101074162871,1,multi,1,[]
201,bouquet,P,d,d,0.9216693614143878,1,multi,1,[]
202,complicity,W,k,k,1.1974719683639705,1,multi,1,[]
203,enyle,N,j,j,0.7794606748502702,1,multi,1,[]
204,rampide,N,j,k,0.8240191242657602,1,multi,1,[]
205,crate,P,d,d,0.7270545591600239,1,multi,1,[]
206,satibate,N,j,j,0.9802330022212118,1,multi,1,[]
207,halve,W,k,k,0.7663454746361822,1,multi,1,[]
208,incorrant,N,j,j,1.393854734255001,1,multi,1,[]
209,scarcity,W,k,j,0.7493755489122123,1,multi,1,[]
210,bilinity,N,j,j,0.7928264671936631,1,multi,1,[]
211,eluseition,N,j,j,0.7755347383208573,1,multi,1,[]
212,retaliate,W,k,k,0.9709478886798024,1,multi,1,[]
213,chore,W,k,k,0.8370898549910635,1,multi,1,[]
214,mamexucate,N,j,j,0.6911547440104187,1,multi,1,[]
215,shaky,P,d,d,0.7460322231054306,1,multi,1,[]
216,brilliance,W,k,k,0.6903299547266215,1,multi,1,[]
217,cartel,W,k,k,0.8091711152810603,1,multi,1,[]
218,approving,W,k,k,0.5790104512125254,1,multi,1,[]
219,preserving,W,k,k,0.8980314128566533,1,multi,1,[]
220,feasible,W,k,k,0.8244695281609893,1,multi,1,[]
221,baton,W,k,k,1.0034094292204827,1,multi,1,[]
222,neciert,N,j,j,0.6907812601421028,1,multi,1,[]
223,peddle,W,k,k,1.3856044383719563,1,multi,1,[]
224,dysasete,N,j,j,0.7620045894291252,1,multi,1,[]
225,paving,W,k,k,0.827402112307027,1,multi,1,[]
226,excursion,P,d,d,0.8142673813272268,1,multi,1,[]
227,aymid,N,j,j,0.7851617864798754,1,multi,1,[]
228,vuwreos,N,j,j,0.687849577749148,1,multi,1,[]
229,surpass,W,k,k,0.774669686332345,1,multi,1,[]
230,salient,W,k,j,1.2192385918460786,1,multi,1,[]
231,snight,N,j,j,0.7653728544246405,1,multi,1,[]
232,lance,W,k,j,0.9427325853612274,1,multi,1,[]
233,shack,W,k,k,1.399758662795648,1,multi,1,[]
234,eicify,N,j,j,0.6182238457258791,1,multi,1,[]
235,glucose,W,k,k,0.8065248790662736,1,multi,1,[]
236,ligament,P,d,d,0.7592949538957328,1,multi,1,[]
237,lixty,N,j,j,0.9228168551344424,1,multi,1,[]
238,finase,N,j,j,1.038577600615099,1,multi,1,[]
239,defogue,N,j,j,0.9701786863151938,1,multi,1,[]
240,sterpy,N,j,j,0.6853364494163543,1,multi,1,[]
241,tenure,W,k,k,0.9892540029250085,1,multi,1,[]
242,adshapate,N,j,j,0.8574493792839348,1,multi,1,[]
243,capeclon,N,j,j,0.6976082315668464,1,multi,1,[]
244,spleed,N,j,j,0.6975045693106949,1,multi,1,[]
245,abate,P,d,d,0.7934274065773934,1,multi,1,[]
246,cavalry,W,k,k,0.9200657547917217,1,multi,1,[]
247,tangible,W,k,k,0.8187825391069055,1,multi,1,[]
248,brusall,N,j,j,1.09365188726224,1,multi,1,[]
249,ensyranct,N,j,j,0.6337271789088845,1,multi,1,[]
250,rewranime,N,j,j,0.6411653053946793,1,multi,1,[]
251,lespel,N,j,j,0.5616580275818706,1,multi,1,[]
252,anarchy,W,k,k,0.6225758481305093,1,multi,1,[]
253,huople,N,j,j,1.3249753690324724,1,multi,1,[]
254,etderies,N,j,j,0.5878475646022707,1,multi,1,[]
255,manipulate,W,k,k,0.634892099769786,1,multi,1,[]
256,vengeance,W,k,k,0.6492641647346318,1,multi,1,[]
257,exciees,N,j,j,0.7228359647560865,1,multi,1,[]
258,gimmick,W,k,k,0.9029389838688076,1,multi,1,[]
259,pendulum,W,k,k,0.8134236626792699,1,multi,1,[]
260,catomous,N,j,j,1.1022035542409867,1,multi,1,[]
261,lobster,P,d,d,0.6512965415604413,1,multi,1,[]
262,strire,N,j,j,1.0928622530773282,1,multi,1,[]
263,reignurst,N,j,j,0.5299846190027893,1,multi,1,[]
264,cutlery,W,k,k,0.7194698031526059,1,multi,1,[]
265,sholfing,N,j,j,0.6345504657365382,1,multi,1,[]
266,brinch,N,j,j,0.5689435156527907,1,multi,1,[]
267,frustrate,W,k,k,0.6458469233475626,1,multi,1,[]
268,crate,P,d,d,1.014392496785149,1,multi,1,[]
269,forging,W,k,j,0.6857868533115834,1,multi,1,[]
270,liaising,W,k,k,1.6327530562411994,1,multi,1,[]
271,slulp,N,j,j,0.951100665377453,1,multi,1,[]
272,initiation,W,k,k,1.4689799626357853,1,multi,1,[]
273,ovation,W,k,k,0.7390589229762554,1,multi,1,[]
274,gemble,N,j,j,0.8503348585218191,1,multi,1,[]
275,mitigating,W,k,k,1.170539069455117,1,multi,1,[]
276,epiphany,P,d,k,0.50823151669465,1,multi,1,[]
277,aminopies,N,j,k,1.60768066579476,1,multi,1,[]
278,ecoseen,N,j,j,1.788899629143998,1,multi,1,[]
279,sturdy,W,k,k,0.5475341507699341,1,multi,1,[]
280,jolly,W,k,k,0.9743212615139782,1,multi,1,[]
281,amicable,W,k,j,1.320452699670568,1,multi,1,[]
282,telegram,W,k,k,0.6024041178170592,1,multi,1,[]
283,triangular,W,k,k,0.6675222041085362,1,multi,1,[]
284,flare,W,k,k,0.5261539311613888,1,multi,1,[]
285,cecucic,N,j,j,0.6286816925276071,1,multi,1,[]
286,shaky,P,d,d,0.5951225361786783,1,multi,1,[]
287,stishation,N,j,j,0.7333139430265874,1,multi,1,[]
288,jostling,W,k,k,0.8515613756608218,1,multi,1,[]
289,ennesall,N,j,j,0.6436865464784205,1,multi,1,[]
290,gaddit,N,j,k,0.7401952992659062,1,multi,1,[]
291,trampling,W,k,k,1.4396421045530587,1,multi,1,[]
