,stim,S,C,R,RT,block,cond,day,prestim_R
0,knunties,N,j,k,7.79518154845573,1,single,1,[]
1,doubly,W,k,j,0.6936576562002301,1,single,1,[]
2,slant,W,k,d,4.143628105055541,1,single,1,[]
3,collateral,W,k,j,8.887029415694997,1,single,1,[]
4,chill,W,k,k,0.8712036784272641,1,single,1,[]
5,foncible,N,j,j,0.9855152589734644,1,single,1,[]
6,utopia,P,d,d,0.7827829679008573,1,single,1,[]
7,altitude,W,k,k,0.996367922751233,1,single,1,[]
8,congeave,N,j,j,1.1456295335665345,1,single,1,[]
9,errant,W,k,j,1.702101755188778,1,single,1,[]
10,tukid,N,j,j,0.9471515926998109,1,single,1,[]
11,archery,W,k,k,0.9850465261843055,1,single,1,[]
12,desolation,W,k,k,1.0063260884489864,1,single,1,[]
13,utopia,P,d,d,0.6296609230339527,1,single,1,[]
14,febedo,N,j,j,0.948157264618203,1,single,1,[]
15,fascist,W,k,k,1.3539640810340643,1,single,1,[]
16,adquocing,N,j,j,0.9660766744054854,1,single,1,[]
17,juffernarm,N,j,j,0.6381227497477084,1,single,1,[]
18,endexing,N,j,j,0.6524719789158553,1,single,1,[]
19,obstinate,W,k,k,0.6689347117207944,1,single,1,[]
20,clatilup,N,j,j,0.6347445691935718,1,single,1,[]
21,beegret,N,j,j,0.5531129708979279,1,single,1,[]
22,dissociate,W,k,k,0.916103461291641,1,single,1,[]
23,trench,W,k,k,0.860571859870106,1,single,1,[]
24,fridge,W,k,k,0.8767239071894437,1,single,1,[]
25,lithium,W,k,k,1.5670114958193153,1,single,1,[]
26,haith,N,j,j,0.9477985040284693,1,single,1,[]
27,utopia,P,d,d,1.271697890944779,1,single,1,[]
28,mosefure,N,j,j,1.0881803347729146,1,single,1,[]
29,plank,W,k,k,1.2591977519914508,1,single,1,[]
30,strale,N,j,j,1.3364986809901893,1,single,1,[]
31,tursworce,N,j,j,0.6244411640800536,1,single,1,[]
32,slaughter,W,k,k,0.8927581703756005,1,single,1,[]
33,intimidate,W,k,k,2.051212950842455,1,single,1,[]
34,didactic,W,k,k,1.7347595025785267,1,single,1,[]
35,acrid,W,k,k,0.9857778695877641,1,single,1,[]
36,utopia,P,d,d,0.8950384345371276,1,single,1,[]
37,hocticrous,N,j,j,1.2855540495365858,1,single,1,[]
38,conceding,W,k,k,1.4450325302314013,1,single,1,[]
39,bepidity,N,j,j,0.806854193797335,1,single,1,[]
40,rustirate,N,j,j,0.7735639580059797,1,single,1,[]
41,nitrogen,W,k,k,0.841054251883179,1,single,1,[]
42,sparse,W,k,k,1.598108603619039,1,single,1,[]
43,platinum,W,k,k,0.6630992903374135,1,single,1,[]
44,collage,W,k,k,1.2578092818148434,1,single,1,[]
45,mirge,N,j,j,0.7112270188517869,1,single,1,[]
46,tecament,N,j,j,0.704069230472669,1,single,1,[]
47,disprote,N,j,j,0.9141516105737537,1,single,1,[]
48,shrine,W,k,k,0.9957270210143179,1,single,1,[]
49,lanyon,N,j,j,0.9460203242488205,1,single,1,[]
50,soppre,N,j,j,0.620814194669947,1,single,1,[]
51,utopia,P,d,d,0.7290430672001094,1,single,1,[]
52,imbaary,N,j,j,0.9023079976905137,1,single,1,[]
53,ecintic,N,j,j,0.7188249952159822,1,single,1,[]
54,reinpanct,N,j,j,1.113862678874284,1,single,1,[]
55,iltudition,N,j,j,1.4102153074927628,1,single,1,[]
56,menacing,W,k,k,1.1837245798669755,1,single,1,[]
57,clarified,W,k,k,1.890626338077709,1,single,1,[]
58,bodidation,N,j,j,1.5439633692149073,1,single,1,[]
59,utopia,P,d,d,0.7537032135296613,1,single,1,[]
60,phoning,W,k,k,1.4270794680342078,1,single,1,[]
61,excryling,N,j,j,0.8098048057872802,1,single,1,[]
62,consequent,W,k,k,2.2846658611670136,1,single,1,[]
63,plimer,N,j,j,1.327225586399436,1,single,1,[]
64,dreary,W,k,j,1.8402652184013277,1,single,1,[]
65,pompous,W,k,k,0.969372826628387,1,single,1,[]
66,mimphlet,N,j,j,0.8423814265988767,1,single,1,[]
67,anmizity,N,j,j,0.8314392226748168,1,single,1,[]
68,spumste,N,j,j,0.6924293362535536,1,single,1,[]
69,leedible,N,j,j,1.0213309423997998,1,single,1,[]
70,calcium,W,k,k,0.6947883237153292,1,single,1,[]
71,utopia,P,d,d,0.614745308412239,1,single,1,[]
72,adshapate,N,j,j,0.8510352531448007,1,single,1,[]
73,deubirasm,N,j,j,0.7189454836770892,1,single,1,[]
74,spange,N,j,j,0.6202123537659645,1,single,1,[]
75,utopia,P,d,d,0.6735634470824152,1,single,1,[]
76,immenis,N,j,j,0.8980302109848708,1,single,1,[]
77,attosate,N,j,j,0.7925103730522096,1,single,1,[]
78,epopma,N,j,j,0.8071741941384971,1,single,1,[]
79,potchet,N,j,j,0.5908844114746898,1,single,1,[]
80,stast,N,j,j,0.6949884365312755,1,single,1,[]
81,starvation,W,k,k,0.7268739766441286,1,single,1,[]
82,misargery,N,j,j,0.7790021582040936,1,single,1,[]
83,nutotive,N,j,j,0.5835421348456293,1,single,1,[]
84,begand,N,j,j,0.7745879585854709,1,single,1,[]
85,writight,N,j,j,0.7140583444852382,1,single,1,[]
86,javelin,W,k,k,1.0360779934562743,1,single,1,[]
87,maternal,W,k,k,1.0567289730533957,1,single,1,[]
88,proton,W,k,k,0.8304476728662848,1,single,1,[]
89,utopia,P,d,d,0.7324960646219552,1,single,1,[]
90,entulging,N,j,j,1.0677739374805242,1,single,1,[]
91,pixpiosis,N,j,j,0.699579312466085,1,single,1,[]
92,beetiche,N,j,j,0.6675258094910532,1,single,1,[]
93,fevily,N,j,j,1.2391930827870965,1,single,1,[]
94,irramicate,N,j,j,0.7432615919969976,1,single,1,[]
95,decibel,W,k,k,0.9825300928205252,1,single,1,[]
96,utopia,P,d,d,0.6038343536201864,1,single,1,[]
97,trupor,N,j,j,0.780917051481083,1,single,1,[]
98,pseudonym,W,k,k,0.9076377286110073,1,single,1,[]
99,myrille,N,j,j,0.6761835424695164,1,single,1,[]
100,weign,N,j,j,0.9139869529753923,1,single,1,[]
101,allocate,W,k,k,0.6596366781741381,1,single,1,[]
102,composure,W,k,k,1.7982817941810936,1,single,1,[]
103,inplise,N,j,j,1.4389855784829706,1,single,1,[]
104,paselle,N,j,j,1.9528773424681276,1,single,1,[]
105,forbid,W,k,k,0.7187585916835815,1,single,1,[]
106,nellirood,N,j,j,0.8118110420182347,1,single,1,[]
