C,R,RT,block,cond,count,day,prestim_R,stim
y,y,0.4924250093754381,1,single,1,1,['n'],utopia
y,y,0.2938419042620808,1,single,1,1,['n'],utopia
n,n,0.4725221996195614,1,single,1,1,['n'],expedient
n,n,0.4386030803434551,1,single,1,1,['n'],reign
y,y,0.3983894223347306,1,single,1,1,['n'],utopia
n,n,0.456914002308622,1,single,1,1,['n'],plasma
y,y,0.3729519613552839,1,single,1,1,['n'],utopia
y,y,0.4112681532278657,1,single,1,1,['n'],utopia
n,n,0.3848995363805443,1,single,1,1,['n'],sanguine
n,y,0.5533314123749733,1,single,1,1,['n'],manic
n,n,0.5123413407709451,1,single,1,1,['n'],obesity
y,n,0.4597113747149706,1,single,1,1,['n'],utopia
n,n,0.5548593006096779,1,single,1,1,['n'],condoning
y,y,0.6046209831256419,1,single,1,1,['n'],utopia
y,y,0.5028092411812395,1,single,1,1,['n'],utopia
n,n,0.5141931353136897,1,single,1,1,['n'],fluent
n,n,0.4935830195900053,1,single,1,1,['n'],obesity
n,n,0.566880791215226,1,single,1,1,['n'],plasma
n,n,0.4837642719503492,1,single,1,1,['n'],manic
n,n,0.4450616757385433,1,single,1,1,['n'],expedient
n,n,0.4779111228417605,1,single,1,1,['n'],fluent
n,n,0.4691250894684345,1,single,1,1,['n'],sanguine
y,y,0.6752169316168875,1,single,1,1,['n'],utopia
y,y,0.5908949279692024,1,single,1,1,['n'],utopia
y,y,0.509931874461472,1,single,1,1,['n'],utopia
n,n,0.4413469694554806,1,single,1,1,['n'],condoning
y,y,0.5311904037371278,1,single,1,1,['n'],utopia
y,y,0.4759009808767587,1,single,1,1,['n'],utopia
y,y,0.5060507080052048,1,single,1,1,['n'],utopia
y,y,0.4374438684899361,1,single,1,1,['n'],utopia
n,n,0.36524821957573295,1,single,1,1,['n'],reign
y,y,0.43558516330085695,1,single,1,1,['n'],utopia
y,n,0.34382292977534235,1,single,2,1,['n'],utopia
y,y,0.7810129011049867,1,single,2,1,['n'],utopia
n,n,0.5216060222592205,1,single,2,1,['n'],prescribe
y,y,0.485015728045255,1,single,2,1,['n'],utopia
n,n,0.508168117608875,1,single,2,1,['n'],glare
n,n,0.5196190164424479,1,single,2,1,['n'],joking
y,y,0.5651329592801629,1,single,2,1,['n'],utopia
y,y,0.6100285355933011,1,single,2,1,['n'],utopia
y,y,0.5903477726969868,1,single,2,1,['n'],utopia
n,n,0.4932735359761864,1,single,2,1,['n'],anecdotal
n,n,0.4706247334834188,1,single,2,1,['n'],dialect
n,n,0.4368140841834247,1,single,2,1,['n'],curiosity
y,y,0.5725846069399267,1,single,2,1,['n'],utopia
y,y,0.6174639577511698,1,single,2,1,['n'],utopia
n,n,0.4537212115246802,1,single,2,1,['n'],mortified
n,n,0.4657357917167246,1,single,2,1,['n'],canteen
n,n,0.6308087171055377,1,single,2,1,['n'],curiosity
y,y,0.5722054142970592,1,single,2,1,['n'],utopia
n,n,0.08903006301261485,1,single,2,1,[],dialect
y,n,0.32515745353884995,1,single,2,1,['n'],utopia
y,y,0.5111716121900827,1,single,2,1,['n'],utopia
n,n,0.579652554821223,1,single,2,1,['n'],mortified
n,n,0.7546388760674745,1,single,2,1,['y'],joking
y,y,0.5000368077307941,1,single,2,1,['n'],utopia
n,n,0.5114387299399823,1,single,2,1,['n'],canteen
n,n,0.5548683146480471,1,single,2,1,['n'],prescribe
y,y,0.6435786776710302,1,single,2,1,['n'],utopia
n,n,0.477115178713575,1,single,2,1,['n'],anecdotal
y,y,0.7152382889762521,1,single,2,1,['n'],utopia
y,y,0.4772467843722552,1,single,2,1,['n'],utopia
y,y,0.6444314108230174,1,single,2,1,['n'],utopia
n,y,0.5489343393128365,1,single,2,1,['n'],glare
y,y,0.6293977117165923,1,single,3,1,['n'],utopia
n,n,0.4678090324159712,1,single,3,1,['n'],confer
n,n,0.5048788762651384,1,single,3,1,['n'],decency
n,n,0.4522732482291758,1,single,3,1,['n'],latent
y,y,0.5901918287854642,1,single,3,1,['n'],utopia
y,n,0.4292209153063595,1,single,3,1,['n'],utopia
y,y,0.5910929373931141,1,single,3,1,['n'],utopia
y,y,0.5901007866486907,1,single,3,1,[],utopia
y,y,0.8541234803851694,1,single,3,1,['n'],utopia
y,y,0.6922042844817042,1,single,3,1,['n'],utopia
n,n,0.4840641408227384,1,single,3,1,[],pastry
n,n,1.293436570558697,1,single,3,1,['n'],stack
n,n,0.2710203318856657,1,single,3,1,[],guiding
n,n,0.2555437404662371,1,single,3,1,[],shove
y,n,0.2770522604696453,1,single,3,1,[],utopia
n,n,0.44974599801935256,1,single,3,1,[],removable
y,y,0.6057441385928541,1,single,3,1,[],utopia
n,n,0.4949156024958938,1,single,3,1,[],guiding
y,y,0.6001493935473263,1,single,3,1,[],utopia
n,n,0.4343832845333964,1,single,3,1,[],removable
n,n,0.5631910238880664,1,single,3,1,[],stack
y,y,0.5580082226078957,1,single,3,1,[],utopia
y,y,0.7608249455224723,1,single,3,1,[],utopia
n,n,0.44219489488750696,1,single,3,1,[],latent
n,n,0.5161206482443959,1,single,3,1,[],confer
y,y,0.5755250030197203,1,single,3,1,[],utopia
y,y,0.5403700524475425,1,single,3,1,[],utopia
n,n,0.4530758026521653,1,single,3,1,[],pastry
n,n,0.5130934161134064,1,single,3,1,[],shove
y,y,0.588531433371827,1,single,3,1,[],utopia
y,y,0.5235557700507343,1,single,3,1,[],utopia
n,n,0.4090966589283198,1,single,3,1,[],decency
y,y,0.5369143506977707,1,single,4,1,[],utopia
n,n,0.4084870060905814,1,single,4,1,[],burrow
n,n,0.3982388870790601,1,single,4,1,[],locate
n,n,0.4887379461433738,1,single,4,1,[],cannon
n,n,0.4020695749204606,1,single,4,1,[],liqueur
n,n,0.4765830468386412,1,single,4,1,[],envelope
y,y,0.6117634475231171,1,single,4,1,[],utopia
n,n,0.3840212638024241,1,single,4,1,[],incendiary
y,y,0.5274041853845121,1,single,4,1,[],utopia
n,n,0.5499439171981066,1,single,4,1,[],croissant
n,n,0.4557061141822487,1,single,4,1,[],throttle
y,y,0.5727871234994382,1,single,4,1,[],utopia
y,y,0.5696757601108402,1,single,4,1,[],utopia
y,y,0.4225087235681713,1,single,4,1,[],utopia
y,y,0.453345023561269,1,single,4,1,[],utopia
y,y,0.36723672784864897,1,single,4,1,[],utopia
n,n,0.4855130054056645,1,single,4,1,[],croissant
y,y,0.4927341926377266,1,single,4,1,[],utopia
y,y,0.6156491211149842,1,single,4,1,[],utopia
y,y,0.4203850037883967,1,single,4,1,[],utopia
n,n,0.4122233462985605,1,single,4,1,[],burrow
y,y,0.4888319931924343,1,single,4,1,[],utopia
n,n,0.5461561968550086,1,single,4,1,[],liqueur
n,n,0.5089643620885909,1,single,4,1,[],envelope
n,n,0.6023812822531909,1,single,4,1,[],throttle
n,n,0.5556651602964848,1,single,4,1,[],locate
y,y,0.5663168097380549,1,single,4,1,[],utopia
n,n,0.5472204603720456,1,single,4,1,[],incendiary
y,y,0.7340152391698211,1,single,4,1,[],utopia
y,y,0.5434955379460007,1,single,4,1,[],utopia
n,n,0.5501797860488296,1,single,4,1,[],cannon
y,y,0.5496311283204705,1,single,4,1,[],utopia
y,y,0.8212295640259981,2,multi,5,1,[],provoking
y,y,0.6000953088514507,2,multi,5,1,[],dissident
y,y,0.4412622370291501,2,multi,5,1,[],gullible
n,u,0.6111345645040274,2,multi,5,1,[],modify
n,u,0.5214939473662525,2,multi,5,1,[],fracturing
y,n,1.4661291062366215,2,multi,5,1,[],abusive
n,n,1.562246046960354,2,multi,5,1,[],funniest
y,y,1.005045486614108,2,multi,5,1,[],volley
n,n,0.7564284733962268,2,multi,5,1,[],plumbing
y,y,0.853777039097622,2,multi,5,1,[],arteries
n,n,1.0939860094804317,2,multi,5,1,[],ingenious
n,n,1.4521398397628218,2,multi,5,1,[],exacerbate
y,n,1.6800523900892586,2,multi,5,1,[],redemption
n,n,0.8819749148096889,2,multi,5,1,[],stubble
n,n,0.5823189227376133,2,multi,5,1,[],seizure
y,n,1.5573522974736989,2,multi,5,1,[],ceremonial
y,y,0.6581860105507076,2,multi,5,1,[],gullible
y,y,0.9738137682434173,2,multi,5,1,[],abusive
y,y,0.7599184284918009,2,multi,5,1,[],dissident
y,y,0.8573661490809172,2,multi,5,1,[],ceremonial
n,n,0.9235965737607328,2,multi,5,1,[],exacerbate
n,n,0.5753906930331141,2,multi,5,1,[],funniest
n,n,0.7643281214404851,2,multi,5,1,[],stubble
n,n,0.9416737302672118,2,multi,5,1,[],fracturing
y,y,1.939565635053441,2,multi,5,1,[],redemption
y,y,0.6253714179620147,2,multi,5,1,[],provoking
n,n,0.5277719602454454,2,multi,5,1,[],ingenious
y,y,0.5893033400643617,2,multi,5,1,[],arteries
n,n,0.6752559926826507,2,multi,5,1,[],seizure
n,y,1.2010529660619795,2,multi,5,1,[],modify
n,n,0.5141207221895456,2,multi,5,1,[],plumbing
y,y,0.6076322898734361,2,multi,5,1,[],volley
n,n,0.5723835928365588,2,multi,6,1,[],prohibit
n,n,0.491449685068801,2,multi,6,1,[],quadrant
y,y,0.6607009416911751,2,multi,6,1,[],ceremonial
n,n,0.4552959732245654,2,multi,6,1,[],toward
y,y,0.7003677447792143,2,multi,6,1,[],gullible
n,n,0.4624363342300058,2,multi,6,1,[],vinegar
n,n,0.5384203046560287,2,multi,6,1,[],scrupulous
y,y,0.5150942439213395,2,multi,6,1,[],abusive
n,n,0.43262042896822095,2,multi,6,1,[],craze
n,n,0.5044074393808842,2,multi,6,1,[],escalating
y,y,0.5136877452023327,2,multi,6,1,[],redemption
y,n,0.4451485115569085,2,multi,6,1,[],arteries
y,y,0.5861309813335538,2,multi,6,1,[],provoking
y,y,0.6491082210559398,2,multi,6,1,[],dissident
n,n,0.489696444477886,2,multi,6,1,[],riddle
y,y,0.5949281321372837,2,multi,6,1,[],volley
y,y,0.5640798129606992,2,multi,6,1,[],arteries
n,n,0.6069099609740078,2,multi,6,1,[],escalating
y,y,0.4591371773276478,2,multi,6,1,[],volley
n,n,0.7112119954545051,2,multi,6,1,[],quadrant
y,y,0.7611834057606757,2,multi,6,1,[],gullible
n,y,1.0046897304709999,2,multi,6,1,[],prohibit
